layer,regime,n,mean,std,median,min,max
early,factual,224,0.8363185298762151,0.048671238263023844,0.8358788980591682,0.7277749921044996,0.9368747338171928
early,mathematical,224,0.6325446641596232,0.061431939257386034,0.6341513760628239,0.4893018122642271,0.7393113797710787
early,creative,224,0.7766415407314622,0.0390967310760809,0.7733186473769527,0.6973388781470637,0.8559667746866902
mid,factual,224,0.9729925750192547,0.04894594551959055,0.9733659163598092,0.8667969934401973,1.0697304548755768
mid,mathematical,224,0.8010727801587656,0.059966490314975134,0.7976848540767547,0.6498821425822473,0.9390810968414428
mid,creative,224,0.9117201179918332,0.043676091482701754,0.9093323816214838,0.8062462998974708,0.9992523126063808
late,factual,224,13.1993835597269,0.8940713084436291,13.17843747138977,11.087054760225358,15.336622315068398
late,mathematical,224,12.914431027896395,1.3217525142197362,13.341239183179795,10.50930178549982,15.377535420079385
late,creative,224,11.990914083296252,0.6117503929706433,11.90588600404801,10.863986430629607,13.52017101164787
