layer,regime_a,regime_b,cohens_d,cohens_d_std
0,factual,mathematical,0.6152,
0,factual,creative,0.6906,
0,factual,philosophical,0.2086,
0,mathematical,creative,0.85,
0,mathematical,philosophical,0.6902,
0,creative,philosophical,0.5153,
1,factual,mathematical,0.7317,
1,factual,creative,0.9862,
1,factual,philosophical,0.2671,
1,mathematical,creative,1.0166,
1,mathematical,philosophical,0.8144,
1,creative,philosophical,0.7427,
2,factual,mathematical,1.05,
2,factual,creative,1.0665,
2,factual,philosophical,0.1543,
2,mathematical,creative,1.4037,
2,mathematical,philosophical,1.1083,
2,creative,philosophical,0.9804,
3,factual,mathematical,1.3288,
3,factual,creative,0.9276,
3,factual,philosophical,0.0567,
3,mathematical,creative,1.7705,
3,mathematical,philosophical,1.3914,
3,creative,philosophical,1.038,
4,factual,mathematical,1.7469,
4,factual,creative,0.1175,
4,factual,philosophical,0.7588,
4,mathematical,creative,1.9413,
4,mathematical,philosophical,1.4341,
4,creative,philosophical,1.0984,
5,factual,mathematical,0.8684,
5,factual,creative,1.0124,
5,factual,philosophical,0.5911,
5,mathematical,creative,1.2876,
5,mathematical,philosophical,1.119,
5,creative,philosophical,0.2764,
6,factual,mathematical,0.7224,
6,factual,creative,1.2381,
6,factual,philosophical,0.2595,
6,mathematical,creative,1.2201,
6,mathematical,philosophical,0.8151,
6,creative,philosophical,0.9749,
7,factual,mathematical,2.0485,
7,factual,creative,0.7716,
7,factual,philosophical,0.4424,
7,mathematical,creative,2.4295,
7,mathematical,philosophical,2.3288,
7,creative,philosophical,0.3797,
8,factual,mathematical,1.3909,
8,factual,creative,1.0616,
8,factual,philosophical,0.0261,
8,mathematical,creative,2.0434,
8,mathematical,philosophical,1.3785,
8,creative,philosophical,1.0882,
9,factual,mathematical,0.9374,
9,factual,creative,0.4687,
9,factual,philosophical,0.3117,
9,mathematical,creative,1.295,
9,mathematical,philosophical,0.7866,
9,creative,philosophical,0.8583,
10,factual,mathematical,1.4035,
10,factual,creative,0.5539,
10,factual,philosophical,0.0369,
10,mathematical,creative,2.0817,
10,mathematical,philosophical,1.4816,
10,creative,philosophical,0.6522,
11,factual,mathematical,0.9586,
11,factual,creative,1.0638,
11,factual,philosophical,0.7981,
11,mathematical,creative,1.5328,
11,mathematical,philosophical,1.3747,
11,creative,philosophical,0.2758,
12,factual,mathematical,0.7239,
12,factual,creative,1.1548,
12,factual,philosophical,0.7667,
12,mathematical,creative,1.3348,
12,mathematical,philosophical,1.1175,
12,creative,philosophical,0.2999,
13,factual,mathematical,0.9683,
13,factual,creative,0.333,
13,factual,philosophical,0.3916,
13,mathematical,creative,1.1251,
13,mathematical,philosophical,1.1508,
13,creative,philosophical,0.068,
14,factual,mathematical,1.1279,
14,factual,creative,0.2387,
14,factual,philosophical,0.1761,
14,mathematical,creative,0.9271,
14,mathematical,philosophical,1.1553,
14,creative,philosophical,0.362,
15,factual,mathematical,1.1728,
15,factual,creative,0.3816,
15,factual,philosophical,0.2834,
15,mathematical,creative,0.9311,
15,mathematical,philosophical,1.2665,
15,creative,philosophical,0.5832,
16,factual,mathematical,1.5743,
16,factual,creative,0.8844,
16,factual,philosophical,0.1074,
16,mathematical,creative,1.0859,
16,mathematical,philosophical,1.559,
16,creative,philosophical,0.8619,
17,factual,mathematical,1.2436,
17,factual,creative,0.8705,
17,factual,philosophical,0.224,
17,mathematical,creative,0.6925,
17,mathematical,philosophical,1.1168,
17,creative,philosophical,0.666,
18,factual,mathematical,1.1722,
18,factual,creative,0.5771,
18,factual,philosophical,0.0943,
18,mathematical,creative,0.831,
18,mathematical,philosophical,1.1162,
18,creative,philosophical,0.4831,
19,factual,mathematical,1.3005,
19,factual,creative,0.2113,
19,factual,philosophical,0.0315,
19,mathematical,creative,1.1677,
19,mathematical,philosophical,1.3287,
19,creative,philosophical,0.2464,
20,factual,mathematical,1.2378,
20,factual,creative,0.0626,
20,factual,philosophical,0.1291,
20,mathematical,creative,1.2819,
20,mathematical,philosophical,1.3729,
20,creative,philosophical,0.0618,
21,factual,mathematical,0.9713,
21,factual,creative,0.055,
21,factual,philosophical,0.014,
21,mathematical,creative,0.977,
21,mathematical,philosophical,1.0022,
21,creative,philosophical,0.0447,
22,factual,mathematical,0.8043,
22,factual,creative,0.1498,
22,factual,philosophical,0.0612,
22,mathematical,creative,0.8761,
22,mathematical,philosophical,0.7876,
22,creative,philosophical,0.2143,
23,factual,mathematical,0.6808,
23,factual,creative,0.084,
23,factual,philosophical,0.1836,
23,mathematical,creative,0.7035,
23,mathematical,philosophical,0.5902,
23,creative,philosophical,0.2495,
24,factual,mathematical,0.3985,
24,factual,creative,0.2289,
24,factual,philosophical,0.4554,
24,mathematical,creative,0.193,
24,mathematical,philosophical,0.1264,
24,creative,philosophical,0.1193,
25,factual,mathematical,0.2105,
25,factual,creative,0.7714,
25,factual,philosophical,0.905,
25,mathematical,creative,0.1721,
25,mathematical,philosophical,0.1473,
25,creative,philosophical,0.0711,
