layer,regime_a,regime_b,cohens_d,cohens_d_std
0,factual,mathematical,1.2256,
0,factual,creative,0.0657,
0,factual,philosophical,0.0803,
0,mathematical,creative,1.2369,
0,mathematical,philosophical,1.2393,
0,creative,philosophical,0.0151,
1,factual,mathematical,1.2757,
1,factual,creative,0.0224,
1,factual,philosophical,0.1079,
1,mathematical,creative,1.2784,
1,mathematical,philosophical,1.2917,
1,creative,philosophical,0.0835,
2,factual,mathematical,1.1242,
2,factual,creative,0.0904,
2,factual,philosophical,0.0169,
2,mathematical,creative,1.1034,
2,mathematical,philosophical,1.1277,
2,creative,philosophical,0.1066,
3,factual,mathematical,1.4404,
3,factual,creative,0.1544,
3,factual,philosophical,0.0155,
3,mathematical,creative,1.4576,
3,mathematical,philosophical,1.4439,
3,creative,philosophical,0.1648,
4,factual,mathematical,1.3217,
4,factual,creative,0.2774,
4,factual,philosophical,0.0302,
4,mathematical,creative,1.3635,
4,mathematical,philosophical,1.3204,
4,creative,philosophical,0.3361,
5,factual,mathematical,1.0568,
5,factual,creative,0.0503,
5,factual,philosophical,0.2087,
5,mathematical,creative,1.0313,
5,mathematical,philosophical,0.9793,
5,creative,philosophical,0.1459,
6,factual,mathematical,0.9817,
6,factual,creative,0.1433,
6,factual,philosophical,0.1826,
6,mathematical,creative,0.9293,
6,mathematical,philosophical,0.9383,
6,creative,philosophical,0.0099,
7,factual,mathematical,0.5735,
7,factual,creative,0.4758,
7,factual,philosophical,0.3179,
7,mathematical,creative,0.7826,
7,mathematical,philosophical,0.6973,
7,creative,philosophical,0.1363,
8,factual,mathematical,1.2758,
8,factual,creative,0.4604,
8,factual,philosophical,0.0445,
8,mathematical,creative,1.1495,
8,mathematical,philosophical,1.2627,
8,creative,philosophical,0.4156,
9,factual,mathematical,1.0781,
9,factual,creative,0.4527,
9,factual,philosophical,0.101,
9,mathematical,creative,0.911,
9,mathematical,philosophical,1.0417,
9,creative,philosophical,0.3632,
10,factual,mathematical,1.0375,
10,factual,creative,1.4003,
10,factual,philosophical,0.0588,
10,mathematical,creative,1.5144,
10,mathematical,philosophical,1.0573,
10,creative,philosophical,1.3755,
11,factual,mathematical,1.0877,
11,factual,creative,0.4066,
11,factual,philosophical,0.1759,
11,mathematical,creative,1.2294,
11,mathematical,philosophical,1.0375,
11,creative,philosophical,0.5958,
12,factual,mathematical,0.6481,
12,factual,creative,0.0846,
12,factual,philosophical,0.1074,
12,mathematical,creative,0.6871,
12,mathematical,philosophical,0.5744,
12,creative,philosophical,0.1846,
13,factual,mathematical,0.5348,
13,factual,creative,0.1919,
13,factual,philosophical,0.0413,
13,mathematical,creative,0.3839,
13,mathematical,philosophical,0.4736,
13,creative,philosophical,0.1368,
14,factual,mathematical,0.4752,
14,factual,creative,0.1483,
14,factual,philosophical,0.0614,
14,mathematical,creative,0.363,
14,mathematical,philosophical,0.4143,
14,creative,philosophical,0.0808,
15,factual,mathematical,0.4385,
15,factual,creative,0.037,
15,factual,philosophical,0.07,
15,mathematical,creative,0.4035,
15,mathematical,philosophical,0.3767,
15,creative,philosophical,0.0325,
16,factual,mathematical,0.6454,
16,factual,creative,0.0562,
16,factual,philosophical,0.0419,
16,mathematical,creative,0.6988,
16,mathematical,philosophical,0.6138,
16,creative,philosophical,0.0994,
17,factual,mathematical,1.1199,
17,factual,creative,0.0202,
17,factual,philosophical,0.0631,
17,mathematical,creative,1.0889,
17,mathematical,philosophical,1.0761,
17,creative,philosophical,0.0395,
18,factual,mathematical,0.8246,
18,factual,creative,0.0168,
18,factual,philosophical,0.0614,
18,mathematical,creative,0.794,
18,mathematical,philosophical,0.7758,
18,creative,philosophical,0.042,
19,factual,mathematical,0.8282,
19,factual,creative,0.0288,
19,factual,philosophical,0.0838,
19,mathematical,creative,0.8203,
19,mathematical,philosophical,0.7721,
19,creative,philosophical,0.1064,
20,factual,mathematical,0.5635,
20,factual,creative,0.055,
20,factual,philosophical,0.0768,
20,mathematical,creative,0.58,
20,mathematical,philosophical,0.5048,
20,creative,philosophical,0.1262,
21,factual,mathematical,0.5469,
21,factual,creative,0.0935,
21,factual,philosophical,0.0832,
21,mathematical,creative,0.5932,
21,mathematical,philosophical,0.4843,
21,creative,philosophical,0.1707,
22,factual,mathematical,0.5379,
22,factual,creative,0.1242,
22,factual,philosophical,0.0764,
22,mathematical,creative,0.6056,
22,mathematical,philosophical,0.4822,
22,creative,philosophical,0.1947,
23,factual,mathematical,0.4582,
23,factual,creative,0.1416,
23,factual,philosophical,0.0622,
23,mathematical,creative,0.5413,
23,mathematical,philosophical,0.4086,
23,creative,philosophical,0.1975,
24,factual,mathematical,0.4845,
24,factual,creative,0.1027,
24,factual,philosophical,0.0847,
24,mathematical,creative,0.5419,
24,mathematical,philosophical,0.4223,
24,creative,philosophical,0.1817,
25,factual,mathematical,0.5927,
25,factual,creative,0.0285,
25,factual,philosophical,0.0367,
25,mathematical,creative,0.5866,
25,mathematical,philosophical,0.558,
25,creative,philosophical,0.0622,
