regime,prompt,layer,t,F
factual,0,0,0,91.77208709716797
factual,0,0,1,91.4786491394043
factual,0,0,2,91.0929946899414
factual,0,0,3,90.98356056213379
factual,0,0,4,90.50594482421874
factual,0,0,5,90.31482315063477
factual,0,0,6,90.00116838727679
factual,0,0,7,89.77293014526367
factual,0,0,8,89.4725808037652
factual,0,0,9,89.24464950561523
factual,0,0,10,88.96139665083452
factual,0,0,11,88.7735767364502
factual,0,0,12,88.52952164870042
factual,0,0,13,88.3277086530413
factual,0,0,14,88.12433064778646
factual,0,0,15,87.99125289916992
factual,0,0,16,87.81561638327206
factual,0,0,17,87.65667215983073
factual,0,0,18,87.46624876323499
factual,0,0,19,87.3182315826416
factual,0,0,20,87.17758433024089
factual,0,0,21,87.04993334683505
factual,0,0,22,86.8831438810929
factual,0,0,23,86.7429469426473
factual,0,0,24,86.59219818115234
factual,0,0,25,86.45024138230544
factual,0,0,26,86.30625435158059
factual,0,0,27,86.19521795000348
factual,0,0,28,86.0758030332368
factual,0,0,29,85.96266555786133
factual,0,0,30,85.82888769334362
factual,0,0,31,85.5065401138798
factual,0,0,32,85.2012693343624
factual,0,0,33,84.92257345876386
factual,0,0,34,84.62515652564264
factual,0,0,35,84.40257952290196
factual,0,0,36,84.13078726491621
factual,0,0,37,83.90838229271674
factual,0,0,38,83.66933982603011
factual,0,0,39,83.45572736186367
factual,0,0,40,83.23903385285408
factual,0,0,41,83.06461408061367
factual,0,0,42,82.87449129166141
factual,0,0,43,82.7227281139743
factual,0,0,44,82.5444579585906
factual,0,0,45,82.38298748385522
factual,0,0,46,82.1907978673135
factual,0,0,47,82.0354520736202
factual,0,0,48,81.86824946249685
factual,0,0,49,81.73697736186367
factual,0,0,50,81.59373178789693
factual,0,0,51,81.45434742589151
factual,0,0,52,81.29989599412487
factual,0,0,53,81.17450960220829
factual,0,0,54,81.04807650658393
factual,0,0,55,80.95077465426537
factual,0,0,56,80.84486807546308
factual,0,0,57,80.75013339134955
factual,0,0,58,80.62517203054121
factual,0,0,59,80.51219964796498
factual,0,0,60,80.38737217072517
factual,0,0,61,80.29242214079827
factual,0,0,62,80.1843032836914
factual,0,0,63,80.08683530745968
factual,0,0,64,79.99967095159715
factual,0,0,65,79.91100901942099
factual,0,0,66,79.81423507198211
factual,0,0,67,79.74026243148312
factual,0,0,68,79.64625795425907
factual,0,0,69,79.56561476184476
factual,0,0,70,79.4851802702873
factual,0,0,71,79.41764979208669
factual,0,0,72,79.34839137907952
factual,0,0,73,79.27613559845955
factual,0,0,74,79.20233031242124
factual,0,0,75,79.14899543023878
factual,0,0,76,79.07244331605973
factual,0,0,77,79.00233607138357
factual,0,0,78,78.94927141743321
factual,0,0,79,78.90954368345199
factual,0,0,80,78.85239582677042
factual,0,0,81,78.78885576801915
factual,0,0,82,78.73141331826487
factual,0,0,83,78.69069302466607
factual,0,0,84,78.66688980594758
factual,0,0,85,78.63685681743007
factual,0,0,86,78.57993759647492
factual,0,0,87,78.53405835551601
factual,0,0,88,78.48790248747795
factual,0,0,89,78.4647216796875
factual,0,0,90,78.44379351215977
factual,0,0,91,78.42619791338521
factual,0,0,92,78.40612276138798
factual,0,0,93,78.4019521897839
factual,0,0,94,78.38498712355091
factual,0,0,95,78.35833026516822
factual,0,0,96,78.35432507914882
factual,0,0,97,78.34864191855154
factual,0,0,98,78.33370430238786
factual,0,0,99,78.32835191295993
factual,0,0,100,78.32354736328125
factual,0,0,101,78.32974907659715
factual,0,0,102,78.32116182388798
factual,0,0,103,78.30894051828692
factual,0,0,104,78.29622847034085
factual,0,0,105,78.27810545890561
factual,0,0,106,78.27106205109627
factual,0,0,107,78.29321732059601
factual,0,0,108,78.30528849940146
factual,0,0,109,78.29304750504032
factual,0,0,110,78.28579638081212
factual,0,0,111,78.27807297245148
factual,0,0,112,78.27804516207787
factual,0,0,113,78.28523943501133
factual,0,0,114,78.28781300206339
factual,0,0,115,78.28092784266317
factual,0,0,116,78.24894443635017
factual,0,0,117,78.23293821273312
factual,0,0,118,78.23541628929877
factual,0,0,119,78.2256366360572
factual,0,0,120,78.18381992463142
factual,0,0,121,78.14264728176978
factual,0,0,122,78.12544324321132
factual,0,0,123,78.11873183711883
factual,0,0,124,78.11006509104082
factual,0,0,125,78.11302701888546
factual,0,0,126,78.11997296733242
factual,0,1,0,98.63217163085938
factual,0,1,1,104.2877082824707
factual,0,1,2,105.61474863688152
factual,0,1,3,106.86989974975586
factual,0,1,4,106.91249084472656
factual,0,1,5,107.18103663126628
factual,0,1,6,107.01795414515904
factual,0,1,7,107.03059387207031
factual,0,1,8,106.9194090101454
factual,0,1,9,106.95262908935547
factual,0,1,10,106.82830186323686
factual,0,1,11,106.85232925415039
factual,0,1,12,106.76439784123347
factual,0,1,13,106.75745882306781
factual,0,1,14,106.70847524007162
factual,0,1,15,106.73155736923218
factual,0,1,16,106.65391540527344
factual,0,1,17,106.62557050916884
factual,0,1,18,106.53151743035568
factual,0,1,19,106.4873550415039
factual,0,1,20,106.4606192452567
factual,0,1,21,106.47233512184836
factual,0,1,22,106.42669777248217
factual,0,1,23,106.42511781056722
factual,0,1,24,106.38601226806641
factual,0,1,25,106.34831003042368
factual,0,1,26,106.29720221625433
factual,0,1,27,106.27939142499652
factual,0,1,28,106.2397074206122
factual,0,1,29,106.2028912862142
factual,0,1,30,106.130128922001
factual,0,1,31,106.30645358177924
factual,0,1,32,106.11018420803931
factual,0,1,33,105.99111938476562
factual,0,1,34,105.79392291653541
factual,0,1,35,105.71175089190083
factual,0,1,36,105.54931935956401
factual,0,1,37,105.49093455653036
factual,0,1,38,105.38364878008443
factual,0,1,39,105.28746623377646
factual,0,1,40,105.16104052143712
