layer,regime_a,regime_b,cohens_d,cohens_d_std
0,factual,mathematical,0.2251,
0,factual,creative,0.5906,
0,factual,philosophical,0.0675,
0,mathematical,creative,0.639,
0,mathematical,philosophical,0.1762,
0,creative,philosophical,0.6459,
1,factual,mathematical,0.3601,
1,factual,creative,0.9155,
1,factual,philosophical,0.0494,
1,mathematical,creative,0.8799,
1,mathematical,philosophical,0.3282,
1,creative,philosophical,0.9345,
2,factual,mathematical,1.4083,
2,factual,creative,1.1246,
2,factual,philosophical,0.1049,
2,mathematical,creative,2.1408,
2,mathematical,philosophical,1.3309,
2,creative,philosophical,1.2108,
3,factual,mathematical,2.0815,
3,factual,creative,0.9055,
3,factual,philosophical,0.1116,
3,mathematical,creative,2.7924,
3,mathematical,philosophical,2.0653,
3,creative,philosophical,1.0562,
4,factual,mathematical,2.4331,
4,factual,creative,0.191,
4,factual,philosophical,0.9265,
4,mathematical,creative,2.9342,
4,mathematical,philosophical,2.0919,
4,creative,philosophical,1.3415,
5,factual,mathematical,1.8927,
5,factual,creative,0.613,
5,factual,philosophical,0.1483,
5,mathematical,creative,2.3617,
5,mathematical,philosophical,1.8514,
5,creative,philosophical,0.418,
6,factual,mathematical,1.3908,
6,factual,creative,0.9878,
6,factual,philosophical,0.01,
6,mathematical,creative,2.3029,
6,mathematical,philosophical,1.4105,
6,creative,philosophical,0.9851,
7,factual,mathematical,2.5081,
7,factual,creative,0.6413,
7,factual,philosophical,0.2062,
7,mathematical,creative,3.0291,
7,mathematical,philosophical,2.3673,
7,creative,philosophical,0.3666,
8,factual,mathematical,1.7067,
8,factual,creative,0.5714,
8,factual,philosophical,0.2922,
8,mathematical,creative,2.1908,
8,mathematical,philosophical,1.5447,
8,creative,philosophical,0.8809,
9,factual,mathematical,0.8563,
9,factual,creative,0.2146,
9,factual,philosophical,0.57,
9,mathematical,creative,1.0605,
9,mathematical,philosophical,0.4239,
9,creative,philosophical,0.8171,
10,factual,mathematical,1.5446,
10,factual,creative,0.3399,
10,factual,philosophical,0.21,
10,mathematical,creative,1.9826,
10,mathematical,philosophical,1.3649,
10,creative,philosophical,0.5669,
11,factual,mathematical,1.4666,
11,factual,creative,0.7407,
11,factual,philosophical,0.3086,
11,mathematical,creative,1.923,
11,mathematical,philosophical,1.6026,
11,creative,philosophical,0.4086,
12,factual,mathematical,1.2119,
12,factual,creative,0.8259,
12,factual,philosophical,0.3862,
12,mathematical,creative,1.7011,
12,mathematical,philosophical,1.3633,
12,creative,philosophical,0.3728,
13,factual,mathematical,1.2957,
13,factual,creative,0.0332,
13,factual,philosophical,0.0264,
13,mathematical,creative,1.269,
13,mathematical,philosophical,1.1797,
13,creative,philosophical,0.0554,
14,factual,mathematical,1.3044,
14,factual,creative,0.4389,
14,factual,philosophical,0.0749,
14,mathematical,creative,0.823,
14,mathematical,philosophical,1.0384,
14,creative,philosophical,0.3014,
15,factual,mathematical,1.4948,
15,factual,creative,0.5123,
15,factual,philosophical,0.1838,
15,mathematical,creative,0.9783,
15,mathematical,philosophical,1.4412,
15,creative,philosophical,0.6012,
16,factual,mathematical,1.9876,
16,factual,creative,0.8757,
16,factual,philosophical,0.2497,
16,mathematical,creative,1.114,
16,mathematical,philosophical,1.9275,
16,creative,philosophical,0.978,
17,factual,mathematical,0.9349,
17,factual,creative,0.8183,
17,factual,philosophical,0.0231,
17,mathematical,creative,0.1212,
17,mathematical,philosophical,0.9865,
17,creative,philosophical,0.8668,
18,factual,mathematical,1.0143,
18,factual,creative,0.6553,
18,factual,philosophical,0.027,
18,mathematical,creative,0.4265,
18,mathematical,philosophical,1.069,
18,creative,philosophical,0.7053,
19,factual,mathematical,1.2802,
19,factual,creative,0.287,
19,factual,philosophical,0.1191,
19,mathematical,creative,1.0695,
19,mathematical,philosophical,1.4604,
19,creative,philosophical,0.4298,
20,factual,mathematical,1.0038,
20,factual,creative,0.0322,
20,factual,philosophical,0.1537,
20,mathematical,creative,1.0145,
20,mathematical,philosophical,1.2262,
20,creative,philosophical,0.1971,
21,factual,mathematical,0.6944,
21,factual,creative,0.0934,
21,factual,philosophical,0.0102,
21,mathematical,creative,0.606,
21,mathematical,philosophical,0.735,
21,creative,philosophical,0.1093,
22,factual,mathematical,0.5492,
22,factual,creative,0.0084,
22,factual,philosophical,0.1069,
22,mathematical,creative,0.5342,
22,mathematical,philosophical,0.4922,
22,creative,philosophical,0.0951,
23,factual,mathematical,0.4382,
23,factual,creative,0.1013,
23,factual,philosophical,0.2621,
23,mathematical,creative,0.3431,
23,mathematical,philosophical,0.2653,
23,creative,philosophical,0.1369,
24,factual,mathematical,0.0018,
24,factual,creative,0.5256,
24,factual,philosophical,0.6371,
24,mathematical,creative,0.415,
24,mathematical,philosophical,0.4612,
24,creative,philosophical,0.0082,
25,factual,mathematical,0.2022,
25,factual,creative,1.0194,
25,factual,philosophical,1.0535,
25,mathematical,creative,0.879,
25,mathematical,philosophical,0.8478,
25,creative,philosophical,0.1603,
