regime,prompt,layer,t,F
factual,0,0,0,89.41687774658203
factual,0,0,1,91.5034294128418
factual,0,0,2,85.44364674886067
factual,0,0,3,81.46331977844238
factual,0,0,4,69.8969539642334
factual,0,0,5,70.31693108876546
factual,0,0,6,70.63409614562988
factual,0,0,7,70.39782881736755
factual,0,0,8,76.80171351962619
factual,0,0,9,78.43381404876709
factual,0,0,10,75.97565720298074
factual,0,0,11,74.48204120000203
factual,0,0,12,71.99856024522047
factual,0,0,13,68.48649610791888
factual,0,0,14,65.67294082641601
factual,0,0,15,65.39725351333618
factual,0,0,16,66.46138359518612
factual,0,0,17,66.39132944742839
factual,0,0,18,65.97653740330746
factual,0,0,19,65.84870796203613
factual,0,0,20,65.17239725022088
factual,0,0,21,65.83515045859598
factual,0,0,22,66.14243698120117
factual,0,0,23,66.37212673823039
factual,0,0,24,64.69647315979005
factual,0,0,25,63.22016980097844
factual,0,0,26,63.71374695389359
factual,0,0,27,64.25673007965088
factual,0,0,28,64.86830468013369
factual,0,0,29,64.98369941711425
factual,0,0,30,64.32771719655683
factual,0,0,31,63.87958748109879
factual,0,0,32,63.6040036601405
factual,0,0,33,63.43964287542528
factual,0,0,34,62.50001476657006
factual,0,0,35,62.92658227489841
factual,0,0,36,62.46133995056152
factual,0,0,37,61.751974474999216
factual,0,0,38,61.20994549412881
factual,0,0,39,59.33031445164834
factual,0,0,40,58.53057670593262
factual,0,0,41,59.444497446860034
factual,0,0,42,59.86513783854823
factual,0,0,43,60.747135839154645
factual,0,0,44,62.71970139780352
factual,0,0,45,64.8518171002788
factual,0,0,46,64.83356512746504
factual,0,0,47,63.22812541838615
factual,0,0,48,63.18542197442824
factual,0,0,49,62.92941161124937
factual,0,0,50,63.51044156474452
factual,0,0,51,64.39897008096018
factual,0,0,52,63.34529569072108
factual,0,0,53,63.87250604937154
factual,0,0,54,64.22484994703724
factual,0,0,55,64.79125330525059
factual,0,0,56,64.97772721321353
factual,0,0,57,64.09555927399666
factual,0,0,58,64.68425541539347
factual,0,0,59,64.3625349229382
factual,0,0,60,63.51810283045615
factual,0,0,61,63.57209494806105
factual,0,0,62,64.11222950104744
factual,0,0,63,63.752807986351755
factual,0,0,64,62.797032879244895
factual,0,0,65,62.35492380203739
factual,0,0,66,63.368415647937404
factual,0,0,67,63.584037473124845
factual,0,0,68,64.70349521021689
factual,0,0,69,64.69937779826503
factual,0,0,70,64.7780585135183
factual,0,0,71,67.77584623521373
factual,0,0,72,68.32330353029313
factual,0,0,73,67.40922404873756
