regime,prompt,layer,t,F
factual,0,0,0,92.9113998413086
factual,0,0,1,92.58117294311523
factual,0,0,2,92.11268361409505
factual,0,0,3,92.02627182006836
factual,0,0,4,91.72880401611329
factual,0,0,5,91.55839538574219
factual,0,0,6,91.22449711390904
factual,0,0,7,91.06063461303711
factual,0,0,8,90.74988810221355
factual,0,0,9,90.52737197875976
factual,0,0,10,90.27986006303267
factual,0,0,11,90.0983943939209
factual,0,0,12,89.87392132098859
factual,0,0,13,89.69839423043388
factual,0,0,14,89.48421783447266
factual,0,0,15,89.31347227096558
factual,0,0,16,89.10235236672794
factual,0,0,17,88.91753302680121
factual,0,0,18,88.7132463957134
factual,0,0,19,88.55842323303223
factual,0,0,20,88.37414514450799
factual,0,0,21,88.2039583379572
factual,0,0,22,88.03183779509172
factual,0,0,23,87.90211613972981
factual,0,0,24,87.73414093017578
factual,0,0,25,87.58811833308293
factual,0,0,26,87.43565990306713
factual,0,0,27,87.28220585414341
factual,0,0,28,87.11764105435076
factual,0,0,29,86.98279698689778
factual,0,0,30,86.82043137088898
factual,0,0,31,86.4610585858745
factual,0,0,32,86.11608763663999
factual,0,0,33,85.81203165361958
factual,0,0,34,85.4833004859186
factual,0,0,35,85.19129574683404
factual,0,0,36,84.86871288668725
factual,0,0,37,84.6100365423387
factual,0,0,38,84.33034170827558
factual,0,0,39,84.09484149563697
factual,0,0,40,83.84033375401651
factual,0,0,41,83.6052477436681
factual,0,0,42,83.33795879733178
factual,0,0,43,83.09686082409274
factual,0,0,44,82.83223872030935
factual,0,0,45,82.60184134206465
factual,0,0,46,82.35665795110887
factual,0,0,47,82.15611340922695
factual,0,0,48,81.94872579266948
factual,0,0,49,81.77157297442037
factual,0,0,50,81.57185536046183
factual,0,0,51,81.39204529793032
factual,0,0,52,81.21243138467112
factual,0,0,53,81.05722981114542
factual,0,0,54,80.85263972128591
factual,0,0,55,80.68600119313886
factual,0,0,56,80.50981287802419
factual,0,0,57,80.34950256347656
factual,0,0,58,80.19322204589844
factual,0,0,59,80.06493549962198
factual,0,0,60,79.92120558215726
factual,0,0,61,79.8047133414976
factual,0,0,62,79.68508960354713
factual,0,0,63,79.57222870857485
factual,0,0,64,79.43961457283267
factual,0,0,65,79.3188245219569
factual,0,0,66,79.19565729941091
factual,0,0,67,79.08843575754473
factual,0,0,68,78.96027571155179
factual,0,0,69,78.83319756292528
factual,0,0,70,78.71285001693234
factual,0,0,71,78.59912872314453
factual,0,0,72,78.49019598191784
factual,0,0,73,78.41576090166646
factual,0,0,74,78.32731013144216
factual,0,0,75,78.25423874393586
factual,0,0,76,78.18936944776966
factual,0,0,77,78.13052294331212
factual,0,0,78,78.05833902666646
factual,0,0,79,77.99077827699723
factual,0,0,80,77.91430787117251
factual,0,0,81,77.84073663526966
factual,0,0,82,77.78020871070123
factual,0,0,83,77.72339039464151
factual,0,0,84,77.65410737068423
factual,0,0,85,77.6205336047757
factual,0,0,86,77.58937688027659
factual,0,0,87,77.54854042299333
factual,0,0,88,77.50687039283014
factual,0,0,89,77.47196517452117
factual,0,0,90,77.42800927931263
factual,0,0,91,77.38106069257182
factual,0,0,92,77.32344670449534
factual,0,0,93,77.27520013624623
factual,0,0,94,77.22728040141445
factual,0,0,95,77.1915283203125
factual,0,0,96,77.17452879874936
factual,0,0,97,77.16963269633632
factual,0,0,98,77.16658364572832
factual,0,0,99,77.17045691705519
factual,0,0,100,77.16365494266633
factual,0,0,101,77.15770450715095
factual,0,0,102,77.15854718608242
factual,0,0,103,77.17119549166772
factual,0,0,104,77.15879649500692
factual,0,0,105,77.15501133088142
factual,0,0,106,77.16227328392768
factual,0,0,107,77.15487892396989
factual,0,0,108,77.14178097632623
factual,0,0,109,77.12652095671623
factual,0,0,110,77.1135994695848
factual,0,0,111,77.11384607130482
factual,0,0,112,77.11319043559413
factual,0,0,113,77.10794977987966
factual,0,0,114,77.11033236595893
factual,0,0,115,77.11675607004473
factual,0,0,116,77.10464822092364
factual,0,0,117,77.08324087819746
factual,0,0,118,77.07781440980973
factual,0,0,119,77.07228039157006
factual,0,0,120,77.0469229913527
factual,0,0,121,77.02522597774383
factual,0,0,122,77.01689984721523
factual,0,0,123,77.02839709866431
factual,0,0,124,77.02686728200605
factual,0,0,125,77.02495894893524
factual,0,0,126,77.03775836575416
factual,0,1,0,103.61962890625
factual,0,1,1,109.12328338623047
factual,0,1,2,110.34701029459636
factual,0,1,3,111.67573738098145
factual,0,1,4,111.7741943359375
factual,0,1,5,111.98880386352539
factual,0,1,6,111.68447657993862
factual,0,1,7,111.72292709350586
factual,0,1,8,111.4343032836914
factual,0,1,9,111.32587432861328
factual,0,1,10,111.14189356023616
factual,0,1,11,111.1306749979655
factual,0,1,12,111.0179185133714
factual,0,1,13,110.98583548409599
factual,0,1,14,110.83547871907552
factual,0,1,15,110.74557876586914
factual,0,1,16,110.58694009219899
factual,0,1,17,110.4600190056695
factual,0,1,18,110.29569284539474
factual,0,1,19,110.22244606018066
factual,0,1,20,110.10520608084542
factual,0,1,21,110.00724792480469
factual,0,1,22,109.88527613100798
factual,0,1,23,109.83716996510823
factual,0,1,24,109.73239196777344
factual,0,1,25,109.63742505587064
factual,0,1,26,109.51864369710286
factual,0,1,27,109.4129216330392
factual,0,1,28,109.29617625269397
factual,0,1,29,109.21202697753907
factual,0,1,30,109.07845084897933
factual,0,1,31,109.12681727255544
factual,0,1,32,108.81211729972593
factual,0,1,33,108.58736567343435
factual,0,1,34,108.26807945005355
factual,0,1,35,108.05811802033455
factual,0,1,36,107.78228858209425
factual,0,1,37,107.62790778375441
factual,0,1,38,107.3959449029738
factual,0,1,39,107.26157772925592
factual,0,1,40,107.08956490793535
factual,0,1,41,106.94592580487651
factual,0,1,42,106.72064651981476
factual,0,1,43,106.52317883891445
factual,0,1,44,106.27385465560421
factual,0,1,45,106.10038806546119
factual,0,1,46,105.88552413448211
factual,0,1,47,105.74289161928239
factual,0,1,48,105.59219188074911
factual,0,1,49,105.4679658951298
factual,0,1,50,105.30223255772745
factual,0,1,51,105.1713141164472
factual,0,1,52,105.02107312602382
factual,0,1,53,104.90159631544545
factual,0,1,54,104.70411239131805
factual,0,1,55,104.55655301001764
factual,0,1,56,104.40811674056515
factual,0,1,57,104.29180194485572
factual,0,1,58,104.16132403958228
factual,0,1,59,104.07112933743385
factual,0,1,60,103.95992131387034
factual,0,1,61,103.90009209417528
factual,0,1,62,103.83004933018839
factual,0,1,63,103.74495721632435
factual,0,1,64,103.60701776319935
factual,0,1,65,103.4913561421056
factual,0,1,66,103.36761794551727
factual,0,1,67,103.28056064728767
factual,0,1,68,103.17633278139176
factual,0,1,69,103.0827149421938
factual,0,1,70,102.98193802372101
factual,0,1,71,102.87673039590159
factual,0,1,72,102.7790062196793
factual,0,1,73,102.73333051127773
factual,0,1,74,102.67981424639302
factual,0,1,75,102.64809196226058
factual,0,1,76,102.6145504366967
factual,0,1,77,102.60152435302734
factual,0,1,78,102.55274298883253
factual,0,1,79,102.47987488777407
factual,0,1,80,102.40626944265058
factual,0,1,81,102.32548055341167
factual,0,1,82,102.25911589591733
factual,0,1,83,102.2084449029738
factual,0,1,84,102.15053459905809
factual,0,1,85,102.14334672497165
factual,0,1,86,102.13394952589466
factual,0,1,87,102.12142968946888
factual,0,1,88,102.09879130701864
factual,0,1,89,102.0865242250504
factual,0,1,90,102.04604241155809
factual,0,1,91,101.98035873905305
factual,0,1,92,101.89362187539378
factual,0,1,93,101.83800137427545
factual,0,1,94,101.80839095577117
factual,0,1,95,101.79977170882687
factual,0,1,96,101.80265365108367
factual,0,1,97,101.81758265341482
factual,0,1,98,101.82281001921623
factual,0,1,99,101.82578499086442
factual,0,1,100,101.81532041488155
factual,0,1,101,101.81033546693864
factual,0,1,102,101.81422596593058
factual,0,1,103,101.81800399288055
factual,0,1,104,101.78680838308027
factual,0,1,105,101.77716802781627
factual,0,1,106,101.77922821044922
factual,0,1,107,101.76462013490739
factual,0,1,108,101.73956421882876
factual,0,1,109,101.71420337307838
factual,0,1,110,101.71615526753087
