step,token_id,fisher_value,running_mean,running_std,temperature,action,fisher_early,fisher_mid,fisher_late
37,9628,5516.2504725302415,5582.825908740209,1431.1977610331458,0.9,hold,417.4809562929215,5516.2504725302415,180465.4826108871
38,12425,5502.659431703629,5581.073923576789,1412.2808707849813,0.9,hold,423.1361768168788,5502.659431703629,181303.07484879033
39,529,5602.258796938004,5579.063295580041,1394.1122253101921,0.9,hold,420.4713917393838,5602.258796938004,184116.9695060484
40,808,5645.311405304939,5579.643183113991,1376.5802878340328,0.9,hold,422.9186726231729,5645.311405304939,183676.79410282258
41,236747,5899.243597215222,5581.244847069868,1359.726825964292,0.9,hold,408.78023258332286,5899.243597215222,181090.30166330645
42,236829,5650.495912613407,5588.816245882852,1344.3165567613485,0.9,hold,405.28836601011216,5650.495912613407,183768.09248991936
43,532,5767.450459141885,5590.250656737051,1328.6255365864208,0.9,hold,399.2418931530368,5767.450459141885,182155.01688508064
44,614,5016.16654328377,5594.277924973525,1313.706209780012,0.9,hold,392.68704518964216,5016.16654328377,181461.32333669355
45,14611,4816.0359359249,5581.431005380419,1301.8195989226367,0.9,hold,379.64197072675154,4816.0359359249,179008.0922379032
46,12425,4784.687618132561,5564.791982131386,1292.4205151934043,0.9,hold,378.8297355405746,4784.687618132561,176320.55115927418
47,529,4569.432593560988,5548.194016939922,1283.5435568199323,0.9,hold,372.9481703235257,4569.432593560988,174458.8757560484
48,808,4518.077431955645,5527.80315395286,1277.7728594753744,0.9,hold,373.1903878488848,4518.077431955645,172447.42288306452
49,236747,4476.6612903225805,5507.196506565162,1272.7000546928332,0.9,hold,372.50640721474923,4476.6612903225805,169898.78024193548
50,900,4483.8116100680445,5486.585802240311,1268.1424904705354,0.9,hold,371.7318533620527,4483.8116100680445,172950.80040322582
51,2575,4455.263309601814,5466.923563178109,1263.3220142913892,0.9,hold,372.969238773469,4455.263309601814,181306.83971774194
52,30237,4384.779690650202,5447.468558301642,1258.8065373062377,0.9,hold,375.25310836299775,4384.779690650202,184872.50453629033
53,1298,4351.301419165827,5427.417824949727,1255.2296839608057,0.9,hold,378.84566276304184,4351.301419165827,181363.00201612903
54,808,4478.719576927923,5407.489743361137,1251.9870446361997,0.9,hold,373.7214129048009,4478.719576927923,182969.55090725806
55,6570,4953.531179120464,5390.603013062351,1246.744082271588,0.9,hold,373.2486321233934,4953.531179120464,182743.48840725806
56,236829,5026.994085496472,5382.798158884818,1236.9173583194317,0.9,hold,373.51517560405114,5026.994085496472,181564.86441532258
57,563,5013.8425765499,5376.555982158706,1226.9087558133594,0.9,hold,338.8262358634703,5013.8425765499,182480.29385080645
58,496,4983.723739131804,5370.302302751658,1217.2020143832485,0.9,hold,326.9243420016381,4983.723739131804,181018.0929939516
59,1401,5014.640794323337,5363.750123707254,1207.8738372451717,0.9,hold,325.321893261325,5014.640794323337,175736.65902217742
60,1944,4985.558408675655,5357.9316348841885,1198.5994551317383,0.9,hold,329.64644770468436,4985.558408675655,172446.33896169355
61,19104,4947.605476625504,5351.827155766016,1189.6743452020844,0.9,hold,328.48003535116874,4947.605476625504,169601.5688004032
62,529,5157.097782258064,5345.3074512637495,1181.1393328637935,0.9,hold,317.5767347274288,5157.097782258064,171835.3765120968
63,506,4957.1473034274195,5342.319996200167,1171.9638130088554,0.9,hold,313.6816905852287,4957.1473034274195,169212.07585685485
64,12425,4868.880658549647,5336.301672875594,1163.7526059759484,0.9,hold,295.04753826510523,4868.880658549647,164944.51058467742
65,236761,5021.4430640435985,5329.110580347503,1156.1980754145177,0.9,hold,294.68504456550846,5021.4430640435985,163432.05493951612
66,108,5092.315276115171,5324.4489513125945,1148.0209215195086,0.9,hold,298.74452430971206,5092.315276115171,160688.69758064515
67,818,5282.844486359627,5320.98426959323,1139.7690009883763,0.9,hold,286.196171668268,5282.844486359627,155865.31023185485
68,2433,5101.415350144909,5320.42339042803,1131.3666216611366,0.9,hold,285.3648765317855,5101.415350144909,159314.69178427418
69,529,5190.817512758316,5317.249360858709,1123.4433275253957,0.9,hold,300.73402601672757,5190.817512758316,160707.08089717742
70,496,5171.762951266381,5315.443191600132,1115.4907661527284,0.9,hold,296.2446781281502,5171.762951266381,159646.49621975806
71,3161,5189.485355500252,5313.419526243319,1107.7367403905641,0.9,hold,294.6572063815209,5189.485355500252,163234.76184475806
72,7610,5085.05714859501,5311.698218316331,1100.112841791742,0.9,hold,296.21839068012855,5085.05714859501,159729.08568548388
73,563,5194.63527359501,5308.593546128368,1092.8694014199339,0.9,hold,305.5554908014113,5194.63527359501,161153.2101814516
74,8296,5170.544469033518,5307.053569472511,1085.5397746873273,0.9,hold,326.5173147878339,5170.544469033518,162613.40574596773
75,506,5218.29658360635,5305.233448133325,1078.3922282798267,0.9,hold,329.5144372755481,5218.29658360635,159659.2202620968
76,2433,5261.535022366432,5304.089542021128,1071.3198538416884,0.9,hold,335.8231550647366,5261.535022366432,162700.77646169355
77,529,5304.6599278603835,5303.536885921716,1064.3514017358086,0.9,hold,338.9482889483052,5304.6599278603835,165703.94254032258
78,496,5301.939972908266,5303.551283895289,1057.506634737578,0.9,hold,333.9104732390373,5301.939972908266,168794.24546370967
79,10059,5231.229905651462,5303.530887553681,1050.7922544536355,0.9,hold,331.68469730500254,5231.229905651462,170040.91960685485
80,607,5547.796626921623,5302.627125279903,1044.2350471077818,0.9,hold,339.77323224467614,5547.796626921623,173196.8576108871
81,12425,5677.314913841986,5305.653909250789,1038.1221930151887,0.9,hold,353.18221209126136,5677.314913841986,172545.46446572582
82,808,5648.035735099546,5310.1863605262915,1032.5788227459213,0.9,hold,359.29378238801036,5648.035735099546,165165.96043346773
83,236747,5793.538286762853,5314.25683491874,1027.0012907965643,0.9,hold,360.6214850641066,5793.538286762853,157526.80115927418
84,900,6025.068575951361,5319.962566488313,1022.1924564648256,0.9,hold,355.4611540763609,6025.068575951361,158667.92918346773
85,2575,5910.264565744707,5328.257931305526,1019.0019828504319,0.9,hold,355.6715796685988,5910.264565744707,157819.0486391129
86,236829,5408.988041047127,5335.025450310633,1014.9797882688016,0.9,hold,356.30880983414187,5408.988041047127,160231.3374495968
87,12174,5254.2745361328125,5335.875595031742,1009.1605083880485,0.9,hold,352.06079003118697,5254.2745361328125,159578.4679939516
88,506,5449.157380134829,5334.948310271526,1003.4475352188514,0.9,hold,351.85900140577746,5449.157380134829,161321.04410282258
89,2433,6001.37753985005,5336.2315582475185,997.8668781288492,0.9,hold,355.31441276304184,6001.37753985005,159517.48084677418
90,529,6017.934755386845,5343.622069154213,994.7540884490752,0.9,hold,365.0725651402627,6017.934755386845,158394.5060483871
91,496,6084.581279139365,5351.032098673253,991.7678388696511,0.9,hold,357.799922081732,6084.581279139365,157348.53024193548
92,10059,6058.664412959929,5359.005459330494,989.2913534976213,0.9,hold,350.93047874204575,6058.664412959929,154535.59274193548
93,607,5966.906474451865,5366.528673885649,986.6006486958591,0.9,hold,350.94701237832345,5966.906474451865,152623.6633064516
94,12425,5656.963115076865,5372.9156717640135,983.2698219128582,0.9,hold,355.43601915913246,5656.963115076865,152794.6275201613
95,808,5664.357000535534,5375.9056448515175,978.5105258191858,0.9,hold,355.9657954554404,5664.357000535534,155459.56023185485
96,236747,5534.343171150454,5378.910346473225,973.8412352559792,0.9,hold,350.8144056258663,5534.343171150454,154749.51159274194
97,63508,5484.013833322832,5380.51274672763,968.935639027068,0.9,hold,333.516479246078,5484.013833322832,156331.27016129033
98,108,5707.804486674647,5381.568880264316,964.0355315870947,0.9,hold,336.7349024126607,5707.804486674647,161724.3767641129
99,13262,5613.3771460748485,5384.864189419975,959.7089006654718,0.9,hold,337.54299040763607,5613.3771460748485,160863.9906754032
100,529,5578.570804719002,5387.149318986525,955.1689495439642,0.9,hold,324.4909402170489,5578.570804719002,158592.36769153227
101,7610,5497.058881205897,5389.044581221499,950.6175773163792,0.9,hold,324.431164649225,5497.058881205897,160051.0703125
102,67081,5629.610064106603,5390.103544946836,946.0060746518382,0.9,hold,327.74771708826864,5629.610064106603,161941.52545362903
103,4609,5644.426832629788,5392.4288509580965,941.6954899219678,0.9,hold,334.4695611769153,5644.426832629788,167044.9516129032
104,236769,5605.065504504788,5394.85190847417,937.4797594652417,0.9,hold,327.95243294008316,5605.065504504788,165346.7570564516
105,236747,5680.913507276966,5396.853942722081,933.2282527894954,0.9,hold,317.9591704337828,5680.913507276966,166313.32762096773
106,900,5755.294476909022,5399.5337499348625,929.22162928367,0.9,hold,311.0775934034778,5755.294476909022,170049.69254032258
107,2575,5705.717068579889,5402.8586165420975,925.5025585464665,0.9,hold,307.6667716733871,5705.717068579889,171379.91532258064
108,124801,5686.229724514869,5405.662861468373,921.6644436453067,0.9,hold,300.49972238848284,5686.229724514869,177085.24243951612
109,753,5700.514676001764,5408.236869386231,917.8167804246278,0.9,hold,303.00853163196194,5700.514676001764,178319.07762096773
110,4609,5809.9399571572585,5410.893940355462,914.0564073410716,0.9,hold,305.2966658069241,5809.9399571572585,179564.57358870967
111,236747,5608.193296370968,5414.488949515839,910.7105724295964,0.9,hold,303.1583414385396,5608.193296370968,178870.96925403227
112,238131,5515.743345199093,5416.21845261276,906.818871942906,0.9,hold,291.1527222664125,5515.743345199093,178539.6431451613
113,578,5639.40580109627,5417.099203874585,902.8455987564057,0.9,hold,284.4114246983682,5639.40580109627,178968.69959677418
114,4609,5497.503142326109,5419.049261744951,899.116020601937,0.9,hold,280.61708265735257,5497.503142326109,181447.63256048388
115,236769,5273.291622038811,5419.731469402179,895.2279185086761,0.9,hold,284.0000452841482,5273.291622038811,180830.21219758064
116,236747,5227.72416047127,5418.469056924909,891.4636248807101,0.9,hold,290.3101334110383,5227.72416047127,178442.84778225806
117,238131,5202.3020885836695,5416.83875866462,887.819428033047,0.9,hold,287.8540910290134,5202.3020885836695,180987.8462701613
118,900,5209.597049836189,5415.020651291054,884.2681851078767,0.9,hold,292.01048721805694,5209.597049836189,181566.96370967742
119,236743,5042.886065083166,5413.294402539332,880.7445789121696,0.9,hold,294.8424653084047,5042.886065083166,180940.39364919355
120,236778,4782.217655304939,5410.207666393865,877.7132673618484,0.9,hold,296.5461893389302,4782.217655304939,186394.81451612903
121,2105,5293.266058152722,5405.017666302221,875.9258702463551,0.9,hold,289.7136752220892,5293.266058152722,195087.00554435485
122,900,5266.479484311996,5404.101669514111,872.3868135893831,0.9,hold,302.83558900894656,5266.479484311996,203524.99193548388
123,568,5346.01617234753,5402.982789959622,868.9211780994858,0.9,hold,312.4786637829196,5346.01617234753,206056.97631048388
124,6570,5256.3170166015625,5402.5233817530725,865.4253695662653,0.9,hold,306.74654954479587,5256.3170166015625,204278.9740423387
125,236768,5219.533411825857,5401.353730831861,862.0551165981649,0.9,hold,301.9111810499622,5219.533411825857,209772.12903225806
126,82418,5271.153131300403,5399.910712427051,858.779007111491,0.9,hold,302.8553279753654,5271.153131300403,211168.5398185484
127,753,5567.323840725807,5398.896873205581,855.4670053058359,0.9,hold,300.19261415543093,5567.323840725807,214409.79359879033
128,4609,5596.97236485635,5400.212708889333,852.2478011365357,0.9,hold,303.06287802419354,5596.97236485635,213338.90045362903
129,236747,5486.121652910786,5401.73797754024,849.113457016107,0.9,hold,304.9960730768019,5486.121652910786,209633.47883064515
130,238131,5494.14498015373,5402.387082735397,845.8734599993685,0.9,hold,306.8319751370338,5494.14498015373,209007.9375
131,578,5705.960803616432,5403.087524700423,842.6765952313177,0.9,hold,302.42393050655244,5705.960803616432,210199.84828629033
132,236743,5830.660542149698,5405.382019237665,839.8892462417809,0.9,hold,304.9118347167969,5830.660542149698,207571.47883064515
133,236778,6061.23564295615,5408.579602116703,837.531922069124,0.9,hold,304.22362001480593,6061.23564295615,201158.32547883064
134,237161,5915.887592930948,5413.450169585654,836.2894411057036,0.9,hold,294.9086495676348,5915.887592930948,200942.6732610887
135,2105,5837.947919291834,5417.171928277101,834.2994281759964,0.9,hold,302.12161796323716,5837.947919291834,197857.40360383064
136,900,5822.32451014365,5420.265869387505,832.0034640008721,0.9,hold,296.03348418205013,5822.32451014365,202283.5522933468
137,4609,5755.829133064516,5423.200603991563,829.6675929837312,0.9,hold,301.39619938019786,5755.829133064516,203436.81186995967
138,236769,5920.713056010584,5425.610955651513,827.1373679822176,0.9,hold,301.918458507907,5920.713056010584,201251.39150705645
139,6570,5855.979322864163,5429.172841265607,825.2181822393255,0.9,hold,301.26827067713583,5855.979322864163,193656.01146673388
140,124801,5835.773039787046,5432.221458991311,823.0508763844695,0.9,hold,301.02701642436364,5835.773039787046,199867.80078125
141,108,5768.592643491684,5435.083526940217,820.8259255283339,0.9,hold,301.6451248661164,5768.592643491684,203183.3537046371
142,1018,5790.060700447329,5437.43218269058,818.4059060211821,0.9,hold,298.5178596742692,5790.060700447329,202746.78112399194
143,236778,6097.185881583921,5439.898116381186,816.0685455084891,0.9,hold,294.9523598455614,6097.185881583921,199739.1906502016
144,236761,6555.396393806704,5444.462614750649,815.0597820858793,0.765,down,293.60965581094064,6555.396393806704,198140.0646421371
145,43645,6436.735749275454,5452.124227020002,817.4311945459459,0.765,down,288.4640677667433,6436.735749275454,199537.30758568548
146,1018,6586.569119361139,5458.868141555998,818.6646100918495,0.765,down,295.4345956617786,6586.569119361139,198062.77835181452
147,108,6950.805809759325,5466.5395767791615,821.1240553884467,0.765,down,290.35108480145857,6950.805809759325,203123.28540826612
148,2021,7297.105244298135,5476.568402677676,827.3293643387713,0.765,down,290.91505210630356,7297.105244298135,199149.79700100806
149,1586,7352.576286069809,5488.786770742243,837.8393601253943,0.765,down,289.9590525473318,7352.576286069809,198228.4396421371
150,506,7366.276260868196,5501.21203417776,848.7041003581172,0.765,down,288.9913765691942,7366.276260868196,198479.80960181452
151,2558,7209.028450258316,5513.563452897564,859.3090782069801,0.765,down,292.719852816674,7209.028450258316,194588.93939012097
152,2433,6932.308093655494,5524.7178278802,867.3762446999023,0.765,down,296.33480515018584,6932.308093655494,184827.70274697582
153,529,6897.4169921875,5533.917764257817,871.9457476813645,0.765,down,285.8983343801191,6897.4169921875,178077.35496471773
154,506,6919.000897807459,5542.77165534827,875.9830621122734,0.765,down,276.9963932652627,6919.000897807459,176602.69695060485
155,10059,6930.501512096775,5551.650553686715,880.0774217953615,0.765,down,279.18504456550846,6930.501512096775,177261.37058971773
156,236764,7331.8370006930445,5560.489341881652,884.1269929551912,0.765,down,285.6828817552136,7331.8370006930445,173769.97643649194
157,692,7340.979956842238,5571.771811046056,892.501856558974,0.765,down,287.77549768263293,7340.979956842238,171315.50365423388
158,2324,6919.117541897682,5582.969330956159,900.6683111553444,0.765,down,288.3006136494298,6919.117541897682,169235.41998487903
159,872,6893.899618825605,5591.372778823715,904.0238561006856,0.765,down,290.795779074392,6893.899618825605,172047.1619203629
160,506,6567.892727759577,5599.513571573727,907.0218251900093,0.765,down,287.3242977511498,6567.892727759577,170201.6609122984
161,4106,6682.404604019657,5605.5283489413405,907.3957966781091,0.765,down,289.49231473861204,6682.404604019657,168654.4945816532
162,529,6597.770405430948,5612.175733231948,908.5146345837387,0.765,down,291.61434764246786,6597.770405430948,168622.83883568548
163,1239,6477.395145539314,5618.222326312923,908.9873339703474,0.9,hold,289.32396107335245,6477.395145539314,168544.0671622984
164,51853,6067.015778572329,5623.461184966742,908.6767600548983,0.9,hold,287.7274959933373,6067.015778572329,169577.69808467742
165,11202,6250.106220860635,5626.149394624958,906.5728833260625,0.9,hold,299.92823619227255,6250.106220860635,167893.67691532258
166,17867,6272.354937153478,5629.908170686618,905.1268020602224,0.9,hold,293.4364454207882,6272.354937153478,169369.83316532258
167,236761,6510.362796906502,5633.755157312168,903.7729232968862,0.9,hold,292.9763407553396,6510.362796906502,165689.72530241936
168,1191,6497.040460401966,5638.973059928802,903.5985758022921,0.9,hold,303.76464523807647,6497.040460401966,162458.1335685484
169,25139,6335.85943406628,5644.050381825093,903.3216411306672,0.9,hold,303.11494765743134,6335.85943406628,161580.4203629032
170,1024,6454.352609942036,5648.119846838275,902.2132665958317,0.9,hold,308.2242242136309,6454.352609942036,163728.4314516129
171,506,6468.066886655746,5652.834658318415,901.6693496879028,0.9,hold,307.56773696407197,6468.066886655746,152722.2205141129
172,12425,6714.992400138609,5657.57438057619,901.1783048162229,0.765,down,312.64576352027154,6714.992400138609,147305.3140120968
173,808,6699.9694666708665,5663.686623463835,902.1384730508863,0.765,down,319.5263462681924,6699.9694666708665,145909.92867943548
174,236750,7034.445367628528,5669.642271988013,902.9467151301575,0.765,down,328.8188771893901,7034.445367628528,146033.97278225806
175,236829,6735.9795788180445,5677.441146820244,906.2212457855071,0.765,down,329.2511153682586,6735.9795788180445,149318.5806451613
176,699,6715.572533392137,5683.455569729323,907.1389925544123,0.765,down,330.874261179278,6715.572533392137,148157.64465725806
177,236743,6757.256001134073,5689.286739015553,907.8746824127356,0.765,down,322.0235083795363,6757.256001134073,149326.54133064515
178,236771,6829.964386970766,5695.286566330826,908.8330596963999,0.765,down,320.24095301474296,6829.964386970766,142677.02772177418
179,531,6537.347341229839,5701.625548569037,910.2283508226964,0.9,hold,327.00225633190524,6537.347341229839,144150.0131048387
180,808,6455.888073336693,5706.268447417153,909.8194332693104,0.9,hold,325.05013201313636,6455.888073336693,143242.30141129033
181,236750,6721.612351940525,5710.409992311736,909.0024804348742,0.765,down,326.915515038275,6721.612351940525,138958.74773185485
182,63508,6636.855035597278,5715.966049232773,909.5784228231834,0.765,down,321.20722026209677,6636.855035597278,142168.29233870967
183,108,6813.030344317036,5720.99822948613,909.6266920840552,0.765,down,318.1147992534022,6813.030344317036,147924.76234879033
184,13262,6849.447671213457,5726.933186631951,910.6974290649584,0.765,down,313.1888575400076,6849.447671213457,149388.24974798388
185,529,6933.897590883316,5733.000832494555,911.954456816747,0.765,down,317.1969742313508,6933.897590883316,151153.8256048387
186,10059,7015.869176064768,5739.457266679439,913.7294245669476,0.765,down,314.70872645224296,7015.869176064768,155383.15574596773
187,578,6786.121743479082,5746.28299881519,916.0254378519465,0.765,down,306.9652641050277,6786.121743479082,158945.62449596773
188,71999,6854.002130323841,5751.814055967658,916.7115718740797,0.765,down,302.6105336835307,6854.002130323841,160297.94052419355
189,236840,6927.891826014365,5757.645738900758,917.7730433485096,0.765,down,304.2291092411164,6927.891826014365,160864.14868951612
190,2543,7275.344462733115,5763.804928832935,919.2627452299934,0.765,down,308.97326167937246,7275.344462733115,156475.80947580645
191,236743,7383.432770759829,5771.718748382152,923.3196105532271,0.765,down,311.92537910707534,7383.432770759829,157339.18271169355
192,236771,7320.470793693296,5780.113092248703,928.1905603264441,0.765,down,313.0189784880607,7320.470793693296,157371.5085685484
193,531,7217.19919906124,5788.094220235463,932.364673207267,0.765,down,315.5368903375441,7217.19919906124,157024.16431451612
194,637,7280.270102224043,5795.460740744873,935.5726596595207,0.765,down,316.67398908061364,7280.270102224043,159844.7328629032
195,236842,7368.266184160786,5803.075147726819,939.1780803492655,0.765,down,315.28923920662174,7368.266184160786,170196.19833669355
196,568,7173.049773185484,5811.060816280054,943.3930832654138,0.765,down,305.2376871416646,7173.049773185484,169071.1186995968
197,236778,7123.215568296371,5817.974465807492,945.9605208406241,0.765,down,299.4795955534904,7123.215568296371,165710.6040826613
198,237161,6740.62353515625,5824.566592587739,948.094280723053,0.9,hold,296.0759818784652,6740.62353515625,164075.07686491936
199,583,6702.961748676916,5829.169893806677,947.9248187373756,0.9,hold,291.0243481051537,6702.961748676916,170826.33543346773
200,2575,6691.264593308972,5833.538853081027,947.558508954212,0.9,hold,290.40057963709677,6691.264593308972,175905.66305443548
201,236768,6613.293189264113,5837.806145320967,947.1230563488302,0.9,hold,283.44371869487145,6613.293189264113,177637.41305443548
202,108,6611.292858492943,5841.645190092963,946.3422598031235,0.9,hold,296.03574888167844,6611.292858492943,178541.0609879032
203,1018,6374.799875567036,5845.436557917593,945.5451718018672,0.9,hold,286.2159384450605,6374.799875567036,178796.9627016129
204,236800,6239.21732453377,5848.031476141365,943.9491336902248,0.9,hold,275.7744780509703,6239.21732453377,177118.3923891129
205,236761,5842.431254725302,5849.93969979206,942.03835343389,0.9,hold,269.86060850081907,5842.431254725302,177597.0383064516
206,36275,5759.829156691028,5849.903251029599,939.7492158437759,0.9,hold,266.87260338567916,5759.829156691028,176253.0241935484
207,1018,6023.141711819557,5849.468110477239,937.4973453500876,0.9,hold,289.60724516837826,6023.141711819557,174342.97706653227
208,108,6513.806404359879,5850.303079714461,935.3181814720139,0.9,hold,295.084962906376,6513.806404359879,173803.67162298388
209,6445,6817.364935105847,5853.477736770182,934.2005542429011,0.765,down,295.9459189138105,6817.364935105847,175734.0844254032
210,236764,6815.135001890121,5858.067675809875,934.3328802569231,0.765,down,297.8550513482863,6815.135001890121,171327.32459677418
211,692,7122.7885899697585,5862.603539914522,934.4309221283936,0.765,down,302.65196326471147,7122.7885899697585,167384.91141633064
212,13901,6826.9091796875,5868.547809018556,936.2147233896777,0.765,down,296.3841803766066,6826.9091796875,166852.57762096773
213,506,6939.234713646673,5873.047158176626,936.3091115927828,0.765,down,310.10643645255794,6939.234713646673,165320.79233870967
214,11826,6770.749834614416,5878.029343015271,936.9446423173837,0.9,hold,324.9113493888609,6770.749834614416,160963.41456653227
215,236787,7346.3494124874,5882.181531348289,936.7345789837248,0.765,down,339.59937458653604,7346.3494124874,159008.30115927418
216,108,7455.891719695061,5888.960086353563,939.8341855486489,0.765,down,345.3585780974357,7455.891719695061,157174.63180443548
217,13262,7266.654182680191,5896.18096945652,943.6526545024349,0.765,down,344.9839029619771,7266.654182680191,155633.11315524194
218,529,7147.933731571321,5902.467543829105,946.0293975062879,0.765,down,351.37239763813636,7147.933731571321,153119.83392137097
219,10059,7270.753729051159,5908.154604047107,947.5946871396715,0.765,down,347.8834287581905,7270.753729051159,151291.13482862903
220,578,7406.559928647934,5914.348236433489,949.8711713779884,0.765,down,346.65194308373236,7406.559928647934,151209.63180443548
221,236743,7077.866522019909,5921.100325538531,952.9966395068379,0.765,down,341.3243388514365,7077.866522019909,152440.7507560484
222,236778,7504.938267861643,5926.31098408124,953.9978799414678,0.765,down,345.35738545079386,7504.938267861643,151873.9939516129
223,237161,7663.931164157006,5933.390030196847,957.6825141201326,0.765,down,341.4195950415827,7663.931164157006,155232.74571572582
224,236750,7553.860835905998,5941.115660259168,962.4817855805194,0.765,down,348.2811997936618,7553.860835905998,155439.15650201612
225,71999,7473.617585212954,5948.283416595376,966.3138051465763,0.765,down,351.8202406360257,7473.617585212954,152741.42061491936
226,236840,7444.661971553679,5955.032682828197,969.4740903797338,0.765,down,355.90687314925657,7444.661971553679,146078.57081653227
227,2543,7644.294933688256,5961.594926390864,972.3537517317163,0.765,down,360.8003697549143,7644.294933688256,144997.19732862903
228,236743,7837.54144483997,5968.975189580766,976.5701781869767,0.765,down,364.37950921827746,7837.54144483997,145868.60987903227
229,236771,8076.708578786543,5977.13486755133,982.1939978114451,0.765,down,365.70928315193424,8076.708578786543,146772.6633064516
230,531,8902.268976026966,5986.263448904528,989.7441477421635,0.765,down,358.7325444375315,8902.268976026966,141787.51360887097
231,637,9094.419776178176,5998.88684945484,1005.9837817369278,0.765,down,357.93888165873864,9094.419776178176,137808.49193548388
232,236842,9157.023362682712,6012.229663794165,1024.0929528410227,0.765,down,357.66346642278853,9157.023362682712,135245.7993951613
233,858,9135.776977539062,6025.726632458924,1042.3666565379478,0.765,down,345.4129171063823,9135.776977539062,137472.01864919355
