file,regime,control,n_points,fisher_trace,kl_vs_prev
creative_p0_seed99_none,creative,none,32,4100.517428269619,0.0
creative_p0_seed99_none,creative,none,48,3255.5373989065074,1.0334202157260741
creative_p0_seed99_none,creative,none,64,11996.1320835176,1.2627639128992405
creative_p0_seed99_none,creative,none,80,64834.740468567295,3.352015453460677
creative_p0_seed99_none,creative,none,96,1755.5970459389396,2.9518759815308258
creative_p0_seed99_none,creative,none,112,1136.0884058132233,1.7246028105805935
creative_p0_seed99_none,creative,none,128,18544.81190334858,0.6620583965961535
creative_p0_seed99_none,creative,none,160,1805.9298589392495,1.9998292777366555
creative_p0_seed99_none,creative,none,192,666.7549490908007,2.1349629704878734
creative_p0_seed99_none,creative,none,224,1151.9882326151396,0.8211107867252394
creative_p0_seed99_none,creative,none,256,895.5933356263682,0.5618769261436173
creative_p0_seed99_none,creative,none,320,7648.754866348492,0.4826031850739331
creative_p0_seed99_none,creative,none,384,466.7513008673042,0.6718014975499843
creative_p0_seed99_none,creative,none,448,57815.19450336822,0.614198577234605
creative_p0_seed99_none,creative,none,512,1656.9720628859955,0.8259080877825019
creative_p0_seed99_none,creative,none,768,312.99327757017977,0.5559753762651374
creative_p0_seed99_none,creative,none,1024,231.40022394339067,0.49741514695717165
creative_p0_seed99_none,creative,none,1280,198.59825620373297,0.13349834496455346
creative_p0_seed99_none,creative,none,1536,197.04057673211966,0.1406345084699176
creative_p0_seed99_none,creative,none,1792,230.7551699435219,0.09109102693972793
creative_p0_seed99_none,creative,none,2048,109.05335645310946,0.09056603164997694
creative_p0_seed99_none,creative,none,2304,81.0307347736805,0.12115778310382143
creative_p0_seed99_none,creative,none,2560,113.09799399071184,0.10313971252778112
creative_p0_seed99_none,creative,none,2816,81.26307789547037,0.041614154629602905
creative_p0_seed99_none,creative,none,3072,86.30056846842659,0.04914468586253007
creative_p0_seed99_none,creative,none,3328,82.82213917090436,0.045982043173529955
creative_p0_seed99_none,creative,none,3584,79.00955592082956,0.04363542726812912
creative_p0_seed99_none,creative,none,3840,113.78176786017885,0.07271277269365437
creative_p0_seed99_none,creative,none,4096,80.10528522321307,0.035488199954694245
creative_p0_seed99_none,creative,none,4352,66.05462206451091,0.0379756104159869
creative_p0_seed99_none,creative,none,4608,65.75242169915383,0.05579688563288008
creative_p0_seed99_none,creative,none,4864,67.41216574261523,0.049129962646952095
creative_p0_seed99_none,creative,none,5120,71.51552566374004,0.05990696078032733
creative_p0_seed99_none,creative,none,5376,80.33306462755095,0.060205079732458554
creative_p0_seed99_none,creative,none,5632,67.26946615685753,0.041307440252321345
creative_p0_seed99_none,creative,none,5888,72.1243812630005,0.03601440511274739
creative_p0_seed99_none,creative,none,6144,62.8491766190908,0.058363896395672556
creative_p0_seed99_none,creative,none,6400,68.82046287983331,0.05135751381426079
creative_p0_seed99_none,creative,none,6656,76.09809539684602,0.0349311977820628
creative_p0_seed99_none,creative,none,6912,63.32683980676692,0.062478481528623564
creative_p0_seed99_none,creative,none,7168,66.02097316887246,0.05432513741387718
creative_p0_seed99_none,creative,none,7424,63.06562715346395,0.04913061911905614
creative_p0_seed99_none,creative,none,7680,69.72016250605543,0.045680578605562246
creative_p0_seed99_none,creative,none,7936,77.2475366975955,0.028333314458190244
creative_p0_seed99_none,creative,none,8192,65.2285417200139,0.04169733256757475
creative_p0_seed99_none,creative,none,8448,63.72087413885933,0.044077208923442565
creative_p0_seed99_none,creative,none,8704,64.96066806154907,0.041836720959035754
creative_p0_seed99_none,creative,none,8960,73.7629599972667,0.03775953410491921
creative_p0_seed99_none,creative,none,9216,77.66992969308995,0.02388491513158116
creative_p0_seed99_none,creative,none,9472,60.7286523424198,0.04309375384644114
creative_p0_seed99_none,creative,none,9728,74.38970524148571,0.04038472681479865
creative_p0_seed99_none,creative,none,9984,67.15236877905618,0.06548251318483743
creative_p0_seed99_none,creative,none,10000,80.2884579352696,0.07672297678953012
