step,entropy,fisher_w32,log_fisher_w32,fisher_w64,log_fisher_w64,fisher_w128,log_fisher_w128
94,0.14462986,13900742.525661536,16.447452815786512,20571505.231090426,16.839417434989358,,
95,0.81041935,13192674.478625301,16.395172269766718,20902765.741992667,16.85539204033267,,
96,0.2831416,13826035.59380799,16.44206400989514,23957712.20462852,16.991800842705583,,
97,0.0123314,13360124.332965257,16.407785032389146,19349251.121251225,16.77816427494701,,
98,0.28140501,13389521.074423674,16.40998294962094,18659277.52773261,16.741854034934704,,
99,0.00157081,13677457.47763684,16.431259595987253,18235514.281181388,16.718881584798506,,
100,0.11136599,13041038.511750693,16.383611751763326,18505053.541629236,16.733554417158338,,
101,0.00482537,13589797.299674135,16.424829870613156,18355399.368693758,16.725434332709263,,
102,1.4281165,13632363.154679766,16.42795716756434,17933939.709587835,16.702205548694558,,
103,0.8405488,12861033.16802598,16.369712613206563,18166523.37190551,16.715091083149236,,
104,0.41763617,14872248.278803162,16.51500750262298,15006120.749552457,16.5239687258069,,
105,1.0288716,14251275.98663851,16.472357003592208,15477739.917366285,16.554913415296657,,
106,0.93587236,14205406.108775679,16.46913316200472,15431344.64921977,16.551911365663607,,
107,0.7000355,16056676.66082973,16.59163531236885,15645129.92886432,16.565670239867785,,
108,0.52100865,15772986.31748941,16.573809308005178,15717903.843592418,16.570310992791402,,
109,0.08792258,15019113.338733148,16.52483417051607,17167659.81289169,16.65853792847058,,
110,0.22840162,16290317.244896285,16.606081455213413,17054208.106337015,16.65190754099712,,
111,0.33937608,14819153.232684802,16.51143103940395,17002691.65228165,16.648882221974382,,
112,1.13835267,15940697.949537983,16.58438601641155,19431474.619642954,16.78240471243383,,
113,0.07672084,13903264.760500826,16.447634245378314,15414638.957697148,16.55082819753586,,
114,0.27038103,14709716.415894317,16.504018814070534,15857188.685183728,16.579133500273752,,
115,0.00186259,14071723.555927055,16.45967792023265,15793695.290123206,16.57512138609195,,
116,0.13007063,14384870.741070295,16.481687569252774,13107992.191915382,16.38873269312744,,
117,0.834268,14267021.641098358,16.473461252959776,14718327.027398096,16.50460401177599,,
118,0.15412798,16766509.784179837,16.634893989549724,15345690.84066022,16.546345265593462,,
119,0.39110927,16296350.924743935,16.60645177106683,17492108.655642398,16.677260403229155,,
120,0.60949657,15399068.063930858,16.549817550223565,16133051.106305456,16.59638058945492,,
121,1.54409109,15045239.103692453,16.526572160488456,15908120.737485182,16.582340275014708,,
122,0.19952989,17419392.444684353,16.673094651896626,14952426.513226086,16.520384153207353,,
123,0.49842524,15961973.615644464,16.585719802468752,16739448.837314323,16.63327869759195,,
124,0.00131841,16234211.581482612,16.602631399449976,16777823.63183232,16.635568550462363,,
125,0.71996565,14076929.97440369,16.460047843329,17206393.63315649,16.66079159556979,,
126,0.22490985,14696481.095352644,16.50311864182417,19139387.048109196,16.76725891882159,,
127,0.00375993,15453632.107150622,16.553354621520675,18428615.457671713,16.729415202443764,13188401.578581214,16.39484833301204
128,0.57830654,15263550.189697605,16.540978203531697,19650837.19356274,16.793630500642333,11033801.212105298,16.21647395671107
129,0.00044501,15725614.976255048,16.570801467973993,17338998.31905722,16.66846876058103,10966799.732818872,16.21038306068557
130,0.24284057,15024315.875267735,16.525180504920808,13186579.198198909,16.394710142929505,11054847.529714715,16.218379580203422
131,0.00203592,15908004.878892656,16.582332992003955,15825440.725749979,16.577129375575115,13338640.214235133,16.40617566029035
132,0.91924531,14918938.39641063,16.518141997152803,15862741.309926132,16.579483603492765,13408270.939944156,16.411382308834572
133,0.02628093,15093847.625570126,16.52979777674288,15763419.675135782,16.573202603319213,13399475.944168216,16.410726155512215
134,0.73206015,15258103.027583595,16.540621265974412,15878934.456941208,16.580503911843138,7933855.602978131,15.88664968011491
135,0.23113809,15910715.301147617,16.582503358520658,17155273.939436477,16.65781620263664,7693682.165709434,15.85591005207141
136,0.00298849,14959919.809723835,16.52088517018366,18677062.56397662,16.74280672807739,7935964.040357033,15.886915396731569
137,0.39987585,14813729.621015709,16.511064985803532,17263845.720388062,16.664125029947307,7945890.403236272,15.888165422565397
138,0.00055668,14771741.378747301,16.50822654727001,21571525.15925798,16.886884723295356,7943312.421579548,15.887840927786424
139,0.04207164,16080524.63577341,16.593119447785682,17555601.805993866,16.680883648170187,7958150.070927927,15.88970712766101
140,0.00182339,16324362.472289145,16.608169180130773,17254951.417022493,16.663609698921896,7937993.954179958,15.88717115069472
141,0.83720836,18249623.676054478,16.719655017290005,18749185.045718946,16.746660845207774,7669354.063273901,15.852742953796277
142,0.02167129,16905461.948995814,16.64314731992621,19201513.01588038,16.77049963680366,7944944.05313853,15.88804631615831
143,0.04725722,16421828.749395197,16.614122029075393,16936798.280997034,16.64499922584172,7824828.543554226,15.872812382783561
144,0.51782374,16503359.691405814,16.619074535804504,13941288.47380312,16.450365388996794,7953441.669791855,15.889115307389321
145,0.68574465,17888915.681831107,16.69969184335351,14158243.835388592,16.465807615613834,7958400.981002677,15.889738655857535
146,0.2072561,17031989.882397376,16.650603891520365,17555601.48985687,16.680883630162434,10096191.04397101,16.127668786322907
147,0.01310125,18439421.36628393,16.730001396331616,15453596.525824487,16.55335231906085,7938929.195453033,15.887288962094994
148,0.33436593,18072267.069808032,16.709889115119942,16000046.911372872,16.58810221216056,10194195.855003916,16.137329082470163
149,0.08309173,17419393.251135472,16.673094698192795,17668572.853062738,16.68729807437096,10385813.393484462,16.155951336104295
150,0.16414609,17122417.59983981,16.655899133651893,17185004.273603883,16.659547716948257,10510010.494157244,16.167838741345236
151,0.00017367,15938100.57358077,16.584223063221135,14616388.799384294,16.497653977629277,10511218.718253024,16.167953694099417
152,0.00213211,15121156.535503075,16.53160541623374,11040757.458622124,16.217104206842077,10371944.128493933,16.15461503886316
153,0.56165779,15770760.216040734,16.573668164247888,14682586.594794517,16.502172764184987,7640043.377561227,15.848913838817845
154,0.00010416,14791931.386047313,16.509592413453113,14985183.65271902,16.52257251442817,7676713.4470046,15.85370207694492
155,0.00050458,17468466.819597,16.675907917503284,15139119.818010058,16.53279266808876,5120564.852591285,15.448775313702317
156,0.70205036,13903264.588457804,16.447634233004024,17040965.701312788,16.651130750371866,7799691.181600707,15.86959469877356
157,1.14633821,13413562.58572217,16.41177688632247,17298099.566827834,16.666107201805428,7775781.6467819875,15.8665245443246
158,0.99509081,13539497.781681385,16.421121733304176,17453406.98859294,16.675045430454606,10353690.311620628,16.15285356597355
159,0.00035566,14417027.663175203,16.483920542580798,15765075.327876963,16.57330762912159,7813525.722353383,15.871366856869926
160,1.0669037,13876334.00557479,16.445695357521114,15029077.559188522,16.525497386538255,7959121.732054416,15.88982921656415
161,0.28083323,13677457.47763684,16.431259595987253,14412745.548850862,16.483623480628605,7664143.192451339,15.85206328223326
162,0.49045172,13495334.03161318,16.41785455637787,13366258.522735108,16.408244068683782,5260482.445569141,15.47573330019785
163,0.77267669,15082988.627765497,16.529078085773143,11215730.575665398,16.232827866540156,7641065.030183585,15.849047553283658
164,0.2790439,12182429.310533376,16.31550525114107,11453707.516442645,16.253824036115113,7673139.846077218,15.853236456730352
165,0.04431568,12456412.90214656,16.337746140802256,11461056.151171276,16.254465424792485,7659429.923394435,15.851448116413916
166,0.13711468,13935522.392308446,16.449951705982294,9402507.083172379,16.05648692265497,7811467.041178433,15.871103345555968
167,1.02491778,13521641.608796041,16.419802041977125,7938933.672092296,15.887289525979353,7950283.943977542,15.888718202216296
168,0.01906802,12726701.543268032,16.3592128280249,13704712.510630222,16.4332503105293,7959064.583041212,15.889822036221858
169,0.30937559,13635291.460876685,16.42817194996858,17497729.43173288,16.677581683717783,7393763.319885369,15.816147408213263
170,0.00080439,13538719.946102953,16.421064282286796,21751954.97765606,16.895214195489803,7784944.446487244,15.867702227256533
171,0.03548593,13394744.517615668,16.4103729878126,16825500.678335097,16.63840619105142,5259568.861057992,15.475559615776202
172,1.04475459,14843819.38165363,16.51309413332072,18358770.285017163,16.725617962973253,5212658.0792638725,15.466600471586439
173,0.16597938,13198399.561385158,16.395606134856177,18396869.957759667,16.727691097117376,7658565.383320325,15.851335237403612
174,0.2707139,14073327.221758915,16.459791877449945,17252833.95020079,16.66348697491618,7527613.089138025,15.834088562690871
175,0.13231241,14682777.039490193,16.502185734887345,16761241.852031749,16.634579746456502,5395937.6823839545,15.50115694738912
176,0.39722058,14061793.65764639,16.458972007877815,16845068.321301535,16.63956849069474,7669351.955796734,15.852742679004237
177,0.00755029,12729844.363146931,16.359459744468822,15531026.534044918,16.558350293007642,5263193.456453273,15.47624852148922
178,0.08681507,12785739.256337954,16.363840987197534,15800245.657049406,16.575536045790848,5393761.149266466,15.500753500883157
179,0.00046062,13640158.165907431,16.428528806053375,14928162.327232575,16.518760076020897,5393759.23247102,15.500753145510398
180,0.28597133,13005593.471068438,16.38089008989277,14965260.766477386,16.52124212420749,7615089.215687571,15.845642260025773
181,0.09035731,13233886.599978663,16.398291264677976,16223842.217364434,16.60199246006469,7815225.294279378,15.871584349864841
182,0.00116548,13244800.5205423,16.399115619838184,13897741.505910309,16.44723690331017,2551243.29337962,14.752091364344135
183,0.32941692,11942104.244742623,16.29558088530425,13511373.650118854,16.41904238131237,4805324.984127921,15.385235232673384
184,0.00016284,13399131.473376615,16.410700447400874,13961964.268293345,16.451847352298017,2553345.4883417827,14.752915013484508
185,0.38714117,13335700.29600992,16.405955229855643,14348034.771660287,16.479123541081353,7485226.674509752,15.828441859212958
186,0.00109032,13156238.374031622,16.39240660516248,15977483.222942583,16.58669099046331,7546867.706114883,15.836643161779177
187,0.28991286,16070054.72535969,16.592468143144092,16799397.056325264,16.636853554224995,7497144.581889591,15.83003278359864
188,0.00236287,13277691.9641914,16.40159588903081,15968488.149563085,16.586127847554785,10041141.405712942,16.122201351594097
189,0.23601987,13500913.878257345,16.418267935803204,15825441.922838734,16.577129451218422,7343131.370213937,15.809275926810816
190,0.03567345,14900406.917676311,16.51689908045394,14241982.62106672,16.47170468326414,10049840.195318947,16.12306729137965
191,0.00065927,15600038.292785272,16.562783926882474,11816062.302941078,16.28497037594021,7653602.711498544,15.850687037623567
192,0.10369613,16469460.426510185,16.61701834062811,13404844.983780293,16.411126765525676,7543175.17072859,15.83615376151834
193,0.00029283,16214139.109276108,16.60139420407089,13176576.445543667,16.39395129954441,7650005.982987104,15.85021698789223
194,0.00411975,14340019.98596301,16.478564786856047,11365127.742500808,16.246060255196884,7378011.881852678,15.814014767581034
195,0.00133861,14898294.144551951,16.516757277418733,10008481.839705028,16.118943475424068,7653602.286302626,15.850686982068563
196,0.52448132,15468512.40391182,16.55431705786816,9988504.30877784,16.116945420574694,7470643.088354267,15.826491642875304
197,0.00217429,16241747.1713662,16.603095471354745,10347002.050422765,16.152207378752987,7501952.940200496,15.830673936637153
198,0.03697831,15121224.399429936,16.53160990423533,16141311.694779772,16.596892487316737,5094583.937641683,15.443688560390237
199,0.03290763,13387135.3397591,16.409804754506958,16816152.61439069,16.63785044760423,7483366.947386743,15.828193375330029
200,0.43386869,15530093.018120093,16.55829018468324,12650841.104935333,16.35323426143613,7493474.683052434,15.82954315754042
201,0.00803804,14298753.165385555,16.47568290019698,18230527.518860426,16.718608083090842,7502875.745551104,15.830796937755139
202,0.00406271,13542863.028841246,16.421370252788922,15548627.27632144,16.55948291464271,5102050.613151958,15.445153097891835
203,0.04387291,13980826.395141073,16.45319740569389,14280260.224673232,16.47438873772601,5088290.155971743,15.442452409886258
204,0.00149146,14759514.808719538,16.50739850455833,15392266.612258766,16.549375773220117,5073352.655704908,15.439512430337086
205,0.17370287,15070968.235338949,16.528280817731815,15304417.110667055,16.543652044740423,5103545.408126813,15.445446034234294
206,0.00043315,15046318.025888499,16.526643869784976,15812381.977635194,16.57630386055919,7626704.38044821,15.847166380784374
207,0.00035914,14672751.560029808,16.501502696268833,18179786.06157469,16.715820878854196,4971603.186945658,15.41925291888347
208,0.17661145,15660341.541658388,16.56664205810126,18003473.732475944,16.706075282378755,4953631.999712852,15.415631602806979
209,6.726e-05,15672927.060935799,16.567445390821753,10613799.161596239,16.17766552016309,5106204.986921452,15.445967022260815
210,0.00014073,14757626.279627832,16.507270543040065,16105864.809699934,16.59469403751747,4969782.009548144,15.418886535852959
211,0.01150524,16127271.790779842,16.59602229697249,16052553.244385298,16.591378475535375,7958167.04279861,15.889709260298927
212,1.19365359,15229530.914577343,16.5387469243036,14700906.475071687,16.503419714818623,7698524.265216551,15.856539214587983
213,0.64630135,16218114.773551652,16.601639371385488,17385796.768231884,16.671164153160895,7786069.366185546,15.867846716204241
214,0.50055324,14782748.102951352,16.508971390094633,17732920.86252308,16.690933405741095,7834295.931727609,15.874021567797943
215,0.68037247,15832382.670910276,16.57756793669693,12198638.902568053,16.316834938116333,7757084.303477585,15.864117087465722
216,0.28215664,16354877.089671861,16.610036703773332,14206820.601878196,16.469232731328734,7623138.889075999,15.846698770544169
217,0.02636304,17000038.205792602,16.64872614941753,13458730.281246338,16.4151385449858,5225442.257362632,15.46904999479061
218,0.47971999,17677457.724947013,16.687800810996606,16829785.48010053,16.638660819805335,5377970.553340062,15.497821640403629
219,0.04693952,17201132.586283077,16.660485787655507,10031310.232684977,16.121221782780957,7797625.2662425935,15.869329792258762
220,0.00088075,17888647.291189313,16.69967684005985,14999777.633391254,16.52354593451602,10353192.816374758,16.152805514777928
221,0.01937267,17161328.207431264,16.658169050394218,15228246.748168286,16.538662599936668,7924094.246286958,15.885418580506597
222,0.72306782,16294036.899619825,16.606309764464118,16646592.142916564,16.627716077340608,7653600.558857866,15.850686756365047
223,0.00142236,15575259.972544013,16.5611943141546,17789654.059093814,16.694127613645964,4801763.241927591,15.384493750492789
224,0.0283406,15894210.833330883,16.581465502357847,17729939.914678197,16.69076528913761,5102423.977156485,15.445226274418737
225,0.00014513,15883476.887184113,16.58078993737342,15196900.561055658,16.536602054567076,4974008.474914112,15.41973660718684
226,0.0038383,16701928.725292977,16.63103476325075,18212971.811219722,16.717644635050924,2275656.262415739,14.637779035764513
227,0.00489423,17864547.231699996,16.69832870524499,16397781.868814634,16.612656631745516,2402138.7340287343,14.69187003766803
228,0.00071427,16200946.449467033,16.600580221302675,16323064.173783362,16.60808964562286,64.04643550235046,4.159608374996317
229,0.02318652,16549211.452361561,16.621849012269234,18907767.605230216,16.755083380002628,64.20934827413909,4.162148811842269
230,0.00046842,16392948.715562597,16.61236184396855,20117644.52498422,16.81710782501958,2705573.3373789536,14.810824402472246
231,0.00572937,16295407.190575678,16.60639385862374,22533312.103809398,16.930505310206,5395323.855498408,15.501043183695403
232,0.00010879,15541377.479515754,16.559016539870882,17653468.668600902,16.68644284716824,5106070.374418812,15.445940659379305
233,0.00600538,16259579.772602389,16.604192817506576,18168522.47226772,16.71520112018471,10150054.223633105,16.132989605667664
234,9.127e-05,15775822.316667363,16.573989092872395,18076940.733433384,16.710147691389544,15269856.200085875,16.54139125999827
235,0.0022185,15806489.768305473,16.57593115849409,18345665.88937237,16.724903913252433,9791778.63151948,16.097053676403483
236,0.00364332,15822948.126455287,16.576971857332307,19023355.095820386,16.761177997833283,10064022.102211246,16.12447745408561
237,6.338e-05,16905637.866390903,16.643157725822267,14992736.982723635,16.523076440651494,10068210.614464294,16.124893554214438
238,0.00958468,15873722.385822564,16.580175619871145,17867395.863527108,16.698488149797196,9944981.008369152,16.112578560602138
239,7.457e-05,17337271.790793993,16.668369180766987,20559398.439933605,16.8388287393651,12788318.56156892,16.364042699828207
240,0.00188546,15647699.735485615,16.56583448238945,15358416.599578887,16.547174194405162,14883133.78167342,16.51573916880248
241,0.00020351,15521497.798259472,16.557736575682597,17456836.25188144,16.675241892179372,12851934.397150243,16.369004894719193
242,0.09793686,16864154.937690146,16.640700917762647,16377773.796547214,16.611435717295915,9914135.815171089,16.10947215680018
243,0.00136195,15799078.974380556,16.57546220353738,16416645.595711708,16.613806353403493,10084567.813437844,16.126516874058307
244,0.08366081,16413240.90716826,16.613598939432972,17761950.497352656,16.69256911479933,10143717.211525109,16.132365077857816
245,0.00474861,16019226.858758459,16.589300237438543,17732309.1169077,16.690898907410432,10482139.861792082,16.165183401299696
246,0.00025402,17211405.145049673,16.661082811865228,17605751.288438134,16.683736184380326,10200500.52374273,16.137947348005728
247,0.0174629,16541625.3394084,16.621390509927103,18831573.748181917,16.751045473783694,10663600.997260075,16.182346724279856
248,0.00023763,17980260.241923824,16.704785060869845,19878256.329851568,16.805137045579958,7776985.050201954,15.86667929536611
249,0.00119241,18130355.165422723,16.7130981724687,21371700.179788645,16.877578183315908,4968328.957308893,15.41859411564263
250,0.00184131,16429382.9338307,16.614581932024574,19976772.564797886,16.810080784843375,2566089.341323938,14.757893640903104
251,0.24001943,16049261.735466672,16.59117340869213,18833252.81274742,16.75113463201008,2529681.545815713,14.74360398156217
252,0.00062305,16132902.388268828,16.59637137119105,19991969.976581812,16.81084124972418,2569729.709090971,14.759311279780553
253,0.00719558,16355935.25893905,16.610101402213484,20001697.078459747,16.811327681841362,2551213.8696745373,14.752079831192894
254,0.00300034,15806511.79158844,16.575932551799493,18784439.203997068,16.748539383150764,64.06704250632512,4.1599300742347225
255,0.17393325,16096811.637366174,16.59413177539698,18809570.38412445,16.749876361256916,2548303.5293259583,14.750938413118657
256,0.0011559,16540842.949018793,16.62134321053076,18777824.061725855,16.74818716037373,2405652.5969225965,14.693331774784992
257,0.00099381,17168004.986299597,16.65855803429407,19024943.282104146,16.761261480477838,2395765.9498007493,14.689213549723553
258,0.00893988,16341393.030795185,16.60921189656496,20069472.889838047,16.81471045684208,2550872.212800752,14.751945902886405
259,0.00047479,15712500.30050974,16.56996715100616,20204265.80078043,16.821404318332903,2412611.719022036,14.696220419525993
260,0.05354007,16016742.866074914,16.58914516220843,17949414.434041347,16.703068050307472,7522379.117423813,15.833393017888802
261,0.00062095,16688563.818265684,16.630234241502016,18952301.205181733,16.757435917749643,7522582.886359232,15.833420105884821
262,0.00010155,17023707.126181275,16.650117467391247,19372653.129257254,16.77937299705447,4961165.255848896,15.417151201723932
263,0.0903389,14658415.31494343,16.500525152737126,20724405.145877,16.846822556324113,4948832.614276847,15.414662271231682
264,5.965e-05,14733163.292911742,16.505611517108132,18993595.264883112,16.759612388980724,7796600.327383541,15.86919834118357
265,0.00018462,14249207.453558156,16.47221184583807,19685836.696019765,16.795409985699507,7919494.044656507,15.884837878499546
266,0.00273737,13234103.156005073,16.39830762829519,18065486.858571693,16.70951387257834,7959330.7553366525,15.889855478323252
267,0.83060908,15035144.59295602,16.525900991449046,20391629.627246745,16.83063506222342,7855385.022302016,15.876709844677098
268,0.88771033,15064832.74527619,16.527873628279544,21569405.39517492,16.88678645169771,5102423.202037503,15.445226122506813
269,0.0001212,15017274.329416871,16.524711718419706,19320574.282565575,16.776681111077348,7787179.316361386,15.86798926195052
270,0.13383689,15876240.69034805,16.5803342534119,21578801.46170271,16.887221976942477,7669353.13013951,15.852742832125738
271,0.02769559,15463696.608605085,16.554005680472276,18245903.464982912,16.719451145123966,7602606.69180807,15.844001732214608
272,0.00491189,15020603.831257887,16.524933405306964,17746351.218043506,16.691690487573634,7755251.869068178,15.863880832346242
273,0.04133304,13517282.775087968,16.419479630206304,19071515.949445784,16.76370646835765,5386920.074100416,15.499484364741841
274,0.00163449,12580684.125225676,16.347673189731346,19029044.12142573,16.761477007922778,2821530.078990511,14.852789876972647
275,0.00010574,14487962.87647164,16.48882871617819,19136711.488421652,16.767119115665356,5283509.291723522,15.480101073492039
276,0.00132255,15048496.325837452,16.526788632263145,18256747.00750906,16.720045268712514,5261425.9532899745,15.475912641755977
277,0.02738968,15093851.264385618,16.529798017822234,18187136.600251444,16.716225121954178,5425648.389567856,15.506647969063344
278,0.00020468,15582883.706013434,16.561683671524555,16232124.775854073,16.6025028474872,10204785.080108944,16.138367293750413
279,0.00927993,15093851.264385618,16.529798017822234,14766172.682340078,16.5078494931245,7682208.390136827,15.854417614588113
280,0.00020682,15331414.803760646,16.545414536463042,18005467.066409234,16.706185995656686,7868108.6854990125,15.878328272007654
281,0.00024082,15481631.590741474,16.555164820490376,13986817.992231147,16.453625872038693,10204787.558320362,16.13836753659836
282,0.00261023,14964418.205383012,16.521185821492356,10029903.695997827,16.12108155829659,13047963.245935548,16.384142606443916
283,0.00014526,14373794.690356554,16.48091729350491,11461996.862188607,16.254547500336027,13145121.31002788,16.39156124470969
284,0.00049266,13712152.10361752,16.43379301249574,11429432.468302619,16.251702381721334,7501773.850567414,15.83065006395064
285,0.00013381,15038943.640600797,16.526153637357076,14284198.021247074,16.474664450751256,5111838.152745559,15.44706961427727
286,0.00065503,15081704.829610476,16.528992966515585,11784163.7064442,16.28226712929255,5102427.329252131,15.44522693137993
287,3.92e-05,13025998.555208199,16.38245780717248,12778787.981356207,16.36329716527676,7674917.0654866,15.85346804557936
288,0.00018697,14402331.38339809,16.482900653066444,15492107.83421516,16.55584128023128,10216858.970164558,16.139549754029584
289,4.5e-05,13176609.036874123,16.393953772970665,12833105.368686093,16.367538746953123,10373548.740901908,16.154769733901865
290,0.00039408,14662186.407029467,16.500782384300283,10585802.083834155,16.175024235196027,5174540.687834845,15.45926113720272
291,0.00083829,14305913.342269242,16.476183530192532,11365126.456787879,16.246060142068988,5266756.992469038,15.476925359650823
292,2.588e-05,14673384.880258052,16.501545858354557,11723810.054827148,16.277132379285153,2792490.6270604157,14.842444453450895
293,0.00276689,14727745.059308255,16.505243691812332,11777475.948738767,16.281699447417868,7914092.955594929,15.884155646574337
294,5.78e-05,14950705.55224995,16.52026905081779,10269340.335595744,16.14467334766998,7731662.354282187,15.860834449743585
295,0.00028214,15561929.837074736,16.56033809454293,9171839.369525205,16.03164840967151,10480008.508914014,16.164980048776115
296,0.00012509,15271923.759994214,16.5415266522324,8990561.557193372,16.011685869145843,7730441.514814652,15.860676535984837
297,0.07593332,15371440.993117161,16.548021864738736,11438627.64959452,16.252506576020284,7667656.992064955,15.852521649761254
298,0.00067713,15705839.183363343,16.569543123679725,11344397.15217811,16.244234537029975,7805938.562261254,15.870395356112843
299,0.04201718,15806489.768305475,16.57593115849409,12950822.433173053,16.376669852446383,7621260.485058971,15.846452331969523
300,0.00217905,14593014.3769676,16.49605350484556,12957827.441149812,16.37721059912222,7801584.474634254,15.86983740880376
301,0.00041718,14882629.234498408,16.515705267627173,15452224.307225004,16.553263519050795,12861417.034583466,16.369742460017772
