window,fisher_epsilon,n,mean,std,cv,q10,q50,q90,log_n,log_mean,log_std,log_cv,log_q10,log_q50,log_q90
32,0.01,481,372.1073434663124,29.256292367936634,0.07862325987819498,334.82146782221446,370.10613796302283,410.5120290233889,481,5.916087420330875,0.07875345484719463,0.013311746303233313,5.813597457892414,5.913789823861512,6.017405231808797
64,0.01,449,217.004084843271,30.44549160944484,0.14029916363755912,171.6182741200323,220.7014357610352,250.83738900076168,449,5.369808411813615,0.14346703861911755,0.02671734773693026,5.145272559699395,5.396810818728777,5.524804119630933
128,0.01,385,106.97485221330813,16.199700598095735,0.15143466209977546,88.13406112422963,102.66845260149094,130.09965343831024,385,4.661035854843102,0.15277359318213102,0.032776747045056495,4.47885806712682,4.631504889623233,4.868300662947372
