file,regime,control,n_points,fisher_trace,kl_vs_prev
mathematical_p0_seed42_shuffled,mathematical,shuffled,32,811.3194992837371,0.0
mathematical_p0_seed42_shuffled,mathematical,shuffled,48,193706.41591625748,1.4507499625741247
mathematical_p0_seed42_shuffled,mathematical,shuffled,64,7492.24706020445,1.284113497975112
mathematical_p0_seed42_shuffled,mathematical,shuffled,80,11648.981366163187,2.1831861987580052
mathematical_p0_seed42_shuffled,mathematical,shuffled,96,4264.877202832694,1.7042047910650933
mathematical_p0_seed42_shuffled,mathematical,shuffled,112,2459.5158402385996,2.298018570797542
mathematical_p0_seed42_shuffled,mathematical,shuffled,128,18214.417344506728,1.5624070630067133
mathematical_p0_seed42_shuffled,mathematical,shuffled,160,31263.377192489734,3.5381552124517577
mathematical_p0_seed42_shuffled,mathematical,shuffled,192,5319.0357125111,1.0411886749518613
mathematical_p0_seed42_shuffled,mathematical,shuffled,224,1799.6987860768681,3.2711713900213057
mathematical_p0_seed42_shuffled,mathematical,shuffled,256,8319.825267085374,1.125858153827758
mathematical_p0_seed42_shuffled,mathematical,shuffled,320,591.2204392620393,0.9758209328745144
mathematical_p0_seed42_shuffled,mathematical,shuffled,384,213.9161144028071,0.9110069832944205
mathematical_p0_seed42_shuffled,mathematical,shuffled,448,242.9102809262847,0.8438250479555085
mathematical_p0_seed42_shuffled,mathematical,shuffled,512,78.7272986720443,0.5199086643543843
mathematical_p0_seed42_shuffled,mathematical,shuffled,768,119.90421362186818,0.363398350194311
mathematical_p0_seed42_shuffled,mathematical,shuffled,1024,60.26556918949778,0.2213205541449801
mathematical_p0_seed42_shuffled,mathematical,shuffled,1280,58.73479132926631,0.10638100117489244
mathematical_p0_seed42_shuffled,mathematical,shuffled,1536,64.07904332486378,0.14520790390016317
mathematical_p0_seed42_shuffled,mathematical,shuffled,1792,58.00767520190126,0.08607471450805038
mathematical_p0_seed42_shuffled,mathematical,shuffled,2048,55.51581043335875,0.056110937207015134
mathematical_p0_seed42_shuffled,mathematical,shuffled,2304,54.232768092219445,0.053781182983654516
mathematical_p0_seed42_shuffled,mathematical,shuffled,2560,55.494295562548714,0.07612045078724164
mathematical_p0_seed42_shuffled,mathematical,shuffled,2816,54.408327423635065,0.05989543646565652
mathematical_p0_seed42_shuffled,mathematical,shuffled,3072,54.954570319511035,0.04924833674788885
mathematical_p0_seed42_shuffled,mathematical,shuffled,3328,51.149799625591996,0.039887668505647005
mathematical_p0_seed42_shuffled,mathematical,shuffled,3584,52.89616179640475,0.034170619074186837
mathematical_p0_seed42_shuffled,mathematical,shuffled,3840,51.8316231962374,0.04065133041275948
mathematical_p0_seed42_shuffled,mathematical,shuffled,4096,52.77553238368021,0.03384296664162282
mathematical_p0_seed42_shuffled,mathematical,shuffled,4352,52.34100636670819,0.030678236551831165
mathematical_p0_seed42_shuffled,mathematical,shuffled,4608,50.95093592754695,0.028910829357592704
mathematical_p0_seed42_shuffled,mathematical,shuffled,4864,51.11413670001468,0.02012054746950004
mathematical_p0_seed42_shuffled,mathematical,shuffled,5120,51.892844930456945,0.030707536857596196
mathematical_p0_seed42_shuffled,mathematical,shuffled,5376,51.84848096306062,0.028412263192449518
mathematical_p0_seed42_shuffled,mathematical,shuffled,5632,51.36159316746624,0.01916486037024791
mathematical_p0_seed42_shuffled,mathematical,shuffled,5888,51.081134606632126,0.01596184289719649
mathematical_p0_seed42_shuffled,mathematical,shuffled,6144,50.6426031706832,0.022757993002433596
mathematical_p0_seed42_shuffled,mathematical,shuffled,6400,50.815856390763855,0.016722871252688048
mathematical_p0_seed42_shuffled,mathematical,shuffled,6656,50.82333935402555,0.019877994509472252
mathematical_p0_seed42_shuffled,mathematical,shuffled,6912,50.89473938486224,0.011348495345283533
mathematical_p0_seed42_shuffled,mathematical,shuffled,7168,50.6600619166079,0.012966820033672359
mathematical_p0_seed42_shuffled,mathematical,shuffled,7424,50.221712152791696,0.016265726482871827
mathematical_p0_seed42_shuffled,mathematical,shuffled,7680,50.354957056061735,0.009334514919037631
mathematical_p0_seed42_shuffled,mathematical,shuffled,7936,50.33968900807619,0.012429536955468829
mathematical_p0_seed42_shuffled,mathematical,shuffled,8192,49.97433777948423,0.006668703440979215
mathematical_p0_seed42_shuffled,mathematical,shuffled,8448,50.496273504429276,0.007423052313021196
mathematical_p0_seed42_shuffled,mathematical,shuffled,8704,50.007111464581875,0.006933528086336556
mathematical_p0_seed42_shuffled,mathematical,shuffled,8960,50.344380001856244,0.011597168365861736
mathematical_p0_seed42_shuffled,mathematical,shuffled,9216,50.13326008097806,0.007986506803330315
mathematical_p0_seed42_shuffled,mathematical,shuffled,9472,50.354896514487514,0.00857692431084645
mathematical_p0_seed42_shuffled,mathematical,shuffled,9728,50.51684497887539,0.012173790703908218
mathematical_p0_seed42_shuffled,mathematical,shuffled,9984,49.906628827174195,0.009107867704526264
mathematical_p0_seed42_shuffled,mathematical,shuffled,10000,49.911366254791176,0.007130200516537133
