file,regime,control,n_points,fisher_trace,kl_vs_prev
creative_p0_seed7_shuffled,creative,shuffled,32,30365.394549094282,0.0
creative_p0_seed7_shuffled,creative,shuffled,48,3342969.8119743397,1.9879199885072023
creative_p0_seed7_shuffled,creative,shuffled,64,69740.02189927585,2.1011978163922542
creative_p0_seed7_shuffled,creative,shuffled,80,11282.604585453691,2.3521384116695088
creative_p0_seed7_shuffled,creative,shuffled,96,12901.256914616883,3.2935088539880275
creative_p0_seed7_shuffled,creative,shuffled,112,25478.67761714998,4.128727424890159
creative_p0_seed7_shuffled,creative,shuffled,128,8715.857180993735,1.4912789371110111
creative_p0_seed7_shuffled,creative,shuffled,160,18136.707292926065,2.273060081379018
creative_p0_seed7_shuffled,creative,shuffled,192,674.6051643775685,1.9958221060035257
creative_p0_seed7_shuffled,creative,shuffled,224,480.0145387817838,1.3476080050799992
creative_p0_seed7_shuffled,creative,shuffled,256,2595.5327195504565,1.182582863483058
creative_p0_seed7_shuffled,creative,shuffled,320,585.2837181571931,0.9689388458742231
creative_p0_seed7_shuffled,creative,shuffled,384,106.80499098295202,0.5000564066761217
creative_p0_seed7_shuffled,creative,shuffled,448,126.68208011683183,0.381182957539337
creative_p0_seed7_shuffled,creative,shuffled,512,166.5899431714442,0.29440180643732045
creative_p0_seed7_shuffled,creative,shuffled,768,143.3238901643288,0.3743160980990182
creative_p0_seed7_shuffled,creative,shuffled,1024,69.7830406581886,0.24887957430439314
creative_p0_seed7_shuffled,creative,shuffled,1280,64.74013131665298,0.1456442282744414
creative_p0_seed7_shuffled,creative,shuffled,1536,59.057981112475,0.12015461747974289
creative_p0_seed7_shuffled,creative,shuffled,1792,58.93460895378077,0.07803578850257163
creative_p0_seed7_shuffled,creative,shuffled,2048,56.86529041801401,0.10818319712808551
creative_p0_seed7_shuffled,creative,shuffled,2304,55.190419719522424,0.07030598859822804
creative_p0_seed7_shuffled,creative,shuffled,2560,54.87605859188058,0.0770398759971779
creative_p0_seed7_shuffled,creative,shuffled,2816,58.40051272655678,0.042671219611027635
creative_p0_seed7_shuffled,creative,shuffled,3072,54.07659662522424,0.052459626606566855
creative_p0_seed7_shuffled,creative,shuffled,3328,52.880486680053984,0.055994674051033366
creative_p0_seed7_shuffled,creative,shuffled,3584,53.4024852570296,0.05894284457720927
creative_p0_seed7_shuffled,creative,shuffled,3840,52.350601787306175,0.04492440993668889
creative_p0_seed7_shuffled,creative,shuffled,4096,52.83084454973229,0.03254294209199064
creative_p0_seed7_shuffled,creative,shuffled,4352,51.5381623655775,0.03733551266125652
creative_p0_seed7_shuffled,creative,shuffled,4608,51.957429737398414,0.023766221233554423
creative_p0_seed7_shuffled,creative,shuffled,4864,51.95978218876143,0.027377937520521218
creative_p0_seed7_shuffled,creative,shuffled,5120,51.982032510538815,0.03720449411298209
creative_p0_seed7_shuffled,creative,shuffled,5376,51.4898585956073,0.02727934026740824
creative_p0_seed7_shuffled,creative,shuffled,5632,50.42372237151022,0.015077683577339508
creative_p0_seed7_shuffled,creative,shuffled,5888,50.702986249624914,0.020913397096247507
creative_p0_seed7_shuffled,creative,shuffled,6144,50.96763090552853,0.013352203412545819
creative_p0_seed7_shuffled,creative,shuffled,6400,51.3203926778449,0.0178380560608613
creative_p0_seed7_shuffled,creative,shuffled,6656,50.77885096624452,0.01549036086518303
creative_p0_seed7_shuffled,creative,shuffled,6912,50.51484701807773,0.019189116933438912
creative_p0_seed7_shuffled,creative,shuffled,7168,50.63508728156422,0.015277639430866146
creative_p0_seed7_shuffled,creative,shuffled,7424,50.53950094308241,0.020511320995998037
creative_p0_seed7_shuffled,creative,shuffled,7680,50.28049743979842,0.011429844720902398
creative_p0_seed7_shuffled,creative,shuffled,7936,50.31871493641272,0.012418217719687772
creative_p0_seed7_shuffled,creative,shuffled,8192,50.565082539023194,0.019067510823641793
creative_p0_seed7_shuffled,creative,shuffled,8448,50.47295453598414,0.011414697913883259
creative_p0_seed7_shuffled,creative,shuffled,8704,50.26099635764059,0.012377847990217598
creative_p0_seed7_shuffled,creative,shuffled,8960,50.14130824525249,0.00939701139563077
creative_p0_seed7_shuffled,creative,shuffled,9216,50.633429136976595,0.009715953648035779
creative_p0_seed7_shuffled,creative,shuffled,9472,49.755374261644434,0.012563011522648188
creative_p0_seed7_shuffled,creative,shuffled,9728,50.188266085145486,0.011465862760402607
creative_p0_seed7_shuffled,creative,shuffled,9984,49.837023154309264,0.007578230343602542
creative_p0_seed7_shuffled,creative,shuffled,10000,49.87131752172026,0.005677721206768442
