step,entropy,fisher_w32,log_fisher_w32,fisher_w64,log_fisher_w64,fisher_w128,log_fisher_w128
105,1.0288716,355.4669939219949,5.873432400831735,210.16567157223977,5.347896131938533,,
106,0.93587236,353.92736530199306,5.86909170931818,210.2334423157455,5.348218543389242,,
107,0.7000355,394.256870009495,5.977002651206848,209.97713053347536,5.346998622565645,,
108,0.52100865,388.7348226918218,5.962897421424102,212.5133172445948,5.359004655787156,,
109,0.08792258,368.123778358267,5.908419235848948,224.11192823672582,5.412145606684986,,
110,0.22840162,393.4904039091107,5.975056681052124,222.81569859062472,5.406344966031521,,
111,0.33937608,366.06530732489284,5.902811752797594,223.91229924307376,5.411254453954312,,
112,1.13835267,384.7777455319458,5.95266588326242,247.91804189038027,5.513098215297206,,
113,0.07672084,347.41026294560993,5.850506395528416,207.35904992628565,5.3344518313936025,,
114,0.27038103,363.69243326734596,5.896308546902573,210.92055318243257,5.351481537370913,,
115,0.00186259,352.35509670833994,5.864639464570757,209.42479640628883,5.344364707883683,,
116,0.13007063,356.18176104121164,5.875441165280714,184.60339864797675,5.218209732776721,,
117,0.834268,361.6620603546005,5.890710240878615,197.62094709310838,5.28635078725158,,
118,0.15412798,404.0885125739719,6.001633944493959,209.1930472447519,5.343257496670749,,
119,0.39110927,393.1127664740519,5.974096508303551,233.43613256225342,5.4529085174775975,,
120,0.60949657,379.6692365268574,5.939300443483621,218.56370879179042,5.387077545454182,,
121,1.54409109,368.5835267947799,5.909667352958633,218.3411223154936,5.3860586210582655,,
122,0.19952989,413.8003236920488,6.025383547553884,205.74246341232717,5.3266252090555595,,
123,0.49842524,385.11292598957135,5.9535366055381935,222.0170126607453,5.402754012543036,,
124,0.00131841,395.7222973698352,5.980712695982078,222.68878195477504,5.405775200092791,,
125,0.71996565,349.220213542633,5.85570270757834,223.90765192361803,5.411233698651008,,
126,0.22490985,362.57103174616265,5.893220404743692,248.21290905684026,5.51428688212243,,
127,0.00375993,376.6278432891286,5.931257546812287,236.38502728820515,5.465461947181803,130.67394294643609,4.872705235386517
128,0.57830654,376.7222239056825,5.931508109256382,249.966516898106,5.521326976484924,121.90600666382909,4.8032503106122775
129,0.00044501,379.8189144348621,5.939694598177813,224.55716020324147,5.414130285924687,121.06286352499124,4.79630994395045
130,0.24284057,367.5072102031537,5.906742938060848,183.01923734743312,5.2095912694335995,121.54279519025496,4.800266424552474
131,0.00203592,383.67051565807066,5.949784152127006,208.71694303113793,5.340978994454149,126.60107096901214,4.841040969145165
132,0.91924531,366.88273928302397,5.9050422855095,211.94795184921782,5.356340734384264,131.16460401523463,4.876453053641824
133,0.02628093,369.87609608767565,5.913168074116255,212.65020255776366,5.359648574239813,129.1417388137674,4.860910551671461
134,0.73206015,373.6465679169564,5.923310345045626,210.43676289891923,5.34918519420732,105.74021827060605,4.660985315025015
135,0.23113809,392.14972367725755,5.971643715023103,223.42499772903187,5.409075777103114,103.4056755811102,4.6386598501338145
136,0.00298849,367.06912159073255,5.905550172529484,238.84945875941224,5.475833473806241,103.7753928225467,4.642228879261225
137,0.39987585,364.6097778267555,5.898827679840962,226.50851429580933,5.422782534926551,105.22387489052916,4.656090222183496
138,0.00055668,355.61132285828495,5.873838344691549,273.53434202695047,5.611427178977402,104.02532016679817,4.6446343326513215
139,0.04207164,385.15103484882206,5.95363555566755,234.38799177709882,5.45697782677069,103.4044859278799,4.6386483453487335
140,0.00182339,396.4809780033211,5.982628065153134,234.7911380524818,5.4586963447053956,103.14261379903519,4.636112630545597
141,0.83720836,437.3713557273546,6.08078261850648,246.77568786930735,5.50847977773521,102.89678780800624,4.633726425715303
142,0.02167129,409.768716891504,6.015592895388513,248.8935567282067,5.517025322048544,103.13654707948626,4.636053810066351
143,0.04725722,394.9447175860835,5.978745799628171,223.48550626127343,5.4093465630079915,101.5261856357127,4.620316751767778
144,0.51782374,398.6488327474728,5.988080910930854,196.20048535600705,5.2791370209100945,103.21798102679404,4.636843072626107
145,0.68574465,425.48469667316425,6.053228981851176,199.089056837063,5.293752246410767,104.50848503623202,4.649268264627573
146,0.2072561,411.9992460275595,6.021021519317657,234.14141046308862,5.455925251049306,115.01695442558432,4.745079547284237
147,0.01310125,440.87423765236525,6.08875965938515,209.21292189545173,5.343352498425889,102.55435692184948,4.630392969445726
148,0.33436593,439.35454556479687,6.085306708001446,219.6676905771478,5.39211590702451,113.85092167539767,4.734889888000895
149,0.08309173,414.93736060944616,6.028127570547877,234.61935507833647,5.457964435281436,113.25829899131902,4.7296710419548225
150,0.16414609,411.72896770284757,6.020365287492872,234.8928760766197,5.4591295637320965,112.5145828782809,4.723082838828524
151,0.00017367,383.8520617876627,5.950257222596365,206.884935209966,5.332162770162281,112.6506824544544,4.72429172504414
152,0.00213211,368.7754191265632,5.910187838502822,165.66892866102086,5.109991391224767,111.11062749579841,4.710526349098631
153,0.56165779,383.23214085876316,5.948640917471791,206.74483258911155,5.331485340068418,100.36955335269505,4.608858907807788
154,0.00010416,360.83501987640324,5.888420845219977,208.7318627911281,5.34105047512334,100.69695896035995,4.612115600265141
155,0.00050458,419.74429107708886,6.039645695095865,208.50119327031578,5.3399447643414995,89.42156054226106,4.493361822479331
156,0.70205036,347.7933824854878,5.85160857495794,234.93023410067315,5.459288593900357,102.14776776540315,4.626420468508005
157,1.14633821,336.5446869107872,5.818730939408284,233.8618010939231,5.454730347272882,100.37886941135059,4.608951721076594
158,0.99509081,338.6747481997328,5.825040201980092,233.68871017863665,5.45398993134339,113.64471903800788,4.733077082329429
159,0.00035566,350.8335457161648,5.860311882254984,216.38485891524832,5.37705857648031,101.66400493162134,4.6216733065961275
160,1.0669037,342.2551051215768,5.835556380409617,206.21490646928765,5.328918860285621,103.7363854924831,4.6418529263313255
161,0.28083323,336.7962390800621,5.819478115678931,204.68779326821195,5.321485858589274,103.73775531217014,4.641866131058254
162,0.49045172,333.40722924753595,5.809364653487538,193.91572797392593,5.267423672800861,91.13610343698231,4.512354031322722
163,0.77267669,380.43020177303055,5.941302722296268,170.63778161371314,5.139543073690129,101.9121499918243,4.624111167584253
164,0.2790439,318.60973114460404,5.763966940464007,169.3008948581383,5.131677574760905,103.66663379298605,4.641180306401615
165,0.04431568,316.2085137787745,5.75640184970946,171.8857250903907,5.146829866999913,102.74494792538829,4.632249683558168
166,0.13711468,344.62315297023406,5.84245150979455,155.51143677085133,5.046719277280344,103.65500271285575,4.641068103157047
167,1.02491778,332.7645326543924,5.807435130714888,139.463791195886,4.937805006249737,102.47837224581511,4.629651773834455
168,0.01906802,320.62896000813856,5.7702845667513385,195.8508473856633,5.277353386809978,102.5777731194983,4.630621273005445
169,0.30937559,341.85326249574194,5.834381587961307,235.88047890538667,5.463325231422708,101.94550942552918,4.62443844921888
170,0.00080439,336.5842392154139,5.818848457176833,274.5401082115025,5.615097363979124,101.99834897478966,4.624956626631598
171,0.03548593,335.3597276898425,5.8152037696987415,225.54564058753155,5.41852253574712,90.86188795177597,4.509340638805411
172,1.04475459,362.6866038761571,5.893539111159995,238.6962657735243,5.475191889207017,88.97611495658822,4.488367962439836
173,0.16597938,330.8338143943164,5.801616177980792,238.38885764155953,5.47390319601823,100.36548258911347,4.608818349232021
174,0.2707139,352.81230813455295,5.8659362105268,226.232085269709,5.421561398316687,101.0142196280555,4.615261295328092
175,0.13231241,364.9142898027495,5.899662503549161,222.8261881079266,5.406392042025124,89.76043233734043,4.49714425835526
176,0.39722058,346.65822488828917,5.84833935188703,224.43368123021094,5.413580256994256,100.81772856120958,4.613314218755872
177,0.00755029,320.63840151083775,5.7703140131360025,211.0969828494336,5.352317662234057,88.03176599131487,4.477697726515654
178,0.08681507,319.61480653762624,5.767116541159503,210.63827771281348,5.350142338705773,88.0083924350811,4.477432178511379
179,0.00046062,335.56172237790594,5.815805910811226,201.0411912280098,5.303509818546123,86.0755482622321,4.4552253787916625
180,0.28597133,326.4856328719827,5.788385944293428,201.33067617816468,5.304948711389041,98.77503816772963,4.592844922708209
181,0.09035731,324.98644678271233,5.783783479253137,212.97869912863524,5.3611921566177685,97.14986269614957,4.576254762504381
182,0.00116548,336.42437334645854,5.818373378941642,193.3593100644519,5.264550168248873,75.67610981579024,4.326462520354129
183,0.32941692,302.40373588531287,5.711762998347164,194.40693314509227,5.269953555716988,88.85404033659563,4.4869950272482
184,0.00016284,334.41876551433063,5.81239399660474,195.02270004315594,5.273115962266296,75.65564775767697,4.326192093861157
185,0.38714117,335.37880273007175,5.815260647421935,204.57352692209489,5.320927455713415,95.71122359081967,4.561335570483213
186,0.00109032,334.7448460399472,5.8133685880074895,212.8298750498747,5.360493137885665,95.31544537222624,4.5571918685902455
187,0.28991286,389.7076110882,5.965396742788277,222.2192753095364,5.403664621010847,96.81908630434629,4.572844147412137
188,0.00236287,336.41625897035493,5.818349259185152,212.69586566519436,5.359863284618102,108.71645710467706,4.688743181974502
189,0.23601987,336.6918136390623,5.819168012355152,210.2888029545174,5.348481838088699,97.19467990823641,4.576715976514105
190,0.03567345,365.9881818341553,5.902601042809417,194.3698872993063,5.269762979304249,110.60718283532411,4.705985031240967
191,0.00065927,383.3539986039052,5.948958840637618,170.3209510891154,5.137684604700183,99.70234839252132,4.602189231279368
192,0.10369613,405.70418476040766,6.005624285072705,186.26901327495227,5.227191936747111,99.16070041929268,4.596741770668593
193,0.00029283,395.7838470931126,5.98086822155527,182.2825227110074,5.205557806057469,98.02202431358656,4.585192191314535
194,0.00411975,362.71929689318694,5.8936292483287644,170.12020724516634,5.136505288613978,98.61240863338912,4.591197101899183
195,0.00133861,362.4209304766463,5.892806327679442,156.2878083464995,5.051699232763262,99.26715720570913,4.5978147731986265
196,0.52448132,377.94921182854114,5.934759826350487,158.30246212192498,5.064507520284173,98.10094980715236,4.5859970485545425
197,0.00217429,403.1386202286056,5.9992804735928775,166.6850570067835,5.116106145707548,97.94677713137352,4.584424240647324
198,0.03697831,375.76994918521785,5.928977118867732,218.79761729896126,5.388147180630036,88.28750382360175,4.480598578043569
199,0.03290763,334.292725309629,5.812017032224963,221.3126854571029,5.399576567859246,99.46602610594621,4.599816139687135
200,0.43386869,379.818038883668,5.939692292994553,182.67676050680737,5.20771825500217,100.70511209876126,4.612196564064201
201,0.00803804,353.7119602545685,5.8684829103261,235.69883628797143,5.462554872670548,102.21071556413493,4.627036521237474
202,0.00406271,334.51891179876236,5.812693415485083,209.78232253379684,5.346070433755406,89.76650450485414,4.4972119046664245
203,0.04387291,350.6351685446972,5.859746277053431,197.3058414088173,5.284755019325308,91.62467500725566,4.517700613212865
204,0.00149146,366.01719765433387,5.902680320424054,207.78587952170255,5.3365081241026715,92.21044635766424,4.524073425203733
205,0.17370287,366.3499513618441,5.903589027841788,209.82297046865344,5.346264177426716,91.58794233550705,4.517299629123739
206,0.00043315,364.76498078155856,5.89925325792771,210.23156415034228,5.3482096096355445,102.06720291525666,4.625631448446865
207,0.00035914,354.58894246254215,5.870959210025145,234.7320011704814,5.458444442818681,85.67754259545127,4.450590744535968
208,0.17661145,379.74014802481213,5.939487197820881,232.99746864692017,5.451027589330376,86.39059485742303,4.458878814067923
209,6.726e-05,380.8218766773534,5.94233175052482,164.50971030737247,5.102969597687419,86.27118194408422,4.457495613517231
210,0.00014073,355.3525136124603,5.87311029287237,219.7471134152617,5.392477400712284,86.28162521329986,4.4576166578444765
211,0.01150524,392.7179201166711,5.97309159363848,220.41619556526558,5.395517557180069,99.1599212973589,4.596733913473239
212,1.19365359,369.1190613679006,5.9111192515307405,207.73437936515458,5.336260241330603,98.59657192783166,4.591036493537977
213,0.64630135,393.2086923421664,5.974340494697448,235.5731470564453,5.462021468441363,98.21934058976572,4.587203146984059
214,0.50055324,360.55350701417836,5.887640370161056,237.5175536590972,5.470241530887043,99.82869274982563,4.603455644499756
215,0.68037247,387.56708738997906,5.959888962556683,179.02193705222425,5.187508351696086,99.80451133774407,4.6032133860807685
216,0.28215664,392.1125893269599,5.97154901622218,193.92846831562255,5.267489371046822,100.27303689190475,4.607896834220947
217,0.02636304,409.6144092641713,6.015216251974142,194.01229293356766,5.267921522692758,90.84273574872549,4.509129832908111
218,0.47971999,421.1098106101973,6.042893632474739,222.47084977810908,5.404796080790225,90.52014813038286,4.505572457202165
219,0.04693952,416.5308479170328,6.031960523490977,155.717322013925,5.0480423251497655,99.70667373704227,4.60223261291251
220,0.00088075,426.57839038700075,6.055796149308839,209.69004013333955,5.34563044099231,108.26640034500902,4.68459485974886
221,0.01937267,408.0340057916437,6.011350518459488,209.347320570786,5.343994693581174,99.26565958906743,4.597799686356402
222,0.72306782,393.4758297204516,5.975019642134727,222.40344506832727,5.404493052671593,97.48604900009333,4.579709280587324
223,0.00142236,378.0951112622365,5.935145781065179,233.67020739040345,5.453910751135001,88.43158690353403,4.482229223734036
224,0.0283406,391.9257417485555,5.971072387530607,233.5377458633264,5.4533437165641905,88.61607609477254,4.48431328691667
225,0.00014513,385.8824527978843,5.9555327966568905,207.03708607172365,5.332897936984955,88.8957971592808,4.487464865353727
226,0.0038383,398.21864556454847,5.987001215156028,234.77914828485564,5.458645277727873,78.30822352666328,4.360652623365237
227,0.00489423,426.9940891474951,6.0567701703868995,219.50171845724464,5.39136006144697,77.83852774748559,4.354636523869045
228,0.00071427,394.7784685619072,5.978324768488276,219.5897411718321,5.391760992568886,64.04643550235046,4.159608374996317
229,0.02318652,397.3866500520734,5.984909736327667,245.5838054636903,5.503638255433182,64.20934827413909,4.162148811842269
230,0.00046842,399.5426748488092,5.990320580149243,260.3296051246267,5.5619485401649085,76.03019243587495,4.331130530289029
231,0.00572937,395.0866082032356,5.979105002140896,285.22363058362714,5.653273541291583,87.22250082930735,4.468462334662446
232,0.00010879,378.22218950262953,5.9354818258481306,235.1859417519887,5.460376442775454,85.3835004591506,4.447152879073967
233,0.00600538,396.9805457560976,5.983887276353243,236.8732089008204,5.467525014439535,109.87604197465123,4.699352839233652
234,9.127e-05,386.9719829769475,5.9583522950007035,237.48396334344943,5.470100098430508,134.54886535981876,4.90192744428577
235,0.0022185,381.77628814971473,5.944834803940592,237.62370206222073,5.470688338667303,114.65249191501249,4.7419057440438355
236,0.00364332,382.38947120590655,5.946439647340836,250.46194108457462,5.523306977184009,114.60987085394599,4.741533933677382
237,6.338e-05,398.3487040893779,5.987327762625095,209.50528944941686,5.344748987012045,111.25788117029964,4.711850760517397
238,0.00958468,384.2614357633657,5.951323143233793,236.96244211797398,5.467901656501046,113.18879810487643,4.729057204201845
239,7.457e-05,417.69912835838153,6.034761384736244,264.213820607315,5.576758701875665,127.97573742990514,4.851840694623627
240,0.00188546,380.05994910465813,5.9403290010792364,211.96690597110074,5.356430158576627,137.21889103915595,4.921577395603182
241,0.00020351,383.292951911372,5.94879958430034,233.5546966025301,5.453416296369257,127.86860188768719,4.85100318890616
242,0.09793686,411.2811735129605,6.01927710106199,220.48253774411268,5.395818497846647,114.10622132857914,4.7371297806101476
243,0.00136195,381.62442217319085,5.9444369369318935,220.82773401943163,5.3973829134871085,116.1284404770688,4.754696824054164
244,0.08366081,394.9917763376402,5.978864945286016,235.0884729909217,5.459961924105473,116.16231199374856,4.754988454405863
245,0.00474861,388.113304685161,5.961297319377471,232.54613637544082,5.449088641364989,111.64799181437874,4.715350991688034
246,0.00025402,413.3427245283853,6.024277090306054,233.89518266666548,5.454873077681867,113.46321721375082,4.731478706985137
247,0.0174629,401.39340747084196,5.9949420123879085,248.16643423974938,5.514099626879623,114.17168711769229,4.737703342820819
248,0.00023763,427.0702783282421,6.056948585934604,259.3793851677626,5.558291797512939,101.30998640822281,4.618184988905305
249,0.00119241,431.6148003003928,6.067533524502225,274.0599497169541,5.613346877043449,91.00850387643817,4.510952951342374
250,0.00184131,396.58200488158315,5.982882841585747,259.9573927728198,5.560517743636032,77.93097802194548,4.3558235377824355
251,0.24001943,384.13091503792197,5.95098341906407,248.62105577255184,5.515929872885612,77.72650459049721,4.353196313628119
252,0.00062305,385.4810241429157,5.954491967778654,262.20280953803103,5.5691182865202125,77.72862502380207,4.353223593954091
253,0.00719558,396.4387558336047,5.982521567186304,261.46952563629065,5.5663177399503345,75.34268202813558,4.322046800623305
254,0.00300034,380.66660439025617,5.941923937949556,247.72769763791106,5.512330149533107,64.06704250632512,4.1599300742347225
255,0.17393325,384.27340669900644,5.951354295850384,248.68880330384007,5.516202328902604,75.47587123343794,4.3238130188643105
256,0.0011559,398.77694891357305,5.988402235297708,248.76201768531087,5.516496687174458,77.73977880530806,4.353367080106266
257,0.00099381,413.97823488850116,6.0258133997102306,251.69410677564625,5.528214488182805,78.00529269181747,4.356776679410845
258,0.00893988,395.85293423598796,5.981042764084572,263.58260519949476,5.5743668110711955,80.5182262782075,4.388483572190755
259,0.00047479,381.9587115468496,5.945312517809084,263.91621369896677,5.5756316804206545,81.49273874861365,4.400513921168577
260,0.05354007,391.359764457662,5.969627250642693,236.86969689396983,5.467510187803367,106.38040336844406,4.667021381076527
261,0.00062095,400.72930855977063,5.99328615836573,249.8764978277922,5.520966787110921,104.13889410623298,4.645725528379664
262,0.00010155,411.0774081529016,6.018781537766921,250.27476404172756,5.5225593705090885,88.6001336086011,4.484133365607653
263,0.0903389,363.3384374957113,5.895334734609739,263.9205727859351,5.575648197219332,89.56618777069133,4.494977880128747
264,5.965e-05,365.9479649063252,5.902491150906825,248.3428166411718,5.514810116799113,98.40509802732497,4.589092611936938
265,0.00018462,353.1501906746083,5.866893435780053,252.4398400513913,5.5311729631054405,98.65724874072029,4.591651709147964
266,0.00273737,331.1440062431315,5.802553344942729,236.87517801502253,5.467533327351015,99.29150209982407,4.598059989341021
267,0.83060908,367.8466043795898,5.9076660153436595,265.50854327156713,5.581647018211625,100.70797562563332,4.612224998431645
268,0.88771033,368.62319722756797,5.909774976591282,278.8131493057213,5.6305418417114925,87.66267823659649,4.473496247074667
269,0.0001212,368.93156203764266,5.910611158106399,251.4550394146926,5.52726420383569,101.91113690607037,4.624101226759833
270,0.13383689,383.9444453150372,5.950497868462726,277.1844572888496,5.6246831953572,101.90575968560455,4.624048461551874
271,0.02769559,380.57168959136766,5.941674568467935,246.85980729833142,5.5088205937043275,102.62244578363558,4.631056678631051
272,0.00491189,369.9138648465754,5.913270180824719,235.23843259392603,5.460599606561251,102.61107613421257,4.630945881434488
273,0.04133304,338.29719524373996,5.8239247850154925,247.29561213099174,5.5105844312684304,92.97392078365905,4.532319032146659
274,0.00163449,318.9899171489063,5.765159494601632,246.7353986238532,5.508316501786011,79.24452180064786,4.372538284824234
275,0.00010574,352.7270995071007,5.865694668730711,247.6797189618265,5.512136455718171,91.90349833366383,4.520739095379927
276,0.00132255,369.4008364884368,5.911882332214218,238.44578476497452,5.47414196694057,90.919461892145,4.5099740804906405
277,0.02738968,369.3571408672392,5.9117640373934845,237.56493423070273,5.470440993392904,90.61348253142839,4.506603015789932
278,0.00020468,378.4483055731162,5.936079486464446,220.7014357610352,5.396810818728777,114.23372550883545,4.738246573315712
279,0.00927993,369.3571408672392,5.9117640373934845,207.67318613447492,5.335965623532544,101.1849667731895,4.616950196146729
280,0.00020682,376.1132769445446,5.929890366487196,236.8043082311272,5.467234096387962,103.5745244459842,4.640291396555234
281,0.00024082,381.507601375012,5.944130775493278,195.03381427800718,5.273172950084451,116.72810534248065,4.759847344422425
282,0.00261023,367.710332724593,5.9072954888767555,155.93080988472153,5.04941238248263,129.19776455290764,4.861344288976739
283,0.00014526,356.63289469601915,5.876706946536502,169.6322142692873,5.1336326479465,131.40174504244428,4.878259386346225
284,0.00049266,338.994848565589,5.8259849112932764,170.45344109126097,5.138462186653883,106.3545414192221,4.666778243313004
285,0.00013381,369.2371297273114,5.9114390656308755,197.5204302577078,5.285842023334004,90.17561502474645,4.501759047112853
286,0.00065503,369.7078826715215,5.912713187520856,171.9307959936522,5.147092046975311,92.02785003516185,4.5220912490127585
287,3.92e-05,324.21666967554563,5.781412025856174,182.24586652334227,5.205356690375557,102.24779964528597,4.62739927532986
288,0.00018697,357.71524910510686,5.879737276346252,207.92530973696546,5.337178927410804,110.33421841265043,4.7035141085437004
289,4.5e-05,335.4250214798041,5.8153984485141095,183.50060196279603,5.212217947940449,110.09600712821627,4.7013527772055825
290,0.00039408,362.4090400096983,5.89277351869683,159.08554852644878,5.069442098574893,89.48509351647724,4.494072058520815
291,0.00083829,362.68055497608736,5.893522432985374,167.78217592113512,5.122666566228648,86.83773633603242,4.464041277604844
292,2.588e-05,361.4927444633283,5.890241970756539,168.99239289012368,5.129853701425506,76.00593405025135,4.3308114168468475
293,0.00276689,366.7422900466929,5.904659394434546,169.74000017109955,5.13426785554954,100.6164994747581,4.611316254900837
294,5.78e-05,369.3906114297628,5.911854651713305,155.86907264109067,5.049016376916896,99.82778083626488,4.603446509673879
295,0.00028214,379.16883754541163,5.937981587535098,144.37337153065826,4.972402801771117,113.73963042137248,4.73391189254484
296,0.00012509,382.94736833042396,5.947897560234911,144.32544001933047,4.972070749751152,103.61210461347338,4.640654162898525
297,0.07593332,378.8800782262142,5.937219738722558,168.9427448710799,5.129559869776451,102.39933920163054,4.628880259475509
298,0.00067713,384.3716310072551,5.951609873663197,169.30405561344702,5.131696244040869,103.03714581220997,4.635089562168534
299,0.04201718,382.13596428593024,5.945776472729506,184.3862156543375,5.217032555911567,100.00299103732291,4.6052000959140145
