regime,prompt_idx,seed,D_A,D_B,jsd_mean,jsd_max,jsd_n,turn1_jsd_max,turn1_jsd_n
creative,0,42,0.375851522099257,0.3710707300300287,0.18414828515334988,0.4885085117420914,15,0.0,20
factual,0,42,0.2149419467517591,0.24452965000385724,0.023894315105138973,0.1523828821158163,20,0.0,20
mathematical,0,42,0.2652473265972025,0.31095718448499077,0.012408015327105575,0.05004262145639352,20,0.0,20
