input output
2703 2703
2703 2735
2703 2573
2703 2702
2703 2695
2703 2703
2703 2703
2703 655
2703 2703
2703 2703
2703 2703
2703 655
2703 2698
2703 2703
2703 2703
2703 2702
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2702
2703 2703
2703 2703
2703 2575
2703 2959
2703 2703
2703 2703
2703 2191
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2716
2703 2702
2703 2703
2703 2703
2703 2703
2703 2575
2703 2703
2703 2697
2703 2767
2703 2703
2703 2701
2703 2703
2703 2575
2703 2702
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2695
2703 2703
2703 2699
2703 2703
2703 2699
2703 2574
2703 2703
2703 2703
2703 2703
2703 2703
2703 2699
2703 2702
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2702
2703 2703
2703 2703
2703 2703
2703 655
2703 2703
2703 2703
2703 2703
2703 2191
2703 2703
2703 2699
2703 2698
2703 2699
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2691
2703 2959
2703 2699
2703 2575
2703 2703
2703 2703
2703 655
2703 2223
2703 2703
2703 2703
2703 2703
2703 2695
2703 2699
2703 2703
2703 2703
2703 2703
2703 2695
2703 2702
2703 2703
2703 2695
2703 2701
2703 2701
2703 2703
2703 2703
2703 2703
2703 2573
2703 2702
2703 655
2703 2703
2703 2191
2703 2703
2703 2701
2703 2703
2703 2701
2703 2735
2703 2703
2703 2701
2703 2701
2703 2695
2703 2700
2703 2698
2703 2703
2703 2702
2703 2703
2703 2703
2703 2703
2703 2695
2703 2703
2703 2191
2703 2703
2703 2699
2703 2575
2703 2702
2703 2703
2703 2699
2703 2733
2703 2695
2703 2703
2703 655
2703 1551
2703 2703
2703 2703
2703 2701
2703 2702
2703 2703
2703 2703
2703 2735
2703 2699
2703 2695
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 1678
2703 2703
2703 2701
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2702
2703 2703
2703 2735
2703 2703
2703 2703
2703 2703
2703 2703
2703 2701
2703 2703
2703 2703
2703 2959
2703 2575
2703 2735
2703 2703
2703 2703
2703 2703
2703 2700
2703 2575
2703 2703
2703 2735
2703 2703
2703 2702
2703 2699
2703 2703
2703 2703
2703 2701
2703 2703
2703 2701
2703 2703
2703 2703
2703 2703
2703 2703
2703 2699
2703 655
2703 2703
2703 2701
2703 2701
2703 2700
2703 2703
2703 2695
2703 2701
2703 2703
2703 2699
2703 655
2703 2702
2703 2186
2703 2703
2703 2703
2703 2695
2703 2703
2703 2700
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2573
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 3725
2703 2703
2703 2701
2703 2703
2703 2703
2703 2702
2703 2703
2703 2703
2703 2702
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2735
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2702
2703 2703
2703 2703
2703 3727
2703 2703
2703 2703
2703 2695
2703 2703
2703 2703
2703 655
2703 655
2703 2703
2703 2699
2703 2703
2703 2703
2703 2575
2703 2703
2703 2703
2703 2703
2703 2703
2703 655
2703 2703
2703 2703
2703 2702
2703 2703
2703 2703
2703 2703
2703 2719
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2950
2703 2703
2703 2733
2703 2735
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2701
2703 2703
2703 2575
2703 2703
2703 2695
2703 2703
2703 2703
2703 2701
2703 2191
2703 2702
2703 2699
2703 2719
2703 2695
2703 2702
2703 2735
2703 2959
2703 2703
2703 2703
2703 2703
2703 2757
2703 2703
2703 2703
2703 2702
2703 2703
2703 655
2703 2703
2703 2702
2703 2703
2703 2703
2703 2574
2703 2703
2703 2703
2703 2703
2703 2719
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2701
2703 2703
2703 2695
2703 2703
2703 2703
2703 2719
2703 2063
2703 2695
2703 2703
2703 2703
2703 2702
2703 2694
2703 2703
2703 2575
2703 2703
2703 2703
2703 2703
2703 2703
2703 2959
2703 2703
2703 2703
2703 655
2703 2703
2703 2575
2703 2699
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2767
2703 2735
2703 2589
2703 2703
2703 2703
2703 2703
2703 2703
2703 2719
2703 2703
2703 2695
2703 2719
2703 2703
2703 2575
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2703
2703 2575
2703 2699
2703 2703
2703 2703
2703 2735
2703 2703
2703 2703
2703 2703
2703 2695
2703 2703
2703 655
2703 2703
2703 2703
2703 2703
2703 2701
2703 2703
2703 2703
2703 2703
2703 2703
2703 2957
2703 2703
2703 2695
2703 2959
2703 2575
2703 2701
2703 2703
2703 2703
2703 2571
2703 2703
2703 2702
2703 2695
2703 2703
2703 2703
2703 2695
2703 2703
2703 2703
2703 655
2703 2607
2703 2575
2703 2701
2703 2699
2703 2703
2703 2702
2703 2703
2703 2695
