input output
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 67464
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 139144
73608 73608
73608 72584
73608 73608
73608 73608
73608 73608
73608 73608
73608 71560
73608 73608
73608 204680
73608 73608
73608 73608
73608 73484
73608 73608
73608 73608
73608 204682
73608 73608
73608 89992
73608 104328
73608 73608
73608 73608
73608 73352
73608 73608
73608 73612
73608 73352
73608 81800
73608 73612
73608 73608
73608 73608
73608 73608
73608 73600
73608 73608
73608 8072
73608 72576
73608 73608
73608 73616
73608 73600
73608 73608
73608 72584
73608 72584
73608 73608
73608 73608
73608 73352
73608 73608
73608 73608
73608 73608
73608 73612
73608 73620
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 69512
73608 81800
73608 73480
73608 73608
73608 69000
73608 73608
73608 73608
73608 8072
73608 73608
73608 73608
73608 73608
73608 71560
73608 73600
73608 73352
73608 71560
73608 73100
73608 73480
73608 73610
73608 72076
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 72586
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 69384
73608 73624
73608 73608
73608 73608
73608 73608
73608 73608
73608 71040
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73484
73608 73608
73608 73608
73608 73608
73608 73608
73608 73480
73608 73608
73608 73608
73608 73608
73608 73488
73608 73482
73608 73608
73608 73600
73608 73480
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 66440
73608 73608
73608 67464
73608 73608
73608 70528
73608 73608
73608 73608
73608 73608
73608 73608
73608 72576
73608 69512
73608 73488
73608 106378
73608 73609
73608 73608
73608 73608
73608 73608
73608 73608
73608 71560
73608 73608
73608 73608
73608 204553
73608 73608
73608 73608
73608 69513
73608 73610
73608 73612
73608 73608
73608 73608
73608 73352
73608 70528
73608 73608
73608 73352
73608 73226
73608 73608
73608 73608
73608 72585
73608 73608
73608 73608
73608 73608
73608 69516
73608 71576
73608 73608
73608 72584
73608 73480
73608 73608
73608 73608
73608 71552
73608 73608
73608 71560
73608 8072
73608 73609
73608 73608
73608 73616
73608 73608
73608 73608
73608 73608
73608 73352
73608 73608
73608 73608
73608 73608
73608 73608
73608 204680
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 72960
73608 8074
73608 73608
73608 73608
73608 70536
73608 73608
73608 73608
73608 73600
73608 73608
73608 73608
73608 8074
73608 71564
73608 69512
73608 73600
73608 73608
73608 72584
73608 71560
73608 73612
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73096
73608 73608
73608 73096
73608 73608
73608 71320
73608 73612
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73352
73608 73608
73608 73610
73608 72584
73608 73600
73608 73608
73608 81800
73608 73480
73608 73608
73608 73608
73608 73612
73608 73612
73608 73608
73608 73612
73608 71560
73608 71320
73608 73608
73608 73608
73608 73608
73608 73608
73608 73609
73608 73608
73608 73608
73608 69388
73608 73608
73608 73608
73608 73608
73608 89992
73608 73608
73608 73608
73608 73600
73608 73096
73608 73640
73608 72584
73608 73608
73608 71560
73608 73353
73608 73608
73608 73480
73608 73608
73608 73096
73608 89992
73608 73608
73608 73602
73608 73608
73608 73608
73608 69388
73608 73608
73608 73608
73608 73352
73608 73608
73608 73608
73608 73608
73608 73608
73608 72588
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 72588
73608 73608
73608 73608
73608 73608
73608 73352
73608 73608
73608 73608
73608 88968
73608 73608
73608 139144
73608 73608
73608 73608
73608 73608
73608 7944
73608 81808
73608 73608
73608 73608
73608 73096
73608 73480
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 71560
73608 79624
73608 73608
73608 73600
73608 73608
73608 72584
73608 73608
73608 71560
73608 73612
73608 73608
73608 71560
73608 73608
73608 73608
73608 73480
73608 73608
73608 73608
73608 73608
73608 73608
73608 73612
73608 73608
73608 73616
73608 73608
73608 73096
73608 73608
73608 73096
73608 73608
73608 73609
73608 73612
73608 73608
73608 73608
73608 73608
73608 8072
73608 73610
73608 204680
73608 73472
73608 73608
73608 73608
73608 71560
73608 71560
73608 73609
73608 73608
73608 73608
73608 73600
73608 200576
73608 73608
73608 73612
73608 73608
73608 73608
73608 71561
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73352
73608 73608
73608 73612
73608 73608
73608 73480
73608 73608
73608 73097
73608 71560
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 72584
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 69512
73608 71560
73608 73096
73608 70536
73608 71576
73608 73608
73608 73608
73608 73608
73608 71560
73608 73608
73608 73608
73608 73608
73608 7048
73608 73608
73608 73476
73608 73608
73608 72460
73608 7816
73608 66440
73608 71560
73608 8072
73608 69256
73608 73608
73608 73608
73608 72320
73608 69512
73608 73604
73608 73352
73608 69512
73608 73610
73608 71424
73608 73608
73608 73608
73608 73608
73608 73608
73608 71560
73608 73608
73608 73608
73608 72072
73608 73608
73608 73608
73608 8072
73608 73608
73608 73608
73608 71564
73608 73608
73608 73608
73608 73604
73608 71436
73608 73608
73608 73608
73608 72584
73608 73608
73608 73480
73608 73608
73608 72970
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73609
73608 73612
73608 73608
73608 73600
73608 73610
73608 73609
73608 73608
73608 73609
73608 73100
73608 72588
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 72584
73608 72092
73608 73352
73608 73608
73608 73612
73608 73608
73608 73608
73608 71560
73608 73612
73608 73480
73608 67472
73608 73608
73608 204684
73608 73608
73608 72584
73608 71561
73608 73608
73608 73609
73608 73096
73608 73608
73608 69544
73608 73608
73608 73608
73608 73096
73608 73612
73608 72586
73608 73608
73608 73608
73608 73608
73608 71560
73608 73608
73608 73604
73608 73608
73608 72072
73608 73608
73608 73608
73608 73608
73608 73600
73608 73608
73608 71560
73608 73608
73608 71560
73608 73608
73608 73608
73608 73608
73608 73608
73608 71560
73608 73608
73608 8072
73608 73608
73608 73612
73608 72456
73608 8064
73608 73612
73608 73608
73608 73612
73608 73612
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73624
73608 73608
73608 73610
73608 71433
73608 73608
73608 73608
73608 204680
73608 73640
73608 73480
73608 73612
73608 73608
73608 73608
73608 73608
73608 73608
73608 73481
73608 73608
73608 73096
73608 71560
73608 73608
73608 204680
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73352
73608 73612
73608 72584
73608 71560
73608 69512
73608 73608
73608 70536
73608 72584
73608 73608
73608 72584
73608 73610
73608 8064
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73480
73608 71560
73608 73612
73608 73608
73608 73608
73608 73608
73608 73608
73608 89992
73608 73484
73608 8076
73608 72584
73608 73608
73608 73601
73608 73612
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73600
73608 204680
73608 73608
73608 73352
73608 73608
73608 73608
73608 73608
73608 73608
73608 73664
73608 72584
73608 198536
73608 77704
73608 73616
73608 73096
73608 73608
73608 73608
73608 72584
73608 71560
73608 73612
73608 73608
73608 71560
73608 73608
73608 73600
73608 73096
73608 89992
73608 73608
73608 81672
73608 73352
73608 72584
73608 73608
73608 89992
73608 71560
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 89992
73608 73608
73608 73608
73608 73600
73608 72576
73608 73608
73608 7560
73608 73608
73608 73608
73608 73608
73608 73608
73608 73352
73608 73608
73608 73604
73608 73608
73608 8072
73608 73608
73608 71576
73608 73482
73608 73480
73608 73608
73608 73608
73608 204552
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73600
73608 73608
73608 73612
73608 73610
73608 73608
73608 73608
73608 71560
73608 73608
73608 69384
73608 71560
73608 73608
73608 73352
73608 73480
73608 69512
73608 73608
73608 73608
73608 73608
73608 73612
73608 73608
73608 73608
73608 73608
73608 73612
73608 73608
73608 73608
73608 73608
73608 73600
73608 73608
73608 73608
73608 73608
73608 73608
73608 71560
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 66952
73608 73608
73608 71560
73608 71560
73608 73608
73608 73608
73608 73608
73608 71564
73608 69512
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 81672
73608 70536
73608 73608
73608 73480
73608 8072
73608 73608
73608 73612
73608 73608
73608 73608
73608 73608
73608 71560
73608 69384
73608 73672
73608 89984
73608 8072
73608 73608
73608 73608
73608 71560
73608 73608
73608 69512
73608 73608
73608 73608
73608 139144
73608 73608
73608 73608
73608 73608
73608 73608
73608 71580
73608 73609
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 69512
73608 73600
73608 73608
73608 73608
73608 73608
73608 73608
73608 73609
73608 73352
73608 6024
73608 73608
73608 73608
73608 73608
73608 73612
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73480
73608 204424
73608 73608
73608 73608
73608 71560
73608 72584
73608 204680
73608 73352
73608 71561
73608 73608
73608 73608
73608 73608
73608 73608
73608 73612
73608 69512
73608 71048
73608 73608
73608 73608
73608 73608
73608 73608
73608 81800
73608 73608
73608 72584
73608 73608
73608 73608
73608 73624
73608 73612
73608 73609
73608 73609
73608 73608
73608 73608
73608 73600
73608 73096
73608 72584
73608 73600
73608 73480
73608 73608
73608 73608
73608 73608
73608 72968
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73480
73608 73640
73608 73612
73608 72584
73608 73608
73608 73608
73608 73608
73608 73608
73608 8072
73608 71560
73608 8072
73608 204680
73608 6024
73608 73608
73608 73616
73608 73608
73608 73608
73608 73608
73608 73608
73608 71560
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73600
73608 73484
73608 73608
73608 73608
73608 73608
73608 70428
73608 204680
73608 73612
73608 71560
73608 73608
73608 69512
73608 73608
73608 73612
73608 137096
73608 71560
73608 73608
73608 72584
73608 73484
73608 67464
73608 72584
73608 69512
73608 70280
73608 73608
73608 73608
73608 73608
73608 73480
73608 73608
73608 200584
73608 73608
73608 73608
73608 139144
73608 6024
73608 73608
73608 73640
73608 73608
73608 73608
73608 72584
73608 73608
73608 73608
73608 7048
73608 73608
73608 8072
73608 73608
73608 69512
73608 73600
73608 73624
73608 73608
73608 73608
73608 71561
73608 73608
73608 73608
73608 204680
73608 7568
73608 73608
73608 73608
73608 73608
73608 73608
73608 73600
73608 105345
73608 73608
73608 73608
73608 72576
73608 72588
73608 73600
73608 200588
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 67464
73608 73608
73608 73484
73608 204680
73608 73608
73608 73610
73608 73480
73608 73608
73608 72584
73608 73608
73608 73608
73608 73608
73608 73608
73608 72076
73608 73608
73608 73096
73608 71556
73608 73608
73608 72576
73608 73608
73608 73600
73608 73608
73608 73608
73608 69512
73608 73608
73608 73608
73608 69512
73608 71560
73608 70536
73608 73608
73608 73609
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73092
73608 71560
73608 73608
73608 72584
73608 73608
73608 73612
73608 73609
73608 6024
73608 73608
73608 73608
73608 69512
73608 73608
73608 73608
73608 73608
73608 73609
73608 73608
73608 73608
73608 73480
73608 73608
73608 72584
73608 73600
73608 72584
73608 73608
73608 73608
73608 73608
73608 72584
73608 73608
73608 73608
73608 73608
73608 72592
73608 71564
73608 73096
73608 73604
73608 73608
73608 73608
73608 73608
73608 72584
73608 73608
73608 73608
73608 73608
73608 73608
73608 73612
73608 8072
73608 73608
73608 8072
73608 73490
73608 73608
73608 71560
73608 69544
73608 73608
73608 73616
73608 73608
73608 73616
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73600
73608 73608
73608 73608
73608 73608
73608 8074
73608 73608
73608 69512
73608 73608
73608 67464
73608 201624
73608 204680
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73600
73608 73608
73608 73608
73608 73644
73608 73608
73608 73640
73608 67464
73608 73640
73608 71320
73608 73608
73608 73608
73608 73608
73608 73608
73608 71560
73608 71564
73608 73608
73608 73620
73608 73608
73608 73672
73608 73608
73608 73608
73608 87944
73608 73608
73608 72584
73608 73608
73608 73608
73608 73608
73608 71560
73608 73608
73608 73608
73608 73608
73608 73608
73608 73482
73608 73608
73608 73608
73608 73608
73608 73640
73608 73600
73608 73482
73608 73608
73608 71432
73608 8072
73608 73608
73608 73608
73608 73608
73608 73608
73608 73352
73608 73608
73608 72588
73608 89992
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 106376
73608 66432
73608 73620
73608 73600
73608 73608
73608 73352
73608 73354
73608 73612
73608 73612
73608 69128
73608 73610
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 72588
73608 73608
73608 81800
73608 198408
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 67344
73608 73608
73608 73608
73608 73608
73608 73352
73608 73608
73608 73608
73608 73608
73608 73608
73608 235400
73608 73608
73608 73608
73608 73608
73608 73608
73608 106408
73608 73608
73608 69516
73608 200584
73608 68488
73608 81800
73608 69388
73608 7040
73608 8072
73608 73608
73608 67456
73608 73608
73608 73608
73608 73608
73608 73608
73608 73097
73608 73612
73608 8072
73608 71560
73608 73608
73608 72584
73608 73612
73608 73600
73608 67464
73608 73608
73608 73608
73608 73608
73608 73608
73608 73612
73608 73608
73608 73608
73608 71560
73608 73608
73608 71560
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73096
73608 69512
73608 73608
73608 81800
73608 73612
73608 73640
73608 69512
73608 73612
73608 73604
73608 73608
73608 73609
73608 73608
73608 73608
73608 73608
73608 73618
73608 73608
73608 73480
73608 73600
73608 72448
73608 73608
73608 73608
73608 69504
73608 71580
73608 73608
73608 73608
73608 73096
73608 73608
73608 73608
73608 73612
73608 73608
73608 71560
73608 72972
73608 106120
73608 73608
73608 73608
73608 73608
73608 72584
73608 73604
73608 73608
73608 72584
73608 73608
73608 72072
73608 73612
73608 71561
73608 73608
73608 73608
73608 68488
73608 73640
73608 73608
73608 73608
73608 73608
73608 69512
73608 73608
73608 73608
73608 8072
73608 73608
73608 204680
73608 202632
73608 71564
73608 73609
73608 73610
73608 73608
73608 73608
73608 73608
73608 73608
73608 8072
73608 73608
73608 73608
73608 73608
73608 73608
73608 71560
73608 71560
73608 73608
73608 73608
73608 72460
73608 73608
73608 73608
73608 73608
73608 73608
73608 73610
73608 73608
73608 73352
73608 73480
73608 73608
73608 73608
73608 89992
73608 73608
73608 73608
73608 73096
73608 73612
73608 73608
73608 71564
73608 73608
73608 67464
73608 72584
73608 73608
73608 73096
73608 73608
73608 73640
73608 73608
73608 8076
73608 73160
73608 8072
73608 73352
73608 73609
73608 73608
73608 73608
73608 7944
73608 8072
73608 73608
73608 73608
73608 73608
73608 73612
73608 203656
73608 73608
73608 73608
73608 73640
73608 73608
73608 73352
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73609
73608 204680
73608 72456
73608 73608
73608 89984
73608 73608
73608 73608
73608 73608
73608 73608
73608 8104
73608 73624
73608 73608
73608 73612
73608 73608
73608 69512
73608 73608
73608 69514
73608 73608
73608 73609
73608 71560
73608 73608
73608 73608
73608 73600
73608 73608
73608 73608
73608 73609
73608 69512
73608 8072
73608 73608
73608 73609
73608 73608
73608 73608
73608 73482
73608 73352
73608 72584
73608 73612
73608 71560
73608 73608
73608 71560
73608 73608
73608 73608
73608 73608
73608 73608
73608 73609
73608 73608
73608 73624
73608 73608
73608 73482
73608 71564
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73224
73608 73096
73608 73608
73608 199560
73608 73608
73608 73600
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 73608
73608 71560
73608 73609
73608 73608
73608 73609
73608 73608
73608 73352
73608 73608
73608 81672
73608 73608
73608 73608
