input output
14210 14210
14210 14226
14210 10114
14210 14210
14210 14210
14210 14274
14210 14210
14210 13770
14210 6018
14210 14210
14210 14210
14210 14211
14210 14208
14210 13698
14210 14214
14210 14210
14210 14210
14210 14210
14210 14211
14210 14210
14210 14211
14210 14210
14210 14210
14210 14210
14210 14211
14210 14211
14210 13696
14210 10115
14210 14208
14210 13186
14210 6018
14210 14210
14210 14218
14210 14210
14210 14210
14210 10114
14210 14210
14210 14210
14210 14210
14210 14214
14210 14210
14210 14210
14210 14210
14210 5506
14210 14210
14210 13506
14210 10114
14210 14210
14210 10114
14210 14210
14210 13954
14210 14210
14210 14210
14210 14082
14210 14210
14210 14210
14210 10114
14210 14210
14210 14210
14210 14210
14210 16258
14210 10114
14210 14226
14210 14210
14210 14210
14210 14208
14210 6018
14210 14210
14210 14208
14210 14210
14210 14210
14210 14082
14210 14208
14210 14210
14210 14210
14210 14210
14210 14210
14210 14210
14210 14210
14210 14210
14210 14218
14210 10114
14210 14210
14210 14210
14210 14210
14210 13186
14210 14210
14210 10114
14210 14210
14210 10114
14210 14210
14210 14210
14210 14215
14210 14210
14210 6018
14210 14210
14210 14210
14210 14215
14210 14210
14210 14210
14210 14210
14210 14210
14210 14210
14210 14210
14210 14210
14210 14210
14210 14214
14210 14210
14210 6018
14210 14210
14210 13186
14210 10114
14210 13698
14210 14210
14210 14210
14210 14210
14210 14083
14210 6034
14210 14210
14210 14210
14210 14211
14210 10114
14210 14210
14210 14210
14210 14210
14210 4486
14210 13186
14210 14210
14210 13696
14210 14082
14210 14210
14210 14242
14210 13954
14210 14210
14210 14227
14210 14210
14210 14210
14210 10114
14210 14210
14210 14210
14210 14210
14210 14274
14210 14210
14210 14210
14210 14211
14210 14210
14210 14210
14210 14210
14210 13186
14210 13954
14210 14210
14210 14210
14210 14210
14210 14210
14210 10115
14210 13954
14210 13954
14210 14210
14210 14210
14210 14208
14210 14210
14210 13954
14210 16259
14210 14209
14210 14211
14210 6018
14210 14210
14210 6018
14210 14210
14210 14210
14210 14210
14210 5514
14210 10114
14210 13698
14210 13698
14210 14211
14210 14210
14210 14210
14210 14210
14210 14210
14210 14208
14210 14210
14210 14210
14210 14210
14210 14210
14210 14210
14210 14210
14210 14210
14210 14210
14210 14211
14210 14210
14210 9859
14210 14274
14210 14210
14210 14210
14210 14210
14210 14214
14210 14210
14210 14210
14210 14210
14210 6018
14210 6018
