source,fold,n_train,n_test,rmse_logN,mae_logN,ridge_alpha
Sycamore,0,22,6,0.44792409234516734,0.40689011505522404,100000.0
Sycamore,1,22,6,0.5618036464127444,0.4348056283467446,17.012542798525892
Sycamore,2,22,6,0.956194929472055,0.6549037794920275,100000.0
Sycamore,3,23,5,1.1604093299638953,0.8399901473550264,100000.0
Sycamore,4,23,5,0.8017323214191419,0.6970736124817488,100000.0
