data_source,file,q_label,topology,n_points,ricci_ambient,log_det_fisher,fisher_speed_dn
measured,12q_readout_raw_data.txt,12q,2D_Block,500,,252.50606823008584,
measured,12q_readout_raw_data.txt,12q,2D_Block,1000,,245.98232831622806,0.0014386801483109864
measured,12q_readout_raw_data.txt,12q,2D_Block,2000,,258.75774649979456,0.0005492594841611915
measured,12q_readout_raw_data.txt,12q,2D_Block,3000,,260.4694278972109,0.00028897505984782745
measured,12q_readout_raw_data.txt,12q,2D_Block,4000,,163.86030877176432,0.002084981949164849
measured,12q_readout_raw_data.txt,12q,2D_Block,5000,,181.3295297759315,0.0017527312869947407
measured,12q_readout_raw_data.txt,12q,2D_Block,6000,,187.0242780676873,0.0016127756059565203
measured,12q_readout_raw_data.txt,12q,2D_Block,7000,,266.9807480001499,0.00106048727604101
measured,12q_readout_raw_data.txt,12q,2D_Block,8000,,141.03405640084887,0.0014823106931414352
measured,12q_readout_raw_data.txt,12q,2D_Block,9000,,142.61340686399507,0.0005308910874042412
measured,12q_readout_raw_data.txt,12q,2D_Block,10000,,58.47279795034679,0.0013063860441279497
measured,12q_readout_raw_data.txt,12q,2D_Block,15000,,219.1802838517585,0.0004037915692843873
measured,12q_readout_raw_data.txt,12q,2D_Block,20000,,156.6650847871654,0.0004790691113500431
measured,12q_readout_raw_data.txt,12q,2D_Block,30000,,80.6100933872632,0.000209679125167551
measured,12q_readout_raw_data.txt,12q,2D_Block,40000,,54.99883224943472,0.0002954670239551282
measured,14q_readout_raw_data.txt,14q,1D_Snake,500,,246.65726998646647,
measured,14q_readout_raw_data.txt,14q,1D_Snake,1000,,251.5310435620934,0.0008267966119668756
measured,14q_readout_raw_data.txt,14q,1D_Snake,2000,,261.220453451868,0.0002781572755675768
measured,14q_readout_raw_data.txt,14q,1D_Snake,3000,,264.81193074648496,0.0005804033659713352
measured,14q_readout_raw_data.txt,14q,1D_Snake,4000,,320.494548684954,0.0024481177638365145
measured,14q_readout_raw_data.txt,14q,1D_Snake,5000,,252.57794148704733,0.001959798316930578
measured,14q_readout_raw_data.txt,14q,1D_Snake,6000,,337.27253180256156,0.003144228965683279
measured,14q_readout_raw_data.txt,14q,1D_Snake,7000,,91.51677272564616,0.003245604796513522
measured,14q_readout_raw_data.txt,14q,1D_Snake,8000,,81.12610212476348,0.003628164020601479
measured,14q_readout_raw_data.txt,14q,1D_Snake,9000,,70.24101611659245,0.001107711233925397
measured,14q_readout_raw_data.txt,14q,1D_Snake,10000,,58.04428669407588,0.001932187775265596
measured,14q_readout_raw_data.txt,14q,1D_Snake,15000,,166.28451091203368,0.00075774594077006
measured,14q_readout_raw_data.txt,14q,1D_Snake,20000,,68.52690990568388,0.0007486775696395302
measured,14q_readout_raw_data.txt,14q,1D_Snake,30000,,62.49567727165124,0.00022034669280138707
measured,14q_readout_raw_data.txt,14q,1D_Snake,40000,,56.76055662673639,0.00031132043615965626
measured,16q_readout_raw_data.txt,16q,2D_Block,500,,248.46641604763772,
measured,16q_readout_raw_data.txt,16q,2D_Block,1000,,250.59013307927475,0.0008628053652158128
measured,16q_readout_raw_data.txt,16q,2D_Block,2000,,257.84134788582924,0.00043440561785911946
measured,16q_readout_raw_data.txt,16q,2D_Block,3000,,263.7496554955526,0.0003125513191029599
measured,16q_readout_raw_data.txt,16q,2D_Block,4000,,237.38318036921208,0.002264937788307751
measured,16q_readout_raw_data.txt,16q,2D_Block,5000,,165.8325042896353,0.002134186364624481
measured,16q_readout_raw_data.txt,16q,2D_Block,6000,,267.8124889585616,0.003072905188179384
measured,16q_readout_raw_data.txt,16q,2D_Block,7000,,187.03575047926344,0.0029117239469754466
measured,16q_readout_raw_data.txt,16q,2D_Block,8000,,79.00468145222754,0.003098177646383994
measured,16q_readout_raw_data.txt,16q,2D_Block,9000,,152.87669446438795,0.001265023093005319
measured,16q_readout_raw_data.txt,16q,2D_Block,10000,,151.3447308536052,0.0023074478678108755
measured,16q_readout_raw_data.txt,16q,2D_Block,15000,,82.1237531313796,0.00045619462222849246
