layer,regime,n,mean,std,median,min,max
early,factual,224,247.51675178982694,185.70769359506167,174.6916725404801,130.2550934822329,731.3763167473578
early,mathematical,224,118.05948028476557,15.396629664094846,113.35552350936396,96.09257691906345,157.7082651199833
early,creative,224,174.08308485631022,17.923191238370308,172.2745957528391,140.7819336921938,236.05627884403356
mid,factual,224,9309.326413917102,19522.0076511806,1428.3482528194306,1114.5723271523752,58510.87352038968
mid,mathematical,224,9053.039417745878,19340.676481220256,1258.172785112935,955.0802686137538,57843.32566095168
mid,creative,224,1415.3194186039236,232.33194411655154,1338.8106256300402,1021.8783136183216,1930.7384879819808
late,factual,224,29965.94185118082,1444.9777296898226,29923.87112525202,26018.287857547883,33514.907746345765
late,mathematical,224,43360.81140164846,5074.649797582474,43775.049899193546,34214.57267515121,54370.16944934476
late,creative,224,29458.906485421317,5564.7589097176115,29413.09504158266,20084.85650831653,41730.45073084677
