subject,regime,channel,condition,rep,K,sfreq,n_samples,val_loss,perplexity,wall_seconds
28,arithmetic,F8,aaft,0,7,100.0,6200,1.6244290510650152,5.075520346820227,37.24758315086365
28,arithmetic,T3,aaft,0,7,100.0,6200,1.6345510011490612,5.1271553932524645,37.21639275550842
28,arithmetic,T4,aaft,0,7,100.0,6200,1.5759052115056003,4.835116440774749,37.3422315120697
28,arithmetic,C3,aaft,0,7,100.0,6200,1.5764311117879488,4.83765989862012,37.086315870285034
28,arithmetic,C4,aaft,0,7,100.0,6200,1.5983912842289307,4.9450708087247515,37.83527374267578
28,arithmetic,T5,aaft,0,7,100.0,6200,1.6316881626803463,5.112498166204995,37.23393201828003
28,arithmetic,T6,aaft,0,7,100.0,6200,1.7123607959695963,5.542029647167962,38.170416593551636
28,arithmetic,P3,aaft,0,7,100.0,6200,1.6309399355524843,5.108674287129323,37.15326166152954
28,arithmetic,P4,aaft,0,7,100.0,6200,1.5997225962956616,4.951658625410153,37.837602853775024
28,arithmetic,O1,aaft,0,7,100.0,6200,1.628058639437132,5.093975869167196,37.11376929283142
28,arithmetic,O2,aaft,0,7,100.0,6200,1.5452897312980816,4.6893300759099565,37.310510873794556
28,arithmetic,Fz,aaft,0,7,100.0,6200,1.6025453766960225,4.965655816531379,38.18048810958862
28,arithmetic,Cz,aaft,0,7,100.0,6200,1.600005568822011,4.953060007027902,37.27423429489136
28,arithmetic,Pz,aaft,0,7,100.0,6200,1.5411080469751548,4.669761720703726,37.590644121170044
29,rest,Fp1,aaft,0,7,100.0,18200,1.339465694488334,3.817003514409864,110.54182577133179
29,rest,Fp2,aaft,0,7,100.0,18200,1.391558867860071,4.021113554421958,109.26047968864441
29,rest,F3,aaft,0,7,100.0,18200,1.3908958329877632,4.018448299585956,109.6617603302002
29,rest,F4,aaft,0,7,100.0,18200,1.4425147898948452,4.23132333757618,109.27946615219116
29,rest,F7,aaft,0,7,100.0,18200,1.407280947669893,4.084833414473887,109.08462405204773
29,rest,F8,aaft,0,7,100.0,18200,1.4480844891659257,4.254956289207721,109.13726210594177
29,rest,T3,aaft,0,7,100.0,18200,1.3943917632767981,4.03252109914192,110.25196957588196
29,rest,T4,aaft,0,7,100.0,18200,1.4252860843210813,4.159047510858686,109.88235306739807
29,rest,C3,aaft,0,7,100.0,18200,1.4243566197664677,4.155183619569557,110.44557690620422
29,rest,C4,aaft,0,7,100.0,18200,1.4383771626786475,4.2138518691117,109.27753186225891
29,rest,T5,aaft,0,7,100.0,18200,1.4161159997121227,4.121083028088173,109.35288953781128
29,rest,T6,aaft,0,7,100.0,18200,1.3212838238576723,3.748230357215394,109.57601809501648
29,rest,P3,aaft,0,7,100.0,18200,1.3270369845905057,3.769856679126633,108.62016582489014
29,rest,P4,aaft,0,7,100.0,18200,1.2839486183912339,3.610869558938377,109.3832995891571
29,rest,O1,aaft,0,7,100.0,18200,1.2693874840077612,3.5586721510516397,109.29891920089722
