regime,prompt,layer,t,F
factual,0,0,0,95.32620239257812
factual,0,0,1,87.05755233764648
factual,0,0,2,69.36242930094402
factual,0,0,3,61.429487228393555
factual,0,0,4,61.43827590942383
factual,0,0,5,62.53565788269043
factual,0,0,6,63.76547186715262
factual,0,0,7,64.22224950790405
factual,0,0,8,67.64916949801975
factual,0,0,9,72.74755821228027
factual,0,0,10,79.8853742426092
factual,0,0,11,80.46518484751384
factual,0,0,12,80.17562954242413
factual,0,0,13,81.58082280840192
factual,0,0,14,80.9649772644043
factual,0,0,15,77.19357776641846
factual,0,0,16,74.12194554946002
factual,0,0,17,74.77598995632596
factual,0,0,18,75.92902815969367
factual,0,0,19,75.43518104553223
factual,0,0,20,73.22590891520183
factual,0,0,21,71.90750607577237
factual,0,0,22,71.75257077424422
factual,0,0,23,71.80411497751872
factual,0,0,24,70.62602462768555
factual,0,0,25,69.5797840998723
factual,0,0,26,68.15718770910192
factual,0,0,27,69.1059479032244
factual,0,0,28,70.12601720875708
factual,0,0,29,71.06044603983561
factual,0,0,30,71.88680082751858
factual,0,0,31,71.70650199151808
factual,0,0,32,72.17619655978295
factual,0,0,33,74.03958880516791
factual,0,0,34,75.7992813356461
factual,0,0,35,77.1576405186807
factual,0,0,36,76.0364627222861
factual,0,0,37,74.56418301982265
factual,0,0,38,73.46979005875126
factual,0,0,39,71.53696466261341
factual,0,0,40,68.90744363107989
factual,0,0,41,66.55846651138798
factual,0,0,42,66.42200593025454
factual,0,0,43,65.9961315278084
factual,0,0,44,63.80680194977791
factual,0,0,45,62.7229861597861
factual,0,0,46,63.363674779092115
factual,0,0,47,63.99486147972845
factual,0,0,48,63.810570255402595
factual,0,0,49,63.222130560105846
factual,0,0,50,63.57227645381804
factual,0,0,51,63.70948237757529
factual,0,0,52,63.14459782262002
factual,0,0,53,61.64247949661747
factual,0,0,54,60.26964870575936
factual,0,0,55,59.87045029670961
factual,0,0,56,60.93916296189831
factual,0,0,57,62.410069742510395
factual,0,0,58,61.18002307030462
factual,0,0,59,60.41139307329732
factual,0,0,60,59.66642084429341
factual,0,0,61,57.507944845384166
factual,0,0,62,57.324361924202215
factual,0,0,63,57.01102022970876
factual,0,0,64,56.70553188939248
factual,0,0,65,56.3009938270815
factual,0,0,66,55.218586767873454
factual,0,0,67,56.00202935741794
factual,0,0,68,57.3758738733107
factual,0,0,69,57.04308940518287
factual,0,0,70,58.87506232723113
factual,0,0,71,60.43367650431971
factual,0,0,72,60.04698162694131
factual,0,0,73,59.76595730935374
factual,0,0,74,60.51400061576597
factual,0,0,75,60.15375094259939
factual,0,0,76,59.86213862511419
factual,0,0,77,59.51379505280526
factual,0,0,78,58.982941842848255
factual,0,0,79,57.01988134076518
factual,0,0,80,55.39617876852712
factual,0,0,81,54.03913959380119
factual,0,0,82,54.31704607317525
factual,0,0,83,54.5111404542
factual,0,0,84,56.979076139388546
factual,0,0,85,59.191988422024636
factual,0,0,86,59.56845320424726
factual,0,0,87,59.48780435131442
factual,0,0,88,59.458367686117846
factual,0,0,89,60.10316768769295
factual,0,0,90,59.57121762921733
factual,0,0,91,58.10296735455913
factual,0,0,92,59.81936596285912
factual,0,0,93,59.437228295110884
factual,0,0,94,58.6120354437059
factual,0,0,95,57.78491641629127
factual,0,0,96,57.9427117378481
factual,0,0,97,58.28952161727413
factual,0,0,98,58.24878138880576
factual,0,0,99,58.346187837662235
factual,0,0,100,59.582939024894465
factual,0,0,101,57.854174460134196
factual,0,0,102,57.632193534604966
factual,0,0,103,58.00998072470388
factual,0,0,104,56.58187158646122
factual,0,0,105,56.482440886958955
factual,0,0,106,58.45922463940036
factual,0,0,107,58.597575956775295
factual,0,0,108,58.34219120394799
factual,0,0,109,58.40376091003418
factual,0,0,110,58.67366458523658
factual,0,0,111,58.685630121538715
factual,0,0,112,58.641022774481
factual,0,0,113,58.574989749539284
factual,0,0,114,59.94234989535424
factual,0,0,115,59.185939235071984
