regime,prompt,layer,t,F
factual,0,0,0,88.50717163085938
factual,0,0,1,91.24031829833984
factual,0,0,2,73.63336690266927
factual,0,0,3,64.68834400177002
factual,0,0,4,59.30027084350586
factual,0,0,5,54.338915506998696
factual,0,0,6,54.80216271536691
factual,0,0,7,57.77204370498657
factual,0,0,8,56.22192849053277
factual,0,0,9,54.371067428588866
factual,0,0,10,49.47934573346918
factual,0,0,11,50.44255659977595
factual,0,0,12,51.28098786794222
factual,0,0,13,50.51519794123514
factual,0,0,14,48.736351823806764
factual,0,0,15,49.322822377085686
factual,0,0,16,49.87208538896897
factual,0,0,17,49.27916318840451
factual,0,0,18,48.97301868388527
factual,0,0,19,49.45010703802109
factual,0,0,20,50.00274879591806
factual,0,0,21,51.48170231689107
factual,0,0,22,51.920224262320474
factual,0,0,23,52.87558129429817
factual,0,0,24,53.59143572807312
factual,0,0,25,54.76730716228485
factual,0,0,26,55.37604567739699
factual,0,0,27,56.25624999829701
factual,0,0,28,57.50490269989803
factual,0,0,29,56.56406315962474
factual,0,0,30,56.60697643987594
factual,0,0,31,54.53942288890962
factual,0,0,32,53.9912265269987
factual,0,0,33,53.628411100756736
factual,0,0,34,55.30373643290612
factual,0,0,35,56.87391898708959
factual,0,0,36,57.2310516834259
factual,0,0,37,55.38416385169952
factual,0,0,38,53.72995717583164
factual,0,0,39,54.97674298574847
factual,0,0,40,56.975527204813496
factual,0,0,41,58.33134116184327
factual,0,0,42,57.547167996245044
factual,0,0,43,58.36799609564966
factual,0,0,44,59.380370973579346
factual,0,0,45,61.48082050488841
factual,0,0,46,63.03025061372788
factual,0,0,47,63.83685038455071
factual,0,0,48,64.9050131180594
factual,0,0,49,66.65256531296238
factual,0,0,50,66.10109704829031
factual,0,0,51,67.04460593481218
factual,0,0,52,68.466682744603
factual,0,0,53,69.74929951371685
factual,0,0,54,69.64330704269871
factual,0,0,55,68.82866736669695
factual,0,0,56,69.18322501932421
factual,0,0,57,69.71072726384286
factual,0,0,58,68.53803751833978
factual,0,0,59,66.91970019475106
factual,0,0,60,68.23106316885641
factual,0,0,61,67.12155969969687
factual,0,0,62,67.8011357736203
factual,0,0,63,66.32753846241582
factual,0,0,64,69.63575252698314
factual,0,0,65,69.92975469077787
factual,0,0,66,68.34039208485234
factual,0,0,67,68.63806263381436
factual,0,0,68,70.00062099579841
factual,0,0,69,70.1341662253103
