regime,prompt,layer,t,F
factual,0,0,0,89.41687774658203
factual,0,0,1,91.5034294128418
factual,0,0,2,85.44364674886067
factual,0,0,3,80.37948226928711
factual,0,0,4,90.03562622070312
factual,0,0,5,88.97741953531902
factual,0,0,6,86.89564405168805
factual,0,0,7,90.10974216461182
factual,0,0,8,90.56656561957465
factual,0,0,9,87.13599243164063
factual,0,0,10,83.71723001653498
factual,0,0,11,82.69127305348714
factual,0,0,12,81.47398229745718
factual,0,0,13,82.22027560642788
factual,0,0,14,80.04327036539713
factual,0,0,15,77.6854202747345
factual,0,0,16,77.91802686803481
factual,0,0,17,78.03943316141765
factual,0,0,18,75.77106897454513
factual,0,0,19,73.7239797592163
factual,0,0,20,71.34817232404437
factual,0,0,21,72.11285036260432
factual,0,0,22,73.43564788154934
factual,0,0,23,74.17448568344116
factual,0,0,24,73.3908171081543
factual,0,0,25,73.62695385859563
factual,0,0,26,73.38420034337926
factual,0,0,27,72.1082763671875
factual,0,0,28,70.95553957182786
factual,0,0,29,69.82426732381185
factual,0,0,30,68.75768440000472
factual,0,0,31,66.94198473038212
factual,0,0,32,66.68931271952968
factual,0,0,33,66.56920857583323
factual,0,0,34,67.40522852251607
factual,0,0,35,66.30847327939925
factual,0,0,36,64.66480045933878
factual,0,0,37,63.66588937082598
factual,0,0,38,61.083313603555005
factual,0,0,39,59.09262970955141
factual,0,0,40,58.272801245412516
factual,0,0,41,57.667948384438795
factual,0,0,42,56.32226316390499
factual,0,0,43,55.31335203109249
factual,0,0,44,53.3807251222672
factual,0,0,45,52.78660878827495
factual,0,0,46,52.184733544626546
factual,0,0,47,50.667517446702526
factual,0,0,48,49.23927953166346
factual,0,0,49,48.88331714753182
factual,0,0,50,48.732344165925056
factual,0,0,51,48.957411673761186
factual,0,0,52,47.15499637972924
factual,0,0,53,44.87267555729036
factual,0,0,54,42.73141842503701
factual,0,0,55,42.83782755944036
factual,0,0,56,42.28451765737226
factual,0,0,57,40.88196625248079
factual,0,0,58,40.42294225385112
factual,0,0,59,41.027359131843816
factual,0,0,60,41.6725698901761
factual,0,0,61,41.530709543535785
factual,0,0,62,41.52814569780904
factual,0,0,63,40.87997104275611
factual,0,0,64,40.50223110568139
factual,0,0,65,38.60664552257907
factual,0,0,66,36.58723068237305
factual,0,0,67,36.55960021480437
factual,0,0,68,36.42877197265625
factual,0,0,69,36.63267381729618
factual,0,0,70,36.584509388093025
factual,0,0,71,36.57791223833638
factual,0,0,72,38.55354296776556
factual,0,0,73,40.68112496406801
