regime,prompt,layer,t,F
factual,0,0,0,89.41687774658203
factual,0,0,1,94.6219253540039
factual,0,0,2,87.72042592366536
factual,0,0,3,87.27583312988281
factual,0,0,4,83.03655853271485
factual,0,0,5,80.71734619140625
factual,0,0,6,83.48072160993304
factual,0,0,7,84.79993534088135
factual,0,0,8,84.44798617892795
factual,0,0,9,82.92734375
factual,0,0,10,83.2958554354581
factual,0,0,11,88.05054219563802
factual,0,0,12,87.5034678532527
factual,0,0,13,90.45868083408901
factual,0,0,14,88.19537862141927
factual,0,0,15,86.94678592681885
factual,0,0,16,85.98754703297334
factual,0,0,17,84.74491458468967
factual,0,0,18,83.22158090691818
factual,0,0,19,82.82095565795899
factual,0,0,20,81.71082124255952
factual,0,0,21,80.89144307916814
factual,0,0,22,80.16236711585003
factual,0,0,23,80.53711573282878
factual,0,0,24,79.68538314819335
factual,0,0,25,78.75197131817157
factual,0,0,26,78.2289389151114
factual,0,0,27,78.34244918823242
factual,0,0,28,78.27448772561961
factual,0,0,29,78.78874003092447
factual,0,0,30,79.12731047599546
factual,0,0,31,78.958497078188
factual,0,0,32,79.71255690051663
factual,0,0,33,81.11558261994392
factual,0,0,34,81.86718159337198
factual,0,0,35,82.65647863572643
factual,0,0,36,82.05278753465221
factual,0,0,37,81.39473109091482
factual,0,0,38,80.53297695036858
factual,0,0,39,79.0535393991778
factual,0,0,40,78.55726648146107
factual,0,0,41,77.51092307798324
factual,0,0,42,76.43391787621283
factual,0,0,43,77.14891322966545
factual,0,0,44,75.92491765176096
factual,0,0,45,75.38957189744518
factual,0,0,46,74.71419057538432
factual,0,0,47,73.80393292826992
factual,0,0,48,73.8428224132907
factual,0,0,49,74.40423879315776
factual,0,0,50,75.57284767396989
factual,0,0,51,77.33583068847656
factual,0,0,52,80.83574824179372
factual,0,0,53,83.29578251992503
factual,0,0,54,84.11293645058909
factual,0,0,55,85.97033679100775
factual,0,0,56,86.5814949773973
factual,0,0,57,85.58672480429372
factual,0,0,58,83.47990768186507
factual,0,0,59,82.19349208954841
factual,0,0,60,81.63727058902863
factual,0,0,61,85.14100603903493
factual,0,0,62,86.36422809477776
factual,0,0,63,84.08690698685184
factual,0,0,64,83.5595024478051
factual,0,0,65,83.7947826385498
factual,0,0,66,82.04885427413448
factual,0,0,67,81.21176172071888
factual,0,0,68,79.7954225847798
factual,0,0,69,80.25528803179341
factual,0,0,70,81.22473550611927
factual,0,0,71,81.68465903497511
factual,0,0,72,81.82088790401336
factual,0,0,73,80.12779555782195
factual,0,0,74,79.89015517696258
factual,0,0,75,80.4446561259608
factual,0,0,76,81.50339286558089
factual,0,0,77,82.28467609036353
factual,0,0,78,84.02242795882687
factual,0,0,79,85.12686280281314
factual,0,0,80,83.93495473554057
factual,0,0,81,81.60581293413716
factual,0,0,82,78.92539719612368
factual,0,0,83,74.87335881879252
factual,0,0,84,71.8114722467238
factual,0,0,85,69.7457979263798
factual,0,0,86,70.08708880024571
factual,0,0,87,71.25511809318296
factual,0,0,88,72.62196177821005
factual,0,0,89,73.28033244225287
factual,0,0,90,76.0017017856721
factual,0,0,91,78.64661179819414
factual,0,0,92,76.19878332076534
factual,0,0,93,75.08404116476736
factual,0,0,94,75.77503444302467
factual,0,0,95,75.84929207832583
factual,0,0,96,75.01096559339955
factual,0,0,97,74.82829260057018
factual,0,0,98,76.97360087979224
factual,0,0,99,78.43765424912975
factual,0,0,100,77.26125551039173
factual,0,0,101,77.16497550472137
factual,0,0,102,76.5682330592986
factual,0,0,103,76.84313281889885
factual,0,0,104,77.47353639910298
factual,0,0,105,76.18541379128733
factual,0,0,106,74.36321055504584
factual,0,0,107,72.88689662564185
factual,0,0,108,72.32800557536464
factual,0,0,109,71.34678988302907
factual,0,0,110,69.53850229324833
factual,0,0,111,69.23590413985714
factual,0,0,112,69.65832587211362
factual,0,0,113,72.41019556599278
factual,0,0,114,74.29871559143066
factual,0,0,115,73.73120086423812
factual,0,0,116,72.65563934080062
factual,0,0,117,71.27904996564311
factual,0,0,118,70.89079795345184
factual,0,0,119,71.12056602970246
factual,0,0,120,70.99337159433672
factual,0,0,121,69.35515206859958
factual,0,0,122,65.7111773952361
factual,0,0,123,63.31152780594364
factual,0,0,124,62.30659244906518
factual,0,0,125,61.687479634438795
factual,0,0,126,59.32882056697722
factual,0,1,0,91.85871124267578
factual,0,1,1,99.00160217285156
