step,entropy,in_repeat_run
0,2.34020499,0
1,2.23072339,0
2,1.14620630,0
3,1.08442942,0
4,2.00459576,0
5,0.45036517,0
6,1.83595408,0
7,2.00986099,0
8,1.41644136,0
9,2.07903700,0
10,0.50360043,0
11,2.10262452,0
12,2.12436585,0
13,0.43165747,0
14,1.64921181,0
15,0.23895759,0
16,1.96370229,0
17,1.08262618,0
18,1.98605395,0
19,0.22662804,0
20,2.27970585,0
21,1.32787679,0
22,0.49296624,0
23,0.99347621,0
24,2.26843134,0
25,0.84248916,0
26,2.41534054,0
27,0.87029972,0
28,0.06135621,0
29,0.55807628,0
30,1.72118099,0
31,0.40354477,0
32,1.98377151,0
33,0.01528585,0
34,0.01056334,0
35,0.37728905,0
36,1.65382937,0
37,0.20760637,0
38,1.85501270,0
39,0.01185653,0
40,0.08542121,0
41,0.47953986,0
42,1.49066025,0
43,0.20273860,0
44,2.20984526,0
45,0.02320217,0
46,1.31453664,0
47,0.00407581,0
48,0.34774452,0
49,1.31110275,0
50,0.21023692,0
51,2.22627115,0
52,0.00522467,0
53,0.01802776,0
54,0.50847217,0
55,1.15051392,0
56,0.25143641,0
57,2.19444468,0
58,0.98077133,0
59,0.95986350,0
60,0.16942859,0
61,2.28753705,0
62,2.22727523,0
63,0.01172349,0
64,1.08611095,0
65,1.26409798,0
66,0.54435312,0
67,0.08875313,0
68,0.66251314,0
69,1.78124310,0
70,0.00027890,0
71,1.92161003,0
72,0.42112036,0
73,0.81576167,0
74,0.30735497,0
75,0.54322832,0
76,1.77608037,0
77,0.00034681,0
78,1.71732902,0
79,0.38429221,0
80,0.46124924,0
81,0.57817162,0
82,0.18251870,0
83,0.22366413,0
84,0.98716608,0
85,0.00028214,0
86,1.92388992,0
87,0.73120758,0
88,1.02928485,0
89,0.40696484,0
90,0.85186097,0
91,1.19062202,0
92,0.00195967,0
93,0.80267724,0
94,0.51632210,0
95,0.82970910,0
96,0.50513951,0
97,0.70973325,0
98,1.27747335,0
99,0.00154632,0
100,2.42000343,0
101,0.72338147,0
102,0.02296900,0
103,0.99204479,0
104,0.74524859,0
105,0.53203395,0
106,0.53426503,0
107,1.23231626,0
108,0.00089067,0
109,0.86691250,0
110,1.28268066,0
111,0.72557010,0
112,1.68798944,0
113,0.48972950,0
114,1.40315707,0
115,0.24179309,0
116,0.08547301,0
117,0.04876502,0
118,0.17605686,0
119,0.00036853,0
120,0.07405993,0
