step,entropy,in_repeat_run
0,2.34020499,0
1,1.86359113,0
2,2.04424208,0
3,2.18829536,0
4,1.99430288,0
5,2.02195779,0
6,1.76742043,0
7,1.33220570,0
8,2.35064316,0
9,0.63963891,0
10,0.13378587,0
11,1.73579320,0
12,1.64220070,0
13,0.73819191,0
14,1.99104713,0
15,2.22554931,0
16,0.22766683,0
17,1.52102173,0
18,0.57885184,0
19,1.57282758,0
20,0.83595274,0
21,1.47997338,0
22,0.06831420,0
23,0.35720215,0
24,0.29466413,0
25,0.67553338,0
26,1.01635662,0
27,0.00262984,0
28,1.86801879,0
29,0.84165952,0
30,0.01083198,0
31,0.00853783,0
32,1.11822894,0
33,0.88233262,0
34,1.08505593,0
35,0.00465941,0
36,1.36441443,0
37,0.48611219,0
38,0.84739005,0
39,1.89624715,0
40,1.72281223,0
41,1.05535316,0
42,1.53371000,0
43,0.65243071,0
44,0.08196900,0
45,0.02886863,0
46,0.95922524,0
47,0.88840019,0
48,2.22876378,0
49,0.00155293,0
50,0.70584180,0
51,1.29932876,0
52,1.86503713,0
53,0.71246400,0
54,0.10211598,0
55,1.63134628,0
56,0.54800078,0
57,1.09086056,0
58,0.28673509,0
59,0.49102006,0
60,0.05432753,0
61,0.10363645,0
62,0.76202857,0
63,2.05011132,0
64,0.21645846,0
65,0.68758188,0
66,1.70019531,0
67,1.80621064,0
68,1.93070254,0
69,0.96476369,0
70,1.59213563,0
71,2.46457643,0
72,1.16556331,0
73,0.52686676,0
74,0.14099055,0
75,0.00020112,0
76,0.00029415,0
77,0.41143834,0
78,1.40639410,0
79,0.87118411,0
80,1.55512035,0
81,1.43248838,0
82,2.09867006,0
83,0.00085885,0
84,1.81592231,0
85,0.01643177,0
86,0.20241974,0
87,0.79625843,0
88,0.00343261,0
89,0.00028500,0
90,1.47340158,0
91,0.00050405,0
92,0.76984780,0
93,0.23437635,0
94,0.51005914,0
95,0.00742874,0
96,0.01391598,0
97,1.00524646,0
98,0.07402612,0
99,0.62729154,0
100,1.61696677,0
101,1.74650202,0
102,0.23249006,0
103,0.05671081,0
104,2.02951026,0
105,0.86284332,0
106,0.17628471,0
107,1.16054282,0
108,1.88641860,0
109,1.19955932,0
110,2.10461768,0
111,1.50504249,0
112,0.32903603,0
113,0.60543084,0
114,0.55797983,0
115,2.02522569,0
116,0.00024927,0
117,0.13658354,0
118,1.06736962,0
119,1.21167352,0
120,1.56362464,0
121,1.87262731,0
122,0.80327939,0
123,0.21360214,0
124,1.48903009,0
125,0.37881057,0
126,1.35155120,0
127,1.39449641,0
128,0.87118741,0
129,0.27509727,0
130,1.63590558,0
131,0.01194092,0
132,0.18326181,0
133,0.01078792,0
134,0.75663034,0
135,0.59801270,0
136,0.00000756,0
137,1.41527620,0
138,0.66107280,0
139,0.00000736,0
140,0.00161304,0
141,0.00014030,0
142,1.47541128,0
143,0.27310402,0
144,0.52968034,0
145,0.14168032,0
146,1.35876534,0
147,0.00448180,0
148,0.06786965,0
149,0.96318146,0
150,0.00008481,0
151,1.28661272,0
152,0.00036888,0
153,0.60559707,0
154,1.47513313,0
155,0.37822009,0
156,0.04408300,0
157,0.82681054,0
158,0.00064427,0
159,0.11875385,0
160,1.53088321,0
161,1.21187296,0
162,1.23513100,0
163,0.72868567,0
164,1.55373530,0
165,0.22193654,0
166,1.37002110,0
167,0.00042546,0
168,0.02702523,0
169,0.04841866,0
170,1.14145971,0
171,0.78763760,0
172,0.02285905,0
173,0.80518199,0
174,0.00015223,0
175,0.57406656,0
176,1.61338831,0
177,1.85272901,0
178,0.00004441,0
179,0.81460141,0
180,1.95402212,0
181,0.96924788,0
182,0.56553791,0
183,0.97987468,0
184,0.18534502,0
185,0.04213759,0
186,0.90742559,0
187,0.01407581,0
188,1.68824870,0
189,0.25640285,0
190,0.00003892,0
191,0.36681595,0
192,0.40529538,0
193,1.50431326,0
194,0.00206089,0
195,0.21199216,0
196,1.80729163,0
197,1.29205249,0
198,0.07047811,0
199,2.22554202,0
200,1.98561643,0
201,0.02379352,0
202,0.06534796,0
203,0.00361124,0
204,0.00060292,0
205,0.00001131,0
206,0.00005209,0
207,0.00184460,0
208,0.71785548,0
209,0.04445489,0
210,0.13075160,0
211,0.89350799,0
212,0.00001360,0
213,1.42435714,0
214,0.00000130,0
215,0.00898542,0
216,1.60030719,0
217,0.00008320,0
218,1.18833773,0
219,0.06212009,0
220,0.04119497,0
221,0.00101322,0
222,0.02622228,0
223,0.00000010,0
224,0.00011679,0
225,0.27600169,0
226,0.22138981,0
227,0.35919129,0
228,1.34779060,0
229,0.87013478,0
230,1.57687744,0
231,0.07118411,0
232,0.00940576,0
233,0.64159467,0
234,0.28519135,0
235,1.80421509,0
236,1.16328943,0
237,0.88271760,0
238,1.12611172,0
239,1.42736650,0
240,0.00007255,0
241,0.00039271,0
242,0.30083106,0
243,0.21169371,0
244,0.04360688,0
245,0.00126548,0
246,1.33076157,0
247,0.41673520,0
248,0.23284262,0
249,1.82008272,0
250,0.00006076,0
251,0.00014504,0
252,0.89242873,0
253,0.81482446,0
254,1.51864250,0
255,0.82763390,0
256,0.00023279,0
257,0.91756505,0
258,0.31423002,0
259,1.56108940,0
260,0.06422487,0
261,0.00215738,0
262,0.83638676,0
263,0.00394905,0
264,0.36758481,0
265,1.80663347,0
