step,entropy,in_repeat_run
0,1.06880351,0
1,0.18297503,0
2,0.05293327,0
3,0.56699896,0
4,0.01189328,0
5,0.00037598,0
6,0.00016206,0
7,0.04308896,0
8,0.00001901,0
9,0.30890533,0
10,0.01331459,0
11,0.02049721,0
12,0.14085053,0
13,1.06536332,0
14,0.45103824,0
15,0.43376414,0
16,0.57491294,0
17,0.02573705,0
18,0.00404897,0
19,0.22555620,0
20,1.51294648,0
21,0.99809718,0
22,0.26515076,0
23,0.57110578,0
24,0.06695750,0
25,0.37281971,0
26,0.06617513,0
27,0.06820621,0
28,0.02699229,0
29,0.00035589,0
30,0.12752800,0
31,0.00002322,0
32,0.00990644,0
33,0.48199642,0
34,0.69724998,0
35,0.00147807,0
36,0.01287388,0
37,0.05893298,0
38,0.01384815,0
39,0.00023965,0
40,0.00384794,0
41,0.20283585,0
42,0.22086746,0
43,1.61634206,0
44,0.22248970,0
45,0.64680304,0
46,0.00141988,0
47,0.00163967,0
48,0.28064244,0
49,0.01993622,0
50,0.74577006,0
51,0.35218885,0
52,0.18781586,0
53,0.00023799,0
54,0.02924845,0
55,0.71925553,0
56,0.00046320,0
57,0.00008853,0
58,0.00001150,0
59,0.00038980,0
60,0.00000199,0
61,0.07452522,0
62,0.01579363,0
63,0.02896863,0
64,1.01886524,0
65,0.04381479,0
66,0.12284183,0
67,0.40270644,0
68,0.03954696,0
69,0.00013438,0
70,0.01423090,0
71,0.00021014,0
72,0.10487393,0
73,0.00855795,0
74,0.26412893,0
75,0.15711579,0
76,1.13891387,0
77,0.00433576,0
78,0.00486458,0
79,1.25340376,0
80,1.29474264,0
81,1.33017794,0
82,0.00091627,0
83,0.00607243,0
84,0.00209669,0
85,0.00007839,0
86,0.00017928,0
87,0.00016251,0
88,0.01782388,0
89,0.41060027,0
90,0.01116438,0
91,0.65855071,0
92,0.00025336,0
93,0.03097021,0
94,0.00011065,0
95,0.00002022,0
96,0.00000606,0
97,0.00010020,0
98,0.89391170,0
99,0.00086558,0
100,0.68748344,0
101,0.53430431,0
102,0.00159285,0
103,0.00063968,0
104,0.00046777,0
105,0.00002604,0
106,0.00004095,0
107,0.00000550,0
108,0.00001983,0
109,0.18582499,0
110,0.00001915,0
111,0.00193069,0
112,0.10064866,0
113,0.07764756,0
114,0.00002086,0
115,0.00059851,0
116,0.00000140,0
117,0.69538191,0
118,0.20093866,0
119,0.00020235,0
120,0.00003918,0
121,0.85213034,0
122,0.00040412,0
123,0.42108042,0
124,0.00345380,0
125,0.00219237,0
126,0.49238825,0
127,0.51497195,0
128,0.00326514,0
129,0.15809486,0
130,0.43941247,0
131,0.00296697,0
132,0.00626644,0
133,0.32828136,0
134,0.00005735,0
135,0.00039670,0
136,0.00028474,0
137,0.00002851,0
138,0.00000087,0
139,0.00001987,0
140,0.00001056,0
141,0.00000397,0
142,0.00000575,0
143,0.00000499,0
144,0.00018512,0
145,0.00000566,0
146,0.00002479,0
147,0.00912558,0
148,0.00008672,0
149,0.67161715,0
150,0.01303073,0
151,0.00065038,0
152,0.00182813,0
153,0.00017304,0
154,0.00042653,0
155,0.00059359,0
156,0.00001066,0
157,0.00002460,0
158,0.00000271,0
159,0.00005901,0
160,0.00009399,0
161,0.46399469,0
162,0.00015317,0
163,0.00116063,0
164,0.08176592,0
165,0.58771497,0
166,0.00025041,0
167,0.00005541,0
168,0.00006280,0
169,0.00011969,0
170,0.00001959,0
171,0.09137671,0
172,0.00081690,0
173,0.00000618,0
174,0.35498433,0
175,0.44849989,0
176,0.01721514,0
177,0.00005370,0
178,0.00189801,0
179,0.00026187,0
180,0.00016885,0
181,0.57916034,0
182,0.02537572,0
183,0.00002552,0
184,0.00001199,0
185,0.00010416,0
186,0.00050602,0
187,0.00034307,0
188,0.00124591,0
189,0.00000392,0
190,0.00001790,0
191,0.91169115,0
192,0.00532211,0
193,0.69035777,0
194,0.01575512,0
195,0.00000225,0
196,0.00000085,0
197,0.00063478,0
198,0.00000509,0
199,0.00018507,0
200,0.00012262,0
201,0.00001208,0
202,0.00012016,0
203,0.00012747,0
204,0.00008078,0
205,0.00000228,0
206,0.00000063,0
207,0.00000676,0
208,0.00000136,0
209,0.00001562,0
210,0.00000292,0
211,0.00000366,0
212,0.00000068,0
213,0.00000371,0
214,0.00011644,0
215,0.00001391,0
216,0.14801526,0
217,0.51615772,0
218,0.00064050,0
219,0.00000836,0
220,0.00001589,0
221,0.00007220,0
222,0.00000445,0
223,0.00000847,0
224,0.00007577,0
225,0.00001080,0
226,0.00000606,0
227,0.00008835,0
228,0.00002237,0
229,0.00012141,0
230,0.00005571,0
231,0.00000024,0
232,0.00000414,0
233,0.00004512,0
234,0.00000094,0
235,0.00000049,0
236,0.00008406,0
237,0.00001114,0
238,0.09785232,0
239,0.00301265,0
240,0.00002563,0
241,0.00002067,0
242,0.00002057,0
243,0.00000437,0
244,1.04618213,0
245,0.00024411,0
246,0.03440510,0
247,0.02521539,0
248,0.87261055,0
249,0.31059034,0
250,0.00016480,0
251,0.00460033,0
252,0.00101676,0
253,0.69192817,0
254,0.00285479,0
255,0.00070225,0
256,0.00002872,0
257,0.56780196,0
258,0.00010889,0
259,0.00032694,0
260,0.00000628,0
261,0.00000083,0
262,0.00000678,0
263,0.00072759,0
264,0.00005731,0
265,0.00002417,0
266,0.00063362,0
267,0.03767099,0
268,0.00000061,0
269,0.00000072,0
270,0.00000089,0
271,0.00000420,0
272,0.00000041,0
273,0.00000109,0
274,0.00010254,0
275,0.00002187,0
276,0.02022599,0
277,0.00485885,0
278,0.00003164,0
279,0.00001752,0
280,0.00011927,0
281,0.00000698,0
282,0.30799239,0
283,0.00037469,0
284,0.02755720,0
285,0.78506302,0
286,0.05073667,0
287,0.77207619,0
288,0.08476371,0
289,0.00074021,0
290,0.00015258,0
291,0.10035642,0
292,0.00000212,0
293,0.00021629,0
294,0.00000028,0
295,0.00000057,0
296,0.00000357,0
297,0.00000065,0
298,0.00000031,0
299,0.00000223,0
300,0.00000063,0
301,0.00029328,0
302,0.00303296,0
303,0.50217429,0
304,0.18315915,0
305,0.00011333,0
306,0.00057893,0
307,0.00009420,0
308,0.00020340,0
309,0.00000074,0
310,0.00007508,0
311,0.00007223,0
312,0.02705671,0
313,0.66917243,0
314,0.01158071,0
315,0.00064117,0
316,0.24899672,0
317,0.00179214,0
318,0.00576782,0
319,0.61232213,0
320,0.00002920,0
321,0.49793874,0
322,0.00067100,0
323,0.00000353,0
324,0.69393745,0
325,0.70986148,0
326,0.12209445,0
327,0.54652867,0
328,0.07680712,0
329,0.73340584,0
330,0.00038750,0
331,0.00185163,0
332,0.00003140,0
333,0.00000149,0
334,0.00046868,0
335,0.49750277,0
336,1.59536771,0
337,0.04067767,0
338,0.00023803,0
339,0.00199694,0
340,0.00000290,0
341,0.00005227,0
342,0.00000852,0
343,0.00003958,0
344,0.00429835,0
345,0.00006485,0
346,0.00932611,0
347,0.00009949,0
348,0.00044385,0
349,0.00013792,0
350,0.08774610,0
351,0.01289836,0
352,0.00002107,0
353,0.00429058,0
354,0.34472773,0
355,0.77875859,0
356,0.08245368,0
357,0.01933581,0
358,0.00003137,0
359,0.00092267,0
360,0.00078588,0
361,0.00439364,0
362,0.00021887,0
363,0.54733484,0
364,0.37013794,0
365,0.72261319,0
366,0.28164468,0
367,0.00039134,0
368,0.59170699,0
369,0.00008881,0
370,0.00133960,0
371,0.72351754,0
372,0.00368143,0
373,0.54118700,0
374,0.00502585,0
375,0.82861414,0
376,0.00133960,0
377,0.69908855,0
378,0.04873230,0
379,0.00001255,0
380,0.00026699,0
381,0.00002307,0
382,0.02111940,0
383,0.58996975,0
384,0.00009284,0
385,0.00001686,0
386,0.00004896,0
387,0.00000699,0
388,0.00006016,0
389,0.00000121,0
390,0.04920684,0
391,0.00321982,0
392,0.00004785,0
393,0.00051292,0
394,0.62572457,0
395,0.00003124,0
396,0.00243285,0
397,0.00002654,0
398,0.00000420,0
399,0.00000984,0
400,0.02778272,0
401,0.00484553,0
402,0.00005977,0
403,0.00000265,0
404,0.00027935,0
405,0.00000885,0
406,0.00513109,0
407,0.50607435,0
408,0.00005107,0
409,0.63275436,0
410,0.00487820,0
411,0.29583482,0
412,0.01604344,0
413,0.00003213,0
414,0.00798904,0
415,0.00049272,0
416,0.08877492,0
417,0.07586781,0
418,0.00002061,0
419,0.00003958,0
420,0.00002152,0
421,0.00000218,0
422,0.00000087,0
423,0.00000520,0
424,0.00006473,0
425,0.00012155,0
426,0.57729441,0
427,0.02200100,0
428,0.00862918,0
429,0.00157217,0
430,0.10396091,0
431,0.00013296,0
432,0.00938652,0
433,0.00000065,0
434,0.00000217,0
435,0.00002649,0
436,0.00000877,0
437,0.00000212,0
438,0.00000272,0
439,0.00001282,0
440,0.00026000,0
441,0.00000164,0
442,0.00000287,0
443,0.00000855,0
444,0.00003316,0
445,0.00000034,0
446,0.00000034,0
447,0.00000310,0
448,0.00017974,0
449,0.00000110,0
450,0.00000064,0
451,0.00000605,0
452,0.00000131,0
453,0.00045353,0
454,0.00002004,0
455,0.00531316,0
456,0.46666724,0
457,0.00055886,0
458,0.00000352,0
459,0.00000347,0
460,0.00003744,0
461,0.00001210,0
462,0.00002441,0
463,0.00000484,0
464,0.00000756,0
465,0.00000044,0
466,0.00000053,0
467,0.00000038,0
468,0.00000489,0
469,0.00000653,0
470,0.00000392,0
471,0.00000011,0
472,0.00000024,0
473,0.00013761,0
474,0.00066507,0
475,0.49533609,0
476,0.00427910,0
477,0.00005495,0
478,0.00000085,0
479,0.00010502,0
480,0.00000899,0
481,0.55700148,0
482,0.00005524,0
483,0.65579769,0
484,0.00824801,0
485,0.01758621,0
486,0.19429223,0
487,0.00104700,0
488,0.00005468,0
489,0.00000362,0
490,0.34296418,0
491,0.00070607,0
492,0.00109524,0
493,0.14750594,0
494,0.00000229,0
495,0.00000344,0
496,0.00000583,0
497,0.00000031,0
498,0.00000035,0
499,0.00000056,0
500,0.00000118,0
501,0.00000783,0
502,0.00000220,0
503,0.00000036,0
504,0.00000150,0
505,0.00001353,0
506,0.00005416,0
507,0.06182056,0
