step,entropy,in_repeat_run
0,2.22322336,0
1,2.35471399,0
2,2.42752171,0
3,0.16433608,0
4,1.70701678,0
5,2.07501163,0
6,1.27770482,0
7,2.30897279,0
8,1.48768189,0
9,1.12608248,0
10,2.34780539,0
11,0.36836628,0
12,1.06874468,0
13,0.16029415,0
14,1.74560371,0
15,0.57700358,0
16,1.65654783,0
17,0.05777024,0
18,1.81241303,0
19,0.01248652,0
20,1.62316611,0
21,2.37691998,0
22,1.61234418,0
23,1.17551070,0
24,0.15885141,0
25,1.78526400,0
26,2.03286292,0
27,2.22413872,0
28,2.25069422,0
29,2.31831173,0
30,2.08560237,0
31,2.10766831,0
32,2.03037350,0
33,0.54244269,0
34,0.21417183,0
35,1.76571275,0
36,1.70057186,0
37,1.73247216,0
38,2.19898124,0
39,2.01222397,0
40,1.92484036,0
41,0.87417223,0
42,1.99196259,0
43,1.66818807,0
44,1.40140044,0
45,1.16653718,0
46,0.86499178,0
47,0.10346661,0
48,1.57722205,0
49,2.42535957,0
50,1.03274467,0
51,0.96801530,0
52,1.58528711,0
53,1.76273227,0
54,1.02206663,0
55,1.09778690,0
56,0.19566951,0
57,0.72413181,0
58,0.54082557,0
59,0.15159424,0
60,2.34085296,0
61,1.75275777,0
62,1.58263952,0
63,0.16711503,0
64,1.37080869,0
65,1.39153697,0
66,1.43980441,0
67,2.07398799,0
68,1.63889517,0
69,1.45286695,0
70,2.09880749,0
71,1.12733092,0
72,2.02852440,0
73,0.58340743,0
74,1.30650331,0
75,0.34299347,0
76,0.04655451,0
77,1.11766355,0
78,1.50710872,0
79,0.81087084,0
80,2.41829972,0
81,0.82255931,0
82,0.34714905,0
83,0.48180890,0
84,1.54951727,0
85,1.00702474,0
86,1.07772899,0
87,0.02776384,0
88,0.01646274,0
89,1.54037094,0
90,2.18708107,0
91,1.56814673,0
92,0.58006462,0
93,0.40018361,0
94,1.33787528,0
95,0.01857543,0
96,1.18913017,0
97,0.36560512,0
98,0.00352981,0
99,1.65221868,0
100,0.01450239,0
101,1.81754207,0
102,0.04048546,0
103,0.63108590,0
104,1.66301542,0
105,2.15749563,0
106,0.02160003,0
107,0.19279098,0
108,0.56609027,0
109,0.05867965,0
110,1.28390192,0
111,1.40279695,0
112,0.14204854,0
113,1.90514841,0
114,2.17378238,0
115,2.07249602,0
116,1.53557976,0
117,2.26582782,0
118,1.11525952,0
119,0.89519355,0
120,1.72292585,0
121,1.30765297,0
122,0.24542804,0
123,0.04134060,0
124,0.00603018,0
125,0.58214786,0
126,1.19983238,0
127,1.44153196,0
128,1.52199046,0
129,0.57083865,0
130,1.07339514,0
131,0.08044719,0
132,0.00935277,0
133,1.14917397,0
134,1.53232346,0
135,1.30299715,0
136,1.70551842,0
137,0.27041354,0
138,0.61446980,0
139,0.34079407,0
140,1.95929612,0
141,1.24828837,0
142,1.31197437,0
143,0.03928568,0
144,0.21231413,0
145,0.79033063,0
146,2.00250933,0
147,0.63654551,0
148,1.73125804,0
149,1.65560912,0
150,0.16357880,0
151,1.00320170,0
152,1.29403353,0
153,0.08536946,0
154,0.89362046,0
155,0.01721514,0
156,1.55772022,0
157,0.30815491,0
158,0.96802408,0
159,1.09365432,0
160,1.25085789,0
161,1.52312913,0
162,1.14459503,0
163,1.21923299,0
164,1.10457510,0
165,0.00274818,0
166,0.82075655,0
167,1.84145219,0
168,1.01143848,0
169,0.00325138,0
170,0.42103119,0
171,1.35821154,0
172,0.00086208,0
173,2.27130527,0
174,0.27021961,0
175,0.01512457,0
176,0.35572467,0
177,1.00376432,0
178,0.00093053,0
179,1.66420617,0
180,0.08030626,0
181,0.00170090,0
182,0.05918400,0
183,0.22716457,0
184,0.00009052,0
185,2.00424220,0
186,0.02927279,0
187,1.34369014,0
188,0.82913391,0
189,0.14374520,0
190,0.57681583,0
191,0.01410577,0
192,0.75384094,0
193,1.37371118,0
194,1.51070459,0
195,0.16675551,0
196,1.91764611,0
197,0.28626884,0
198,0.33998639,0
199,0.00576573,0
200,0.00734009,0
201,1.38270024,0
202,0.77119643,0
203,0.12808286,0
204,1.54154511,0
205,0.74982780,0
206,0.95487597,0
207,0.58994245,0
208,0.57709617,0
209,1.96875617,0
210,0.08686509,0
211,0.70439902,0
212,2.06428044,0
213,1.59028819,0
214,0.00434652,0
215,0.07578991,0
216,1.30884895,0
217,0.99813355,0
218,0.45930710,0
219,0.34197497,0
220,1.68861093,0
221,1.09427984,0
222,0.59429180,0
223,0.97059931,0
224,0.87338884,0
225,0.87554104,0
226,0.00736665,0
227,0.53992872,0
228,0.31781859,0
229,1.39311940,0
230,0.03325339,0
231,0.77556702,0
232,1.48472757,0
233,1.50779671,0
234,2.01962932,0
235,1.40066899,0
236,0.37279142,0
237,1.18480702,0
238,1.05490441,0
239,0.04056154,0
240,0.50885828,0
241,0.61115151,0
242,0.70712421,0
243,2.21298081,0
244,1.68012083,0
245,0.09965799,0
246,0.28828916,0
247,1.91638600,0
248,0.93843209,0
249,1.21022207,0
250,0.49234374,0
251,0.04814176,0
252,0.83270519,0
253,1.61385445,0
254,1.79734409,0
255,0.72543682,0
256,0.06784267,0
257,0.27278192,0
258,1.02661875,0
259,1.27338410,0
260,0.54668282,0
261,2.14917749,0
262,0.37029514,0
263,0.34623482,0
264,0.40512756,0
265,0.79042578,0
266,0.95651203,0
267,0.00032591,0
268,0.00132571,0
269,0.34490191,0
270,1.87352443,0
271,2.09622916,0
272,0.61481822,0
273,1.31553738,0
274,0.83031527,0
275,0.85425966,0
276,0.02521077,0
277,0.12832573,0
278,0.97826319,0
279,1.21705800,0
280,0.09313766,0
281,0.00306431,0
282,0.00007800,0
283,0.00107208,0
284,0.12948256,0
285,1.55821820,0
286,2.25395401,0
287,0.00503065,0
288,1.69633365,0
289,1.04479224,0
290,1.05620882,0
291,0.43969648,0
292,2.47930811,0
293,0.16430090,0
294,0.27307371,0
295,1.02364540,0
296,1.22134247,0
297,0.64912323,0
298,0.51901876,0
299,1.47018303,0
300,0.07503910,0
301,0.34993563,0
302,0.01189874,0
303,0.05703090,0
304,0.03680719,0
305,0.02796610,0
306,0.22915507,0
307,1.10833167,0
308,0.00636430,0
309,0.38653023,0
310,0.87635732,0
311,0.85120134,0
312,0.11163549,0
313,0.95748133,0
314,0.22782019,0
315,0.83794768,0
316,1.10402298,0
317,0.00079456,0
318,1.56322829,0
319,1.19117588,0
320,0.36293831,0
321,0.11129013,0
322,0.04219161,0
323,0.52260620,0
324,0.02137025,0
325,0.04822344,0
326,0.51276299,0
327,0.90840647,0
328,0.50781170,0
329,0.15793888,0
330,0.00761888,0
331,0.06133452,0
332,0.71122747,0
333,0.82940728,0
334,0.83987061,0
335,0.53546435,0
336,0.63050155,0
337,0.05218383,0
338,0.69062960,0
