step,entropy,in_repeat_run
0,2.27282500,0
1,2.20652299,0
2,0.50701706,0
3,2.23754651,0
4,0.00207134,0
5,0.00052648,0
6,2.29228549,0
7,0.00027823,0
8,0.00013118,0
9,1.95701945,0
10,0.00095002,0
11,0.00085983,0
12,1.68487459,0
13,0.00042255,0
14,0.00033543,0
15,2.14379430,0
16,0.00060945,0
17,0.01163604,0
18,0.05307443,0
19,2.21927628,0
20,0.00046753,0
21,0.00012530,0
22,2.02996272,0
23,0.00044655,0
24,0.00132625,0
25,1.89012955,0
26,0.00440052,0
27,0.00097448,0
28,1.11811226,0
29,0.00058086,0
30,0.00034887,0
31,2.39205838,0
32,0.00047275,0
33,0.00003168,0
34,1.90654836,0
35,0.00011752,0
36,0.00845640,0
37,0.00036639,0
38,1.53331543,0
39,0.02582556,0
40,0.01135601,0
41,0.00013062,0
42,1.97253804,0
43,0.00025777,0
44,0.00011826,0
45,2.12825880,0
46,0.00003583,0
47,0.01808675,0
48,0.00108980,0
49,2.31049268,0
50,0.00353691,0
51,0.00241206,0
52,0.00055477,0
53,2.45607801,0
54,0.00299021,0
55,0.00009798,0
56,2.37099941,0
57,0.01630552,0
58,0.03226064,0
59,2.49795786,0
60,0.01748413,0
61,0.01551052,0
62,2.47102635,0
63,0.02196909,0
64,0.00141986,0
65,1.67654071,0
66,0.02441274,0
67,0.00141966,0
68,0.18308325,0
69,0.01473588,0
70,0.00251462,0
71,0.14602056,0
72,0.00242816,0
73,0.00140695,0
74,0.24083733,0
75,0.00264961,0
76,0.00011830,0
77,0.00442377,0
78,0.00804272,0
79,0.00287000,0
80,0.00424264,0
81,0.13975456,0
82,0.00407555,0
83,0.00857832,0
84,0.01017568,0
85,0.00434793,0
86,0.00622134,0
87,0.00296363,0
88,0.00082063,0
89,0.00240421,0
90,0.00773043,0
91,0.00607762,0
92,0.00028551,0
93,0.03680748,0
94,0.00003666,0
95,0.01141562,0
96,0.00079735,0
97,0.01820361,0
98,0.00028326,0
99,0.00363173,0
100,0.00040960,0
101,0.01228870,0
102,0.00127033,0
103,0.00013101,0
104,0.00175792,0
105,0.00000100,0
106,0.00602166,0
107,0.00041093,0
108,0.03401570,0
109,0.00091401,0
110,0.00200274,0
111,0.00001207,0
112,0.00374893,0
113,0.00639616,0
114,0.00088990,0
115,2.07525987,0
116,0.09517261,0
117,0.00077486,0
118,0.88846447,0
119,0.00771515,0
120,0.00161278,0
121,0.23365139,0
122,0.00855361,0
123,0.00055953,0
124,0.12513561,0
125,0.00148126,0
126,0.00087310,0
127,0.00474020,0
128,0.00241292,0
129,0.00126741,0
130,0.01960138,0
131,0.00112239,0
132,0.00075494,0
133,0.07376378,0
134,0.00087564,0
135,0.00015200,0
136,0.00498591,0
137,0.00148558,0
138,0.00139053,0
139,0.00994628,0
140,0.02849314,0
141,0.00139500,0
142,0.00739326,0
143,0.01390283,0
144,0.00191301,0
145,0.01423138,0
146,0.00418021,0
147,0.00100542,0
148,0.00161299,0
149,0.00558907,0
150,0.00375609,0
151,0.00162936,0
152,0.02631505,0
153,0.00026849,0
154,0.00406284,0
155,0.00138828,0
156,0.00597943,0
157,0.00281055,0
158,0.00406182,0
159,0.00046077,0
160,0.01048686,0
161,0.00115307,0
162,0.00049077,0
163,0.00230509,0
164,0.00000352,0
165,0.00310588,0
166,0.00076773,0
167,0.02422257,0
168,0.00267174,0
169,0.00156440,0
170,0.00003914,0
171,0.00342603,0
172,0.01265621,0
173,0.00179420,0
174,1.04704763,0
175,0.01583890,0
176,0.00115690,0
177,0.07731558,0
178,0.00640809,0
179,0.00172236,0
180,0.07720060,0
181,0.00587042,0
182,0.00054699,0
183,0.11347558,0
184,0.00114966,0
185,0.00159751,0
186,0.00329228,0
187,0.00248054,0
188,0.00236492,0
189,0.01146203,0
190,0.00129027,0
191,0.00079193,0
192,0.03506956,0
193,0.00087679,0
194,0.00026345,0
195,0.01020294,0
196,0.00116419,0
197,0.00152564,0
198,0.01094414,0
199,0.01369137,0
200,0.00157489,0
201,0.00842229,0
202,0.01130822,0
203,0.00197833,0
204,0.01778532,0
205,0.00326825,0
206,0.00113464,0
207,0.00168217,0
208,0.00300839,0
209,0.00320900,0
210,0.00279183,0
211,0.00707943,0
212,0.00082699,0
213,0.00301479,0
214,0.00249540,0
215,0.00286117,0
216,0.00618139,0
217,0.00324468,0
218,0.00062426,0
219,0.00798390,0
220,0.00116280,0
221,0.00046630,0
222,0.00204512,0
223,0.00000621,0
224,0.00230359,0
225,0.00118009,0
226,0.01035692,0
227,0.00301474,0
228,0.00138387,0
229,0.00002645,0
230,0.00181123,0
231,0.00875803,0
232,0.00174348,0
233,0.42732609,0
234,0.00587855,0
235,0.00139303,0
236,0.07034665,0
237,0.00536027,0
238,0.00268235,0
239,0.05012436,0
240,0.00470632,0
241,0.00084946,0
242,0.08291001,0
243,0.00131306,0
244,0.00211749,0
245,0.00228348,0
246,0.00225463,0
247,0.00268795,0
248,0.00645715,0
249,0.00129675,0
250,0.00108713,0
251,0.02287255,0
252,0.00102364,0
253,0.00018551,0
254,0.00999026,0
255,0.00076653,0
256,0.00141241,0
257,0.01153525,0
258,0.00846429,0
259,0.00166837,0
260,0.00550013,0
261,0.01007549,0
262,0.00175047,0
263,0.01327099,0
264,0.00266856,0
265,0.00112604,0
266,0.00168099,0
267,0.00210276,0
268,0.00305321,0
269,0.00323000,0
270,0.00401017,0
271,0.00160931,0
272,0.00245319,0
273,0.00254807,0
274,0.00186304,0
275,0.00743569,0
276,0.00253453,0
277,0.00047176,0
278,0.00665628,0
279,0.00115886,0
280,0.00038869,0
281,0.00195695,0
282,0.00000904,0
283,0.00215906,0
284,0.00139078,0
285,0.00715185,0
286,0.00403173,0
287,0.00124216,0
288,0.00002772,0
289,0.00163295,0
290,0.00671858,0
291,0.00166141,0
292,0.17223647,0
293,0.00373453,0
294,0.00109401,0
295,0.03439894,0
296,0.00487348,0
297,0.00217416,0
298,0.04065944,0
299,0.00327760,0
300,0.00095482,0
301,0.07132105,0
302,0.00138651,0
303,0.00213035,0
304,0.00184537,0
305,0.00217947,0
306,0.00275483,0
307,0.00408353,0
308,0.00120529,0
309,0.00136807,0
310,0.01806344,0
311,0.00107304,0
312,0.00019010,0
313,0.01048296,0
314,0.00057110,0
315,0.00159765,0
316,0.01528225,0
317,0.00723778,0
318,0.00137378,0
319,0.00580701,0
320,0.00805212,0
321,0.00159985,0
322,0.01345007,0
323,0.00232092,0
324,0.00100895,0
325,0.00186198,0
326,0.00178573,0
327,0.00271165,0
328,0.00330112,0
329,0.00339687,0
330,0.00203096,0
331,0.00219587,0
332,0.00286885,0
333,0.00227643,0
334,0.00653929,0
335,0.00229221,0
336,0.00047092,0
337,0.00485131,0
338,0.00091021,0
339,0.00048391,0
340,0.00193871,0
341,0.00000987,0
342,0.00182852,0
343,0.00114259,0
344,0.00635478,0
345,0.00537319,0
346,0.00106405,0
347,0.00002656,0
348,0.00126253,0
349,0.00434586,0
350,0.00150593,0
351,0.11503959,0
352,0.00317248,0
353,0.00107663,0
354,0.02878967,0
355,0.00362789,0
356,0.00210529,0
357,0.02185406,0
358,0.00317733,0
359,0.00090322,0
360,0.05981784,0
361,0.00120858,0
362,0.00234110,0
363,0.00164268,0
364,0.00220934,0
365,0.00251464,0
366,0.00359165,0
367,0.00128503,0
368,0.00146460,0
369,0.01242296,0
370,0.00103180,0
371,0.00021042,0
372,0.01109786,0
373,0.00044199,0
374,0.00158307,0
375,0.00984749,0
376,0.00577610,0
377,0.00129797,0
378,0.00583609,0
379,0.00658355,0
380,0.00153926,0
381,0.01433537,0
382,0.00253981,0
383,0.00097462,0
384,0.00189538,0
385,0.00149259,0
386,0.00261319,0
387,0.00360643,0
388,0.00233180,0
389,0.00249542,0
390,0.00205498,0
391,0.00267862,0
392,0.00174386,0
393,0.00742702,0
394,0.00247704,0
395,0.00063773,0
396,0.00395824,0
397,0.00093120,0
398,0.00036072,0
399,0.00156509,0
400,0.00001724,0
401,0.00193168,0
402,0.00117529,0
403,0.00483433,0
404,0.00363417,0
405,0.00099421,0
406,0.00003158,0
407,0.00121804,0
408,0.00430483,0
409,0.00155486,0
410,0.07345234,0
411,0.00258215,0
412,0.00105656,0
413,0.02837390,0
414,0.00379438,0
415,0.00213805,0
416,0.02245986,0
417,0.00294490,0
418,0.00113723,0
419,0.05064420,0
420,0.00127712,0
421,0.00202961,0
422,0.00139983,0
423,0.00215748,0
424,0.00249966,0
425,0.00303151,0
426,0.00117006,0
427,0.00162671,0
428,0.01167129,0
429,0.00094639,0
430,0.00021107,0
431,0.01245220,0
432,0.00041566,0
433,0.00169294,0
434,0.01494033,0
435,0.00619544,0
436,0.00124740,0
437,0.00574169,0
438,0.00720852,0
439,0.00130589,0
440,0.01211838,0
441,0.00196340,0
442,0.00085317,0
443,0.00182137,0
444,0.00149510,0
445,0.00227804,0
446,0.00399122,0
447,0.00221388,0
448,0.00387321,0
449,0.00194616,0
450,0.00345997,0
451,0.00144638,0
452,0.00745654,0
453,0.00193170,0
454,0.00078401,0
455,0.00394822,0
456,0.00087322,0
457,0.00050185,0
458,0.00161380,0
459,0.00001742,0
460,0.00192435,0
461,0.00122349,0
462,0.00482101,0
463,0.00522727,0
464,0.00090300,0
465,0.00003333,0
466,0.00123364,0
467,0.00332157,0
468,0.00139206,0
469,0.04911087,0
470,0.00203254,0
471,0.00106252,0
472,0.02269966,0
473,0.00329064,0
474,0.00256525,0
475,0.01839855,0
476,0.00261799,0
477,0.00117271,0
478,0.04314379,0
479,0.00124132,0
480,0.00204646,0
481,0.00113910,0
482,0.00195649,0
483,0.00263238,0
484,0.00290394,0
485,0.00116170,0
486,0.00152763,0
487,0.01010351,0
488,0.00099286,0
489,0.00021212,0
490,0.01232887,0
491,0.00036097,0
492,0.00151507,0
493,0.01122333,0
494,0.00542277,0
495,0.00141148,0
496,0.00548087,0
497,0.00622275,0
498,0.00136843,0
499,0.01227531,0
500,0.00210571,0
501,0.00089007,0
502,0.00175386,0
503,0.00156855,0
504,0.00217525,0
505,0.00350340,0
506,0.00182083,0
507,0.00487058,0
508,0.00182572,0
509,0.00302848,0
510,0.00138192,0
511,0.00819489,0
512,0.00178563,0
513,0.00072508,0
514,0.00325045,0
515,0.00081683,0
516,0.00054276,0
517,0.00174530,0
518,0.00002075,0
519,0.00169837,0
520,0.00106353,0
521,0.00453386,0
522,0.00399090,0
523,0.00086473,0
524,0.00003514,0
525,0.00123632,0
526,0.00298434,0
527,0.00126091,0
528,0.02557317,0
529,0.00200424,0
530,0.00110886,0
531,0.02070349,0
532,0.00280852,0
533,0.00196310,0
534,0.01380819,0
535,0.00225372,0
536,0.00136536,0
537,0.04413958,0
538,0.00113341,0
539,0.00190026,0
540,0.00090658,0
541,0.00177655,0
542,0.00265379,0
543,0.00274573,0
544,0.00106937,0
545,0.00151721,0
546,0.01012219,0
547,0.00091307,0
548,0.00019814,0
549,0.01056651,0
550,0.00032374,0
551,0.00149847,0
552,0.00917222,0
