step,entropy,in_repeat_run
0,0.37293896,0
1,0.06709179,0
2,0.02450685,0
3,0.22843734,0
4,0.00495985,0
5,0.00026545,0
6,0.00028284,0
7,0.05660561,0
8,0.00001460,0
9,0.68727955,0
10,0.21717901,0
11,0.00214005,0
12,0.00191796,0
13,0.00008017,0
14,0.00014289,0
15,0.00166856,0
16,0.00013920,0
17,0.04631896,0
18,0.04595897,0
19,0.07280280,0
20,1.20313194,0
21,0.36641622,0
22,0.46808932,0
23,0.76541007,0
24,0.06041082,0
25,0.00806225,0
26,0.44102507,0
27,1.24796734,0
28,1.03734123,0
29,0.91313056,0
30,0.62882543,0
31,0.06467525,0
32,0.07378035,0
33,0.04260288,0
34,0.14584131,0
35,0.60797802,0
36,0.00076191,0
37,0.01922985,0
38,0.74791814,0
39,0.78553151,0
40,0.40587652,0
41,0.15591749,0
42,0.14975255,0
43,0.25197038,0
44,0.00086601,0
45,0.05540463,0
46,0.32906201,0
47,0.88089911,0
48,1.26633276,0
49,1.02772618,0
50,0.46048193,0
51,0.21700028,0
52,0.00076308,0
53,0.05822548,0
54,0.65227830,0
55,0.53480847,0
56,0.00196577,0
57,0.01133410,0
58,0.01147256,0
59,0.73217577,0
60,1.46082767,0
61,0.29997185,0
62,0.02922069,0
63,0.53071640,0
64,0.58390993,0
65,0.06217141,0
66,0.00014267,0
67,0.00010852,0
68,0.00002462,0
69,0.00001478,0
70,0.00042268,0
71,0.00029509,0
72,0.01993537,0
73,0.41492383,0
74,0.24826054,0
75,1.23252277,0
76,0.09434224,0
77,0.16224868,0
78,0.87523675,0
79,0.10737253,0
80,0.00034957,0
81,0.08156177,0
82,0.00184726,0
83,0.22879152,0
84,0.03909517,0
85,0.33249853,0
86,0.32167288,0
87,1.13549906,0
88,1.21578597,0
89,0.44540493,0
90,0.02832836,0
91,1.79843956,0
92,0.60070498,0
93,0.97725966,0
94,0.18401576,0
95,0.06833470,0
96,0.86722795,0
97,0.11433929,0
98,0.10647769,0
99,0.00045029,0
100,0.00388984,0
101,0.00691942,0
102,0.00003398,0
103,0.00001760,0
104,0.00019802,0
105,0.00552127,0
106,0.06119384,0
107,1.00019972,0
108,0.18283299,0
109,0.01875874,0
110,0.34069982,0
111,0.53880533,0
112,0.00006023,0
113,0.01127928,0
114,0.00000519,0
115,1.12126778,0
116,0.28051423,0
117,0.00100015,0
118,0.00045732,0
119,1.39065502,0
120,0.47286641,0
121,0.00081726,0
122,0.04694139,0
123,1.11072192,0
124,0.00408040,0
125,0.00009028,0
126,0.00032659,0
127,0.00010855,0
128,2.30784380,0
129,1.02677260,0
130,0.93543543,0
131,1.18495970,0
132,1.01182555,0
133,0.78425746,0
134,0.18630164,0
135,0.02730313,0
136,0.05772945,0
137,1.36818004,0
138,0.72508235,0
139,1.57756646,0
140,0.23064829,0
141,0.32454262,0
142,1.75715484,0
143,0.64345556,0
144,0.00296565,0
145,1.73075098,0
146,0.90676299,0
147,0.22004835,0
148,0.30817729,0
149,0.00049857,0
150,0.00018619,0
151,0.00412738,0
152,0.25512564,0
153,0.02387801,0
154,0.00006447,0
155,0.00066453,0
156,0.00166292,0
157,0.00368471,0
158,0.06584392,0
159,0.00115440,0
160,0.00205987,0
161,0.00941698,0
162,0.00564724,0
163,0.01393135,0
164,0.00024100,0
165,0.00008721,0
166,0.00002582,0
167,0.00001864,0
168,0.00038273,0
169,0.00012178,0
170,0.00040467,0
171,0.00179688,0
172,0.01350489,0
173,0.07302512,0
174,0.00154447,0
175,0.00080919,0
176,0.01716867,0
177,0.00063354,0
178,0.00004423,0
179,0.00149231,0
180,0.00017528,0
181,0.00118468,0
182,0.00864447,0
183,0.00177095,0
184,0.00022151,0
185,0.03838450,0
186,0.00350315,0
187,0.00068477,0
188,0.00006161,0
189,0.47398360,0
190,0.45438644,0
191,0.11048526,0
192,0.00443432,0
193,0.00212652,0
194,0.02851601,0
195,0.00133183,0
196,0.00078248,0
197,0.00004565,0
198,0.00027719,0
199,0.00017933,0
200,0.00008368,0
201,0.00008202,0
202,0.00006493,0
203,0.00042211,0
204,0.00335619,0
205,0.00493261,0
206,0.00226049,0
207,0.00016905,0
208,0.00054182,0
209,0.00044441,0
210,0.00005392,0
211,0.00032089,0
212,0.00000144,0
213,0.03092910,0
214,0.00162738,0
215,0.00030957,0
