step,entropy,in_repeat_run
0,2.27282500,0
1,2.18141632,0
2,1.90004358,0
3,0.05525369,0
4,0.15831098,0
5,0.48626544,0
6,0.00679613,0
7,1.90476882,0
8,0.00552750,0
9,1.21513001,0
10,0.00282259,0
11,1.17799349,0
12,0.54377673,0
13,0.00045993,0
14,0.00079631,0
15,0.00091478,0
16,0.36538832,0
17,0.00129790,0
18,0.45638717,0
19,0.00011737,0
20,0.00206900,0
21,0.79520170,0
22,0.00560006,0
23,0.02183529,0
24,0.00765435,0
25,1.16214012,0
26,0.01455279,0
27,1.41894149,0
28,0.00205455,0
29,1.44650998,0
30,0.00225548,0
31,0.55719714,0
32,0.00400479,0
33,1.80105638,0
34,0.00229847,0
35,1.95094653,0
36,0.00327545,0
37,0.19773532,0
38,0.00093034,0
39,1.02327799,0
40,0.00508176,0
41,0.00101022,0
42,0.19038725,0
43,0.00110357,0
44,1.15480309,0
45,0.01108115,0
46,0.47942761,0
47,0.01627434,0
48,0.02388344,0
49,1.09796055,0
50,0.32098256,0
51,0.87156733,0
52,0.72444604,0
53,0.48131362,0
54,0.00005265,0
55,1.31202228,0
56,0.18098297,0
57,2.01743914,0
58,0.09465074,0
59,1.48230267,0
60,0.38591997,0
61,0.98065717,0
62,1.03682458,0
63,1.33302625,0
64,0.01076221,0
65,0.02677628,0
66,1.32926223,0
67,0.01840803,0
68,1.02053887,0
69,0.01158677,0
70,1.19256686,0
71,0.03503189,0
72,0.00073477,0
73,0.00819129,0
74,0.74176100,0
75,0.62773150,0
76,2.18920036,0
77,2.36078763,0
78,0.00857403,0
79,2.00997071,0
80,2.27015913,0
81,1.72196127,0
82,1.13504625,0
83,2.21232722,0
84,1.21757861,0
85,1.74349137,0
86,0.63613942,0
87,1.49982467,0
88,1.32267165,0
89,0.00279716,0
90,0.00116719,0
91,0.00000970,0
92,0.06343133,0
93,0.02684812,0
94,0.96254482,0
95,0.99481780,0
96,1.95957906,0
97,0.53989641,0
98,1.84658421,0
99,1.20229099,0
100,0.28774187,0
101,0.15266390,0
102,0.27249798,0
103,0.88071481,0
104,1.53801298,0
105,1.30334803,0
106,0.00038345,0
107,2.12995346,0
108,1.84613061,0
109,0.04976635,0
110,0.09478268,0
111,0.00485034,0
112,0.00923545,0
113,0.70333416,0
114,0.03871588,0
115,0.02285739,0
116,0.09477987,0
117,0.26950385,0
118,0.53862231,0
119,1.04410378,0
120,2.05543228,0
121,1.98234982,0
122,0.94029536,0
123,0.52093549,0
124,0.25724380,0
125,0.30218030,0
126,0.19754223,0
127,1.50835661,0
128,0.61535983,0
129,0.35211427,0
130,1.53373785,0
131,0.56940336,0
132,0.52606312,0
133,0.68398541,0
134,0.02546791,0
135,0.18985011,0
136,0.00216145,0
137,1.47311557,0
138,0.47232797,0
139,0.72564182,0
140,1.43704247,0
141,0.00032101,0
142,1.77536100,0
143,1.53993991,0
144,1.48518808,0
145,0.96866895,0
146,0.95834619,0
147,0.11810033,0
148,0.59135639,0
149,0.57247200,0
150,1.57293038,0
151,0.91051798,0
152,1.04024493,0
153,0.44228182,0
154,0.49491213,0
155,0.86196046,0
156,0.40534986,0
157,0.10283713,0
158,0.45208563,0
159,2.40723401,0
160,0.00110473,0
161,1.85615659,0
162,0.02992902,0
163,1.35598298,0
164,1.89083037,0
165,0.55812257,0
166,0.00570689,0
167,1.47744488,0
168,0.69750758,0
169,1.46389709,0
170,1.15417631,0
171,2.01586297,0
172,0.00018503,0
173,0.19718300,0
174,1.08636479,0
175,0.78275638,0
176,0.03180199,0
177,0.82359318,0
178,0.02175709,0
179,0.00003572,0
180,0.72026511,0
181,1.30563466,0
182,1.62849915,0
183,2.47975009,0
184,0.45501665,0
185,0.35333049,0
